Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,16.46800E-009,3.64343E+009,988.08000E-009,17.65200E-003,1792,60.00000E+000,-20.00000E+000,-504.00000E-012,39.68254E+009,10.08000E-009,17.65200E-003,1728
1,1,2,60.00000E+000,9.91600E-009,6.05083E+009,594.96000E-009,30.80400E-003,1792,60.00000E+000,-18.00000E+000,1.23100E-009,-14.62226E+009,-22.15800E-009,30.80400E-003,1728
1,1,3,60.00000E+000,4.06700E-009,14.75289E+009,244.02000E-009,44.61300E-003,1792,60.00000E+000,-16.00000E+000,567.00000E-012,-28.21869E+009,-9.07200E-009,44.61300E-003,1728
1,1,4,60.00000E+000,1.41900E-009,42.28330E+009,85.14000E-009,57.77400E-003,1792,60.00000E+000,-14.00000E+000,114.00000E-012,-122.80702E+009,-1.59600E-009,57.77400E-003,1728
1,1,5,60.00000E+000,-510.00000E-012,-117.64706E+009,-30.60000E-009,69.51800E-003,1792,60.00000E+000,-12.00000E+000,362.00000E-012,-33.14917E+009,-4.34400E-009,69.51800E-003,1728
1,1,6,60.00000E+000,45.00000E-012,1.33333E+012,2.70000E-009,81.27800E-003,1792,60.00000E+000,-10.00000E+000,2.34300E-009,-4.26803E+009,-23.43000E-009,81.27800E-003,1728
1,1,7,60.00000E+000,-48.00000E-012,-1.25000E+012,-2.88000E-009,96.22500E-003,1792,60.00000E+000,-8.00000E+000,2.02700E-009,-3.94672E+009,-16.21600E-009,96.22500E-003,1728
1,1,8,60.00000E+000,-541.00000E-012,-110.90573E+009,-32.46000E-009,108.77900E-003,1792,60.00000E+000,-6.00000E+000,1.14600E-009,-5.23560E+009,-6.87600E-009,108.77900E-003,1728
1,1,9,60.00000E+000,-980.00000E-012,-61.22449E+009,-58.80000E-009,120.75400E-003,1792,60.00000E+000,-4.00000E+000,428.00000E-012,-9.34579E+009,-1.71200E-009,120.75400E-003,1728
1,1,10,60.00000E+000,-536.00000E-012,-111.94030E+009,-32.16000E-009,125.01600E-003,1792,60.00000E+000,-2.00000E+000,1.39400E-009,-1.43472E+009,-2.78800E-009,125.01600E-003,1664
1,1,11,60.00000E+000,28.00000E-012,2.14286E+012,1.68000E-009,129.25700E-003,1792,60.00000E+000,4.00000E-006,2.25500E-009,1.77384E+003,9.02000E-015,129.25700E-003,1600
1,1,12,60.00000E+000,-493.00000E-012,-121.70385E+009,-29.58000E-009,133.14500E-003,1792,60.00000E+000,1.99999E+000,2.02500E-009,987.64988E+006,4.04998E-009,133.14500E-003,1664
1,1,13,60.00000E+000,133.00000E-012,451.12782E+009,7.98000E-009,148.65900E-003,1792,60.00000E+000,4.00000E+000,1.92200E-009,2.08117E+009,7.68800E-009,148.65900E-003,1728
1,1,14,60.00000E+000,66.00000E-012,909.09091E+009,3.96000E-009,160.91600E-003,1792,60.00000E+000,6.00000E+000,2.16700E-009,2.76880E+009,13.00200E-009,160.91600E-003,1728
1,1,15,60.00000E+000,-1.12700E-009,-53.23869E+009,-67.62000E-009,172.71400E-003,1792,60.00000E+000,8.00000E+000,1.07900E-009,7.41427E+009,8.63200E-009,172.71400E-003,1728
1,1,16,60.00000E+000,-619.00000E-012,-96.93053E+009,-37.14000E-009,185.81000E-003,1792,60.00000E+000,10.00000E+000,2.41500E-009,4.14079E+009,24.15000E-009,185.81000E-003,1728
1,1,17,60.00000E+000,-783.00000E-012,-76.62835E+009,-46.98000E-009,190.13700E-003,1792,60.00000E+000,11.99999E+000,4.87100E-009,2.46356E+009,58.45195E-009,190.13700E-003,1728
1,1,18,60.00000E+000,-612.00000E-012,-98.03922E+009,-36.72000E-009,202.26500E-003,1792,60.00000E+000,14.00000E+000,5.19600E-009,2.69438E+009,72.74400E-009,202.26500E-003,1728
1,1,19,60.00000E+000,809.00000E-012,74.16564E+009,48.54000E-009,214.13300E-003,1792,60.00000E+000,16.00000E+000,7.73300E-009,2.06905E+009,123.72800E-009,214.13300E-003,1728
1,1,20,60.00000E+000,216.00000E-012,277.77778E+009,12.96000E-009,227.67400E-003,1792,60.00000E+000,18.00000E+000,7.08500E-009,2.54058E+009,127.53000E-009,227.67400E-003,1728
1,1,21,60.00000E+000,-538.00000E-012,-111.52416E+009,-32.28000E-009,240.49100E-003,1792,60.00000E+000,20.00000E+000,6.55300E-009,3.05204E+009,131.06000E-009,240.49100E-003,1728
