Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,7.59600E-009,7.89889E+009,455.76000E-009,16.29900E-003,1792,60.00000E+000,-20.00000E+000,-266.00000E-012,75.18797E+009,5.32000E-009,16.29900E-003,1728
1,1,2,60.00000E+000,2.51300E-009,23.87585E+009,150.78000E-009,29.51400E-003,1792,60.00000E+000,-18.00000E+000,-846.00000E-012,21.27660E+009,15.22800E-009,29.51400E-003,1728
1,1,3,60.00000E+000,1.11000E-009,54.05405E+009,66.60000E-009,41.33800E-003,1792,60.00000E+000,-16.00000E+000,215.00000E-012,-74.41860E+009,-3.44000E-009,41.33800E-003,1728
1,1,4,60.00000E+000,20.00000E-012,3.00000E+012,1.20000E-009,45.44600E-003,1792,60.00000E+000,-14.00000E+000,211.00000E-012,-66.35071E+009,-2.95400E-009,45.44600E-003,1728
1,1,5,60.00000E+000,72.00000E-012,833.33333E+009,4.32000E-009,58.65700E-003,1792,60.00000E+000,-12.00000E+000,228.00000E-012,-52.63158E+009,-2.73600E-009,58.65700E-003,1728
1,1,6,60.00000E+000,758.00000E-012,79.15567E+009,45.48000E-009,71.68900E-003,1792,60.00000E+000,-10.00000E+000,1.85500E-009,-5.39084E+009,-18.55000E-009,71.68900E-003,1728
1,1,7,60.00000E+000,-653.00000E-012,-91.88361E+009,-39.18000E-009,83.56900E-003,1792,60.00000E+000,-8.00000E+000,1.27800E-009,-6.25978E+009,-10.22400E-009,83.56900E-003,1728
1,1,8,60.00000E+000,-1.29600E-009,-46.29630E+009,-77.76000E-009,97.94700E-003,1792,60.00000E+000,-6.00000E+000,346.00000E-012,-17.34104E+009,-2.07600E-009,97.94700E-003,1728
1,1,9,60.00000E+000,-1.04900E-009,-57.19733E+009,-62.94000E-009,110.93000E-003,1792,60.00000E+000,-4.00000E+000,544.00000E-012,-7.35294E+009,-2.17600E-009,110.93000E-003,1728
1,1,10,60.00000E+000,-1.01100E-009,-59.34718E+009,-60.66000E-009,115.21000E-003,1792,60.00000E+000,-2.00000E+000,1.04200E-009,-1.91939E+009,-2.08400E-009,115.21000E-003,1664
1,1,11,60.00000E+000,-245.00000E-012,-244.89796E+009,-14.70000E-009,119.53500E-003,1792,60.00000E+000,100.00000E-009,2.12700E-009,47.01457E+000,212.70000E-018,119.53500E-003,1600
1,1,12,60.00000E+000,-945.00000E-012,-63.49206E+009,-56.70000E-009,131.57500E-003,1792,60.00000E+000,2.00000E+000,620.00000E-012,3.22580E+009,1.24000E-009,131.57500E-003,1664
