Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,5.21600E-009,11.50307E+009,312.96000E-009,18.22300E-003,1792,60.00000E+000,-20.00000E+000,-251.00000E-012,79.68127E+009,5.02000E-009,18.22300E-003,1728
1,1,2,60.00000E+000,1.45900E-009,41.12406E+009,87.54000E-009,31.22800E-003,1792,60.00000E+000,-18.00000E+000,-978.00000E-012,18.40491E+009,17.60400E-009,31.22800E-003,1728
1,1,3,60.00000E+000,352.00000E-012,170.45455E+009,21.12000E-009,44.03500E-003,1792,60.00000E+000,-16.00000E+000,-247.00000E-012,64.77733E+009,3.95200E-009,44.03500E-003,1728
1,1,4,60.00000E+000,-426.00000E-012,-140.84507E+009,-25.56000E-009,48.45700E-003,1792,60.00000E+000,-14.00000E+000,-453.00000E-012,30.90508E+009,6.34200E-009,48.45700E-003,1728
1,1,5,60.00000E+000,-175.00000E-012,-342.85714E+009,-10.50000E-009,61.35900E-003,1792,60.00000E+000,-12.00000E+000,-152.00000E-012,78.94737E+009,1.82400E-009,61.35900E-003,1728
1,1,6,60.00000E+000,1.05200E-009,57.03422E+009,63.12000E-009,73.12400E-003,1792,60.00000E+000,-10.00000E+000,1.60700E-009,-6.22278E+009,-16.07000E-009,73.12400E-003,1728
1,1,7,60.00000E+000,434.00000E-012,138.24885E+009,26.04000E-009,86.37700E-003,1792,60.00000E+000,-8.00000E+000,813.00000E-012,-9.84010E+009,-6.50400E-009,86.37700E-003,1728
1,1,8,60.00000E+000,-377.00000E-012,-159.15119E+009,-22.62000E-009,100.12000E-003,1792,60.00000E+000,-6.00000E+000,424.00000E-012,-14.15094E+009,-2.54400E-009,100.12000E-003,1728
1,1,9,60.00000E+000,-1.20800E-009,-49.66887E+009,-72.48000E-009,111.84800E-003,1792,60.00000E+000,-4.00000E+000,734.00000E-012,-5.44959E+009,-2.93600E-009,111.84800E-003,1728
1,1,10,60.00000E+000,-2.15400E-009,-27.85515E+009,-129.24000E-009,116.11700E-003,1792,60.00000E+000,-2.00000E+000,1.89400E-009,-1.05597E+009,-3.78800E-009,116.11700E-003,1664
1,1,11,60.00000E+000,-1.06300E-009,-56.44403E+009,-63.78000E-009,120.37400E-003,1792,60.00000E+000,-1.00000E-006,2.99000E-009,-334.44816E+000,-2.99000E-015,120.37400E-003,1600
1,1,12,60.00000E+000,-714.00000E-012,-84.03361E+009,-42.84000E-009,124.40500E-003,1792,60.00000E+000,2.00000E+000,3.21400E-009,622.27816E+006,6.42801E-009,124.40500E-003,1664
