Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-1.30000E-006,-487.00000E-012,2.66940E+003,633.10000E-018,17.69900E-003,1600,0.00000E+000,-666.00000E-012,0.00000E+000,0.00000E+000,17.69900E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,-529.00000E-012,3.78072E+009,1.05800E-009,22.28300E-003,1664,100.00000E-009,-453.00000E-012,-220.75055E+000,-45.30000E-018,22.28300E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,49.00000E-012,-81.63265E+009,-196.00000E-012,26.75100E-003,1728,-2.00000E-006,418.00000E-012,-4.78469E+003,-836.00000E-018,26.75100E-003,1600,0.00000E+000
1,1,4,-6.00000E+000,-160.00000E-012,37.50000E+009,960.00000E-012,30.82000E-003,1728,2.10000E-006,223.00000E-012,9.41704E+003,468.30000E-018,30.82000E-003,1600,0.00000E+000
1,1,5,-8.00000E+000,-864.00000E-012,9.25926E+009,6.91200E-009,34.78800E-003,1728,1.60000E-006,-648.00000E-012,-2.46914E+003,-1.03680E-015,34.78800E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,-892.00000E-012,11.21076E+009,8.92000E-009,38.70100E-003,1728,-2.30000E-006,-627.00000E-012,3.66826E+003,1.44210E-015,38.70100E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-162.00000E-012,74.07407E+009,1.94400E-009,42.65500E-003,1728,-2.10000E-006,414.00000E-012,-5.07246E+003,-869.40000E-018,42.65500E-003,1600,0.00000E+000
1,1,8,-14.00001E+000,34.00000E-012,-411.76500E+009,-476.00034E-012,46.61800E-003,1728,1.90000E-006,706.00000E-012,2.69122E+003,1.34140E-015,46.61800E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-1.02600E-009,15.59454E+009,16.41600E-009,50.66500E-003,1728,-2.10000E-006,-653.00000E-012,3.21593E+003,1.37130E-015,50.66500E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,-1.29200E-009,13.93189E+009,23.25600E-009,54.83300E-003,1728,-2.60000E-006,-959.00000E-012,2.71116E+003,2.49340E-015,54.83300E-003,1600,0.00000E+000
1,1,11,-20.00000E+000,-323.00000E-012,61.91950E+009,6.46000E-009,58.97700E-003,1728,900.00000E-009,394.00000E-012,2.28426E+003,354.60000E-018,58.97700E-003,1600,0.00000E+000
1,1,12,-22.00000E+000,-324.00000E-012,67.90123E+009,7.12800E-009,63.64300E-003,1792,300.00000E-009,514.00000E-012,583.65759E+000,154.20000E-018,63.64300E-003,1600,0.00000E+000
1,1,13,-24.00000E+000,-1.17200E-009,20.47782E+009,28.12800E-009,67.72500E-003,1792,800.00000E-009,-638.00000E-012,-1.25392E+003,-510.40000E-018,67.72500E-003,1600,0.00000E+000
1,1,14,-26.00000E+000,-1.33200E-009,19.51952E+009,34.63200E-009,71.78200E-003,1792,-3.40000E-006,-708.00000E-012,4.80226E+003,2.40720E-015,71.78200E-003,1600,0.00000E+000
1,1,15,-28.00000E+000,-501.00000E-012,55.88822E+009,14.02800E-009,75.89300E-003,1792,-2.40000E-006,519.00000E-012,-4.62428E+003,-1.24560E-015,75.89300E-003,1600,0.00000E+000
1,1,16,-30.00000E+000,-370.00000E-012,81.08108E+009,11.10000E-009,79.93000E-003,1792,500.00000E-009,903.00000E-012,553.70986E+000,451.50000E-018,79.93000E-003,1600,0.00000E+000
1,1,17,-32.00000E+000,-1.56500E-009,20.44728E+009,50.08000E-009,83.97100E-003,1792,-1.30000E-006,-344.00000E-012,3.77907E+003,447.20000E-018,83.97100E-003,1600,0.00000E+000
1,1,18,-34.00000E+000,-2.07500E-009,16.38554E+009,70.55000E-009,87.92600E-003,1792,-3.40000E-006,-714.00000E-012,4.76190E+003,2.42760E-015,87.92600E-003,1600,0.00000E+000
1,1,19,-36.00000E+000,-1.21600E-009,29.60526E+009,43.77600E-009,91.92800E-003,1792,1.30000E-006,917.00000E-012,1.41767E+003,1.19210E-015,91.92800E-003,1600,0.00000E+000
1,1,20,-38.00000E+000,-872.00000E-012,43.57798E+009,33.13600E-009,96.02800E-003,1792,0.00000E+000,1.96200E-009,0.00000E+000,0.00000E+000,96.02800E-003,1600,0.00000E+000
1,1,21,-40.00000E+000,-2.35500E-009,16.98514E+009,94.20000E-009,100.61500E-003,1792,-1.30000E-006,457.00000E-012,-2.84464E+003,-594.10000E-018,100.61500E-003,1600,0.00000E+000
