Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-1.80000E-006,727.00000E-012,-2.47593E+003,-1.30860E-015,18.21700E-003,1600,-1.30000E-006,937.00000E-012,-1.38741E+003,-1.21810E-015,18.21700E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,-442.00000E-012,4.52489E+009,884.00044E-012,22.77100E-003,1664,1.40000E-006,-366.00000E-012,-3.82514E+003,-512.40000E-018,22.77100E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,-1.13400E-009,3.52734E+009,4.53600E-009,27.14700E-003,1728,2.70000E-006,-1.16400E-009,-2.31959E+003,-3.14280E-015,27.14700E-003,1600,0.00000E+000
1,1,4,-6.00000E+000,-237.00000E-012,25.31646E+009,1.42200E-009,31.13600E-003,1728,-1.30000E-006,89.00000E-012,-14.60674E+003,-115.70000E-018,31.13600E-003,1600,0.00000E+000
1,1,5,-8.00000E+000,384.00000E-012,-20.83333E+009,-3.07200E-009,35.08500E-003,1728,-900.00000E-009,987.00000E-012,-911.85410E+000,-888.30000E-018,35.08500E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,-626.00000E-012,15.97444E+009,6.26000E-009,39.04500E-003,1728,1.00000E-006,-254.00000E-012,-3.93701E+003,-254.00000E-018,39.04500E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-1.15400E-009,10.39861E+009,13.84800E-009,43.07300E-003,1728,1.30000E-006,-946.00000E-012,-1.37421E+003,-1.22980E-015,43.07300E-003,1600,0.00000E+000
1,1,8,-14.00000E+000,-521.00000E-012,26.87140E+009,7.29400E-009,47.08500E-003,1728,1.30000E-006,-30.00000E-012,-43.33333E+003,-39.00000E-018,47.08500E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-18.00000E-012,888.88889E+009,288.00000E-012,51.04100E-003,1728,0.00000E+000,682.00000E-012,0.00000E+000,0.00000E+000,51.04100E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,-697.00000E-012,25.82496E+009,12.54600E-009,55.28100E-003,1728,-100.00000E-009,-181.00000E-012,552.48619E+000,18.10000E-018,55.28100E-003,1600,0.00000E+000
