,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,-60.0,-8.365e-09,20.0,2.3019999999999997e-09,8.365e-09,9.146037393319579e-05,,
1,-60.0,-6.392e-09,18.0,2.4210000000000002e-09,6.392e-09,7.994998436522674e-05,,
2,-60.0,-5.84e-09,16.0,9.56e-10,5.84e-09,7.64198926981712e-05,,
3,-60.0,-5.155999999999999e-09,14.0,-2.4e-11,5.155999999999999e-09,7.180529228406496e-05,,
4,-60.0,-3.437e-09,12.0,-1.29e-09,3.437e-09,5.862593282839941e-05,,
5,-60.0,-3.724e-09,10.0,-1.202e-09,3.724e-09,6.1024585209569427e-05,,
6,-60.0,-1.874e-09,7.99988,7.49e-10,1.874e-09,4.3289721643826725e-05,,
7,-60.0,-1.946e-09,6.0,-1.371e-09,1.946e-09,4.411349000022556e-05,,
8,-60.0,-1.1079999999999999e-09,4.0,-6.88e-10,1.1079999999999999e-09,3.3286633954186475e-05,,
9,-60.0,-1.177e-09,2.0,-2.172e-09,1.177e-09,3.430743359681689e-05,,
10,-60.0,-3.15e-10,-1.1e-06,-1.808e-09,3.15e-10,1.7748239349298848e-05,,
11,-60.0,-8.52e-10,-2.0,-2.176e-09,8.52e-10,2.918903903865285e-05,,
12,-60.0,-1.41e-10,-4.0,-1.716e-09,1.41e-10,1.1874342087037918e-05,,
13,-60.0,3.95e-10,-6.0,-8.92e-10,3.95e-10,1.987460691435179e-05,,
14,-60.0,-1.968e-09,-8.0,-2.488e-09,1.968e-09,4.436214602563767e-05,,
15,-60.0,-5.5589999999999995e-09,-10.0,-4.728e-09,5.5589999999999995e-09,7.455870170543475e-05,,
16,-60.0,-8.987000000000001e-09,-12.0,-5.515e-09,8.987000000000001e-09,9.479978902930112e-05,,
17,-60.0,-1.3574e-08,-14.0,-6.176e-09,1.3574e-08,0.00011650751048752179,,
18,-60.0,-2.0419999999999997e-08,-16.0,-8.563e-09,2.0419999999999997e-08,0.00014289856542317,,
19,-60.0,-2.9789e-08,-18.0,-1.2492e-08,2.9789e-08,0.00017259490143106776,,
20,-60.0,-3.9714999999999995e-08,-20.0,-1.3383e-08,3.9714999999999995e-08,0.00019928622631782658,,
21,-60.0,-6.2299e-08,-22.0,-2.3405e-08,6.2299e-08,0.00024959767627123454,,
22,-60.0,-7.5635e-08,-24.0,-1.7374e-08,7.5635e-08,0.0002750181812171697,,
23,-60.0,-9.577099999999999e-08,-26.0,-1.306e-08,9.577099999999999e-08,0.0003094688998914107,,
24,-60.0,-1.21326e-07,-28.0,-1.099e-08,1.21326e-07,0.0003483188194743431,,
25,-60.0,-1.48811e-07,-30.0,-1.0987e-08,1.48811e-07,0.0003857602882620242,,
26,-60.0,-1.76935e-07,-32.0,-1.0622e-08,1.76935e-07,0.0004206364225789298,,
27,-60.0,-2.06255e-07,-34.0,-8.068e-09,2.06255e-07,0.00045415305790008723,,
28,-60.0,-2.61197e-07,-36.0,-2.3045e-08,2.61197e-07,0.0005110743585819974,,
29,-60.0,-2.96113e-07,-38.0,-1.1791000000000001e-08,2.96113e-07,0.0005441626595054093,,
30,-60.0,-3.385e-07,-40.0,-1.0403e-08,3.385e-07,0.0005818075283115543,,
31,-60.0,-3.7917299999999995e-07,-42.0,-1.0421e-08,3.7917299999999995e-07,0.0006157702493625361,,
32,-60.0,-4.2431399999999997e-07,-44.0,-1.0133e-08,4.2431399999999997e-07,0.0006513938900542435,,
33,-60.0,-4.94292e-07,-46.0,-2.3980999999999998e-08,4.94292e-07,0.000703059030238571,,
34,-60.0,-5.29981e-07,-48.0,-1.4198999999999999e-08,5.29981e-07,0.0007279979395575238,,
35,-60.0,-5.69205e-07,-50.0,-1.1813e-08,5.69205e-07,0.0007544567582042062,,
36,-60.0,-6.12971e-07,-52.0,-1.0551999999999999e-08,6.12971e-07,0.0007829246451606949,,
37,-60.0,-6.40977e-07,-54.0,-1.0269999999999999e-08,6.40977e-07,0.0008006103921383984,,
38,-60.0,-6.95302e-07,-56.0,-1.4201999999999999e-08,6.95302e-07,0.0008338477079179387,,
39,-60.0,-7.33674e-07,-58.0,-1.3299e-08,7.33674e-07,0.0008565477219629972,,
40,-60.0,-8.02901e-07,-60.0,-3.8044e-08,8.02901e-07,0.0008960474317802602,,
41,-60.0,-8.38781e-07,-62.0,-2.1414e-08,8.38781e-07,0.0009158498785281352,,
42,-60.0,-8.68526e-07,-64.0,-1.7688e-08,8.68526e-07,0.0009319474234097115,,
43,-60.0,-9.03812e-07,-66.0,-1.5235e-08,9.03812e-07,0.0009506902755366755,,
44,-60.0,-9.526009999999999e-07,-68.0,-1.6796999999999998e-08,9.526009999999999e-07,0.0009760128072930191,,
45,-60.0,-9.79291e-07,-70.0,-1.4045000000000001e-08,9.79291e-07,0.0009895913297922531,,
46,-60.0,-9.999509999999999e-07,-72.0,-1.5170999999999997e-08,9.999509999999999e-07,0.0009999754996998676,,
47,-60.0,-1.02095e-06,-74.0,-9.069e-09,1.02095e-06,0.001010420704459286,,
48,-60.0,-1.02341e-06,-76.0,-7.16e-09,1.02341e-06,0.0010116372867782209,,
49,-60.0,-1.03758e-06,-78.0,-8.672e-09,1.03758e-06,0.0010186167090716703,,
50,-60.0,-1.0493e-06,-80.0,-6.338e-09,1.0493e-06,0.0010243534546239398,,
51,-60.0,-1.08853e-06,-82.0,-1.2350000000000001e-08,1.08853e-06,0.0010433264110526485,,
52,-60.0,-1.11764e-06,-84.0,-1.3297000000000002e-08,1.11764e-06,0.001057184941247273,,
53,-60.0,-1.1410799999999998e-06,-86.0,-1.1325e-08,1.1410799999999998e-06,0.0010682134618136957,,
54,-60.0,-1.16821e-06,-88.0,-1.1404e-08,1.16821e-06,0.001080837638130723,,
55,-60.0,-1.18301e-06,-90.0,-8.765e-09,1.18301e-06,0.0010876626315176963,,
56,-60.0,-1.20869e-06,-92.0,-1.0899e-08,1.20869e-06,0.0010994043842008272,,
57,-60.0,-1.2303299999999999e-06,-94.0,-9.298e-09,1.2303299999999999e-06,0.0011092024161531563,,
58,-60.0,-1.23667e-06,-96.0,-6.8700000000000005e-09,1.23667e-06,0.0011120566532330986,,
59,-60.0,-1.25331e-06,-98.0,-9.248e-09,1.25331e-06,0.0011195132871029267,,
60,-60.0,-1.29364e-06,-100.0,-3.2082e-08,1.29364e-06,0.0011373829610118132,,
61,-64.0,-1.3956999999999999e-08,20.0,1.0455000000000002e-08,1.3956999999999999e-08,0.00011813974775662931,,
62,-64.0,-1.1759999999999999e-08,18.0,8.345e-09,1.1759999999999999e-08,0.00010844353369380767,,
63,-64.0,-1.036e-08,16.0,6.462e-09,1.036e-08,0.00010178408519999578,,
64,-64.0,-9.927e-09,14.0,3.742e-09,9.927e-09,9.963433143249369e-05,,
65,-64.0,-8.029e-09,12.0,3.504e-09,8.029e-09,8.960468737739115e-05,,
66,-64.0,-6.377000000000001e-09,10.0,3.318e-09,6.377000000000001e-09,7.985612061701971e-05,,
67,-64.0,-4.919e-09,8.0,2.53e-10,4.919e-09,7.013558298039591e-05,,
68,-64.0,-3.6969999999999995e-09,6.0,2.319e-09,3.6969999999999995e-09,6.080296045424104e-05,,
69,-64.0,-2.431e-09,4.0,2.457e-09,2.431e-09,4.93051721424842e-05,,
70,-64.0,-2.09e-09,2.0,-3.06e-10,2.09e-09,4.5716517802649845e-05,,
71,-64.0,-2.114e-09,1.6e-06,-1.667e-09,2.114e-09,4.5978255730290594e-05,,
72,-64.0,-1.076e-09,-2.0,-1.8e-11,1.076e-09,3.280243893371345e-05,,
73,-64.0,-6.6e-11,-4.0,7.67e-10,6.6e-11,8.124038404635961e-06,,
74,-64.0,-4.91e-10,-6.0,-1.83e-10,4.91e-10,2.2158519806160338e-05,,
75,-64.0,-1.153e-09,-8.0,-1.1350000000000001e-09,1.153e-09,3.395585369269929e-05,,
76,-64.0,-5.93e-10,-10.0,-4.04e-10,5.93e-10,2.435159132377184e-05,,
77,-64.0,-1.001e-09,-12.0,-1.7660000000000001e-09,1.001e-09,3.163858403911275e-05,,
78,-64.0,-9.5e-11,-13.999989999999999,-8.29e-10,9.5e-11,9.746794344808964e-06,,
79,-64.0,6.31e-10,-16.0,-3.57e-10,6.31e-10,2.511971337416094e-05,,
80,-64.0,6e-11,-18.0,-1.39e-10,6e-11,7.745966692414833e-06,,
81,-64.0,-2.76e-10,-20.0,-6.7e-10,2.76e-10,1.661324772583615e-05,,
82,-64.0,-6.49e-10,-22.0,-1.625e-09,6.49e-10,2.5475478405713993e-05,,
83,-64.0,-3.89e-10,-24.0,-8.75e-10,3.89e-10,1.972308292331602e-05,,
84,-64.0,-2.229e-09,-26.0,-4.264e-09,2.229e-09,4.72122865364515e-05,,
85,-64.0,-5.404e-09,-28.0,-4.9580000000000005e-09,5.404e-09,7.351190379795642e-05,,
86,-64.0,-9.952e-09,-30.0,-1.694e-09,9.952e-09,9.975971130671941e-05,,
87,-64.0,-1.4116e-08,-32.0,-3.53e-10,1.4116e-08,0.00011881077392223317,,
88,-64.0,-2.1533e-08,-34.0,-5.83e-10,2.1533e-08,0.00014674126890551275,,
89,-64.0,-3.2133e-08,-36.0,-1.027e-09,3.2133e-08,0.00017925679903423467,,
90,-64.0,-4.8782e-08,-38.0,-2.9959999999999996e-09,4.8782e-08,0.00022086647550047063,,
91,-64.0,-7.5785e-08,-40.0,-5.2539999999999994e-09,7.5785e-08,0.00027529075538419376,,
92,-64.0,-1.07751e-07,-42.0,-7.773999999999999e-09,1.07751e-07,0.0003282544744554139,,
93,-64.0,-1.46029e-07,-44.0,-1.1163e-08,1.46029e-07,0.00038213740984101513,,
94,-64.0,-1.59005e-07,-46.0,-6.921e-09,1.59005e-07,0.0003987543103215312,,
95,-64.0,-1.94679e-07,-48.0,-8.83e-09,1.94679e-07,0.00044122443268703967,,
96,-64.0,-2.33949e-07,-50.0,-1.1477999999999999e-08,2.33949e-07,0.00048368274726312083,,
97,-64.0,-2.66296e-07,-52.0,-1.0811e-08,2.66296e-07,0.0005160387582343016,,
98,-64.0,-3.14742e-07,-54.0,-1.1031999999999999e-08,3.14742e-07,0.000561018716265331,,
99,-64.0,-3.6509900000000003e-07,-56.0,-1.1251e-08,3.6509900000000003e-07,0.000604234226107724,,
100,-64.0,-4.15651e-07,-58.0,-1.0730999999999999e-08,4.15651e-07,0.0006447100123311255,,
101,-64.0,-4.64982e-07,-60.0,-1.25e-08,4.64982e-07,0.0006818958864812135,,
102,-64.0,-5.20123e-07,-62.0,-1.4491e-08,5.20123e-07,0.000721195535205259,,
103,-64.0,-5.74811e-07,-64.0,-1.3736e-08,5.74811e-07,0.0007581629112532477,,
104,-64.0,-6.29108e-07,-66.0,-1.4317e-08,6.29108e-07,0.0007931632870979342,,
105,-64.0,-6.80967e-07,-68.0,-1.3409e-08,6.80967e-07,0.0008252072466962465,,
106,-64.0,-7.378369999999999e-07,-70.0,-1.6409e-08,7.378369999999999e-07,0.0008589743884424028,,
107,-64.0,-7.915829999999999e-07,-72.0,-1.495e-08,7.915829999999999e-07,0.0008897095031525739,,
108,-64.0,-8.65699e-07,-74.0,-3.3253e-08,8.65699e-07,0.0009304294707284373,,
109,-64.0,-9.136790000000001e-07,-76.0,-1.6615e-08,9.136790000000001e-07,0.0009558655763233657,,
110,-64.0,-9.61234e-07,-78.0,-1.3525e-08,9.61234e-07,0.0009804254178671624,,
111,-64.0,-1.02901e-06,-80.0,-3.7248000000000004e-08,1.02901e-06,0.0010144013012609952,,
112,-64.0,-1.02965e-06,-82.0,-6.036e-09,1.02965e-06,0.0010147167092346514,,
113,-64.0,-1.05301e-06,-84.0,-3.706e-09,1.05301e-06,0.0010261627551222078,,
114,-64.0,-1.08631e-06,-86.0,-6.595e-09,1.08631e-06,0.001042261963231893,,
115,-64.0,-1.1432799999999998e-06,-88.0,-2.6132e-08,1.1432799999999998e-06,0.0010692427226780643,,
116,-64.0,-1.18111e-06,-90.0,-1.4369000000000001e-08,1.18111e-06,0.0010867888479368934,,
117,-64.0,-1.20117e-06,-92.0,-1.0597e-08,1.20117e-06,0.0010959790143976298,,
118,-64.0,-1.2260700000000002e-06,-94.0,-7.552e-09,1.2260700000000002e-06,0.0011072804522793674,,
119,-64.0,-1.24897e-06,-96.0,-8.641999999999999e-09,1.24897e-06,0.0011175732638176346,,
