Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-200.00000E-009,404.00000E-012,-495.04950E+000,-80.80000E-018,18.27200E-003,1600,4.40000E-006,450.00000E-012,9.77778E+003,1.98000E-015,18.27200E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,-638.00000E-012,3.13479E+009,1.27600E-009,23.43400E-003,1664,1.20000E-006,-634.00000E-012,-1.89274E+003,-760.80000E-018,23.43400E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,-279.00000E-012,14.33692E+009,1.11600E-009,28.20400E-003,1728,-300.00000E-009,33.00000E-012,-9.09091E+003,-9.90000E-018,28.20400E-003,1600,0.00000E+000
1,1,4,-6.00000E+000,189.00000E-012,-31.74603E+009,-1.13400E-009,32.17300E-003,1728,-800.00000E-009,559.00000E-012,-1.43113E+003,-447.20000E-018,32.17300E-003,1600,0.00000E+000
1,1,5,-8.00000E+000,-408.00000E-012,19.60784E+009,3.26400E-009,36.13200E-003,1728,-2.10000E-006,-125.00000E-012,16.80000E+003,262.50000E-018,36.13200E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,-893.00000E-012,11.19821E+009,8.93000E-009,40.17700E-003,1728,-4.60000E-006,-677.00000E-012,6.79468E+003,3.11420E-015,40.17700E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-561.00000E-012,21.39037E+009,6.73200E-009,44.20600E-003,1728,-2.10000E-006,-161.00000E-012,13.04348E+003,338.10000E-018,44.20600E-003,1600,0.00000E+000
1,1,8,-14.00000E+000,-195.00000E-012,71.79487E+009,2.73000E-009,48.16100E-003,1728,3.20000E-006,440.00000E-012,7.27273E+003,1.40800E-015,48.16100E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-418.00000E-012,38.27751E+009,6.68800E-009,52.21600E-003,1728,-400.00000E-009,129.00000E-012,-3.10078E+003,-51.60000E-018,52.21600E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,-1.06000E-009,16.98113E+009,19.08000E-009,56.26900E-003,1728,1.20000E-006,-571.00000E-012,-2.10158E+003,-685.20000E-018,56.26900E-003,1600,0.00000E+000
1,1,11,-20.00000E+000,-860.00000E-012,23.25581E+009,17.20000E-009,60.66400E-003,1728,-700.00000E-009,-125.00000E-012,5.60000E+003,87.50000E-018,60.66400E-003,1600,0.00000E+000
1,1,12,-22.00000E+000,-408.00000E-012,53.92157E+009,8.97600E-009,65.14000E-003,1792,3.60000E-006,604.00000E-012,5.96026E+003,2.17440E-015,65.14000E-003,1600,0.00000E+000
1,1,13,-24.00000E+000,-914.00000E-012,26.25821E+009,21.93600E-009,69.17100E-003,1792,2.10000E-006,266.00000E-012,7.89474E+003,558.60000E-018,69.17100E-003,1600,0.00000E+000
1,1,14,-26.00000E+000,-1.66800E-009,15.58753E+009,43.36800E-009,73.11400E-003,1792,2.10000E-006,-93.00000E-012,-22.58065E+003,-195.30000E-018,73.11400E-003,1600,0.00000E+000
1,1,15,-28.00000E+000,-1.83300E-009,15.27550E+009,51.32400E-009,77.04100E-003,1792,1.40000E-006,483.00000E-012,2.89855E+003,676.20000E-018,77.04100E-003,1600,0.00000E+000
1,1,16,-30.00000E+000,-1.69000E-009,17.75148E+009,50.70000E-009,80.97300E-003,1792,-400.00000E-009,1.83300E-009,-218.22149E+000,-733.20000E-018,80.97300E-003,1600,0.00000E+000
1,1,17,-32.00000E+000,-2.25900E-009,14.16556E+009,72.28800E-009,84.90900E-003,1792,3.00000E-006,2.33900E-009,1.28260E+003,7.01700E-015,84.90900E-003,1600,0.00000E+000
1,1,18,-34.00000E+000,-3.83700E-009,8.86109E+009,130.45800E-009,89.09600E-003,1792,1.90000E-006,1.92700E-009,985.98858E+000,3.66130E-015,89.09600E-003,1600,0.00000E+000
1,1,19,-36.00000E+000,-4.32400E-009,8.32562E+009,155.66400E-009,93.66300E-003,1792,-1.40000E-006,2.83000E-009,-494.69965E+000,-3.96200E-015,93.66300E-003,1600,0.00000E+000
1,1,20,-38.00000E+000,-4.64400E-009,8.18260E+009,176.47200E-009,97.62300E-003,1792,1.70000E-006,4.56400E-009,372.48028E+000,7.75880E-015,97.62300E-003,1600,0.00000E+000
1,1,21,-40.00000E+000,-5.43600E-009,7.35835E+009,217.44000E-009,101.55700E-003,1792,1.40000E-006,5.42700E-009,257.96941E+000,7.59780E-015,101.55700E-003,1600,0.00000E+000
1,1,22,-42.00000E+000,-7.30700E-009,5.74791E+009,306.89400E-009,105.51500E-003,1792,1.60000E-006,5.28800E-009,302.57186E+000,8.46080E-015,105.51500E-003,1600,0.00000E+000
1,1,23,-44.00000E+000,-8.28600E-009,5.31016E+009,364.58400E-009,109.45900E-003,1792,700.00000E-009,5.76500E-009,121.42238E+000,4.03550E-015,109.45900E-003,1600,0.00000E+000
1,1,24,-46.00000E+000,-8.34100E-009,5.51493E+009,383.68600E-009,113.41300E-003,1792,1.20000E-006,8.04800E-009,149.10537E+000,9.65760E-015,113.41300E-003,1600,0.00000E+000
1,1,25,-48.00000E+000,-8.66200E-009,5.54145E+009,415.77600E-009,117.35600E-003,1792,1.50000E-006,8.88200E-009,168.88088E+000,13.32300E-015,117.35600E-003,1600,0.00000E+000
1,1,26,-50.00000E+000,-10.66200E-009,4.68955E+009,533.10000E-009,121.30900E-003,1792,4.00000E-006,7.02600E-009,569.31398E+000,28.10400E-015,121.30900E-003,1600,0.00000E+000
