Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,125.48800E-009,478.13337E+006,7.52928E-006,16.11700E-003,1792,60.00000E+000,-20.00000E+000,-1.10400E-009,18.11594E+009,22.08000E-009,16.11700E-003,1728
1,1,2,60.00000E+000,91.99100E-009,652.23772E+006,5.51946E-006,29.12000E-003,1792,60.00000E+000,-18.00000E+000,3.93800E-009,-4.57085E+009,-70.88400E-009,29.12000E-003,1728
1,1,3,60.00000E+000,66.84700E-009,897.57207E+006,4.01082E-006,42.37700E-003,1792,60.00000E+000,-16.00001E+000,4.89900E-009,-3.26597E+009,-78.38405E-009,42.37700E-003,1728
1,1,4,60.00000E+000,45.77400E-009,1.31079E+009,2.74644E-006,56.14000E-003,1792,60.00000E+000,-14.00000E+000,5.22300E-009,-2.68045E+009,-73.12200E-009,56.14000E-003,1728
1,1,5,60.00000E+000,29.89400E-009,2.00709E+009,1.79364E-006,67.98200E-003,1792,60.00000E+000,-12.00000E+000,4.91100E-009,-2.44349E+009,-58.93200E-009,67.98200E-003,1728
1,1,6,60.00000E+000,19.84700E-009,3.02313E+009,1.19082E-006,79.89400E-003,1792,60.00000E+000,-10.00000E+000,5.79900E-009,-1.72444E+009,-57.99000E-009,79.89400E-003,1728
1,1,7,60.00000E+000,11.45100E-009,5.23972E+009,687.06000E-009,91.65800E-003,1792,60.00000E+000,-8.00000E+000,6.03200E-009,-1.32626E+009,-48.25600E-009,91.65800E-003,1728
1,1,8,60.00000E+000,5.51200E-009,10.88534E+009,330.72000E-009,103.53700E-003,1792,60.00000E+000,-6.00000E+000,3.89200E-009,-1.54162E+009,-23.35200E-009,103.53700E-003,1728
1,1,9,60.00000E+000,3.11500E-009,19.26164E+009,186.90000E-009,115.42000E-003,1792,60.00000E+000,-4.00000E+000,4.26300E-009,-938.30636E+006,-17.05200E-009,115.42000E-003,1728
1,1,10,60.00000E+000,-1.44300E-009,-41.58004E+009,-86.58000E-009,119.64900E-003,1792,60.00000E+000,-2.00000E+000,6.18500E-009,-323.36281E+006,-12.36999E-009,119.64900E-003,1664
1,1,11,60.00000E+000,-4.88500E-009,-12.28250E+009,-293.10000E-009,123.50400E-003,1792,60.00000E+000,8.20000E-006,11.74600E-009,698.10999E+000,96.31720E-015,123.50400E-003,1600
1,1,12,60.00000E+000,-7.38600E-009,-8.12348E+009,-443.16000E-009,127.38800E-003,1792,60.00000E+000,1.99999E+000,15.10100E-009,132.44103E+006,30.20188E-009,127.38800E-003,1664
1,1,13,60.00000E+000,-3.39800E-009,-17.65745E+009,-203.88000E-009,139.72900E-003,1792,60.00000E+000,4.00000E+000,7.86800E-009,508.38841E+006,31.47200E-009,139.72900E-003,1728
1,1,14,60.00000E+000,-3.79700E-009,-15.80195E+009,-227.82000E-009,151.47400E-003,1792,60.00000E+000,6.00000E+000,6.34900E-009,945.03071E+006,38.09400E-009,151.47400E-003,1728
1,1,15,60.00000E+000,-7.05400E-009,-8.50581E+009,-423.24000E-009,155.16700E-003,1792,60.00000E+000,7.99999E+000,11.54200E-009,693.11991E+006,92.33588E-009,155.16700E-003,1728
1,1,16,60.00000E+000,-7.57000E-009,-7.92602E+009,-454.20000E-009,159.11500E-003,1792,60.00000E+000,9.99999E+000,13.99400E-009,714.59125E+006,139.93986E-009,159.11500E-003,1728
1,1,17,60.00000E+000,-4.27200E-009,-14.04494E+009,-256.32000E-009,173.35200E-003,1792,60.00000E+000,12.00000E+000,8.93900E-009,1.34243E+009,107.26800E-009,173.35200E-003,1728
1,1,18,60.00000E+000,-4.39600E-009,-13.64877E+009,-263.76000E-009,185.17800E-003,1792,60.00000E+000,14.00000E+000,7.35300E-009,1.90398E+009,102.94200E-009,185.17800E-003,1728
1,1,19,60.00000E+000,-3.07800E-009,-19.49318E+009,-184.68000E-009,196.96400E-003,1792,60.00000E+000,16.00000E+000,8.05000E-009,1.98758E+009,128.80000E-009,196.96400E-003,1728
