Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,122.02500E-009,491.70252E+006,7.32150E-006,17.15600E-003,1792,60.00000E+000,-20.00000E+000,-378.00000E-012,52.91005E+009,7.56000E-009,17.15600E-003,1728
1,1,2,60.00000E+000,85.36700E-009,702.84770E+006,5.12202E-006,30.49200E-003,1792,60.00000E+000,-18.00000E+000,5.35500E-009,-3.36134E+009,-96.39000E-009,30.49200E-003,1728
1,1,3,60.00000E+000,62.54100E-009,959.37065E+006,3.75246E-006,43.98500E-003,1792,60.00000E+000,-16.00000E+000,8.13400E-009,-1.96705E+009,-130.14400E-009,43.98500E-003,1728
1,1,4,60.00000E+000,41.38900E-009,1.44966E+009,2.48334E-006,57.94200E-003,1792,60.00000E+000,-14.00000E+000,8.63100E-009,-1.62206E+009,-120.83400E-009,57.94200E-003,1728
1,1,5,60.00000E+000,25.24800E-009,2.37643E+009,1.51488E-006,69.75100E-003,1792,60.00000E+000,-12.00000E+000,8.31100E-009,-1.44387E+009,-99.73200E-009,69.75100E-003,1728
1,1,6,60.00000E+000,14.46600E-009,4.14766E+009,867.96000E-009,82.80800E-003,1792,60.00000E+000,-10.00000E+000,9.06700E-009,-1.10290E+009,-90.67000E-009,82.80800E-003,1728
1,1,7,60.00000E+000,6.86700E-009,8.73744E+009,412.02000E-009,86.60700E-003,1792,60.00000E+000,-7.99990E+000,8.74100E-009,-915.21565E+006,-69.92713E-009,86.60700E-003,1728
1,1,8,60.00000E+000,4.26700E-009,14.06140E+009,256.02000E-009,98.43000E-003,1792,60.00000E+000,-6.00000E+000,10.21100E-009,-587.60161E+006,-61.26600E-009,98.43000E-003,1728
1,1,9,60.00000E+000,1.83900E-009,32.62643E+009,110.34000E-009,110.21200E-003,1792,60.00000E+000,-4.00000E+000,10.38700E-009,-385.09676E+006,-41.54800E-009,110.21200E-003,1728
1,1,10,60.00000E+000,564.00000E-012,106.38298E+009,33.84000E-009,114.55800E-003,1792,60.00000E+000,-2.00000E+000,10.45500E-009,-191.29613E+006,-20.91001E-009,114.55800E-003,1664
1,1,11,60.00000E+000,-170.00000E-012,-352.94118E+009,-10.20000E-009,118.44000E-003,1792,60.00000E+000,6.30000E-006,9.95500E-009,632.84782E+000,62.71650E-015,118.44000E-003,1600
1,1,12,60.00000E+000,423.00000E-012,141.84397E+009,25.38000E-009,130.52800E-003,1792,60.00000E+000,2.00000E+000,9.29400E-009,215.19260E+006,18.58800E-009,130.52800E-003,1664
1,1,13,60.00000E+000,-554.00000E-012,-108.30325E+009,-33.24000E-009,134.41700E-003,1792,60.00000E+000,3.99999E+000,8.89000E-009,449.94263E+006,35.55991E-009,134.41700E-003,1728
1,1,14,60.00000E+000,-4.70100E-009,-12.76324E+009,-282.06000E-009,138.37500E-003,1792,60.00000E+000,5.99999E+000,12.90800E-009,464.82724E+006,77.44787E-009,138.37500E-003,1728
1,1,15,60.00000E+000,-3.09500E-009,-19.38611E+009,-185.70000E-009,150.54600E-003,1792,60.00000E+000,8.00000E+000,10.14200E-009,788.79905E+006,81.13600E-009,150.54600E-003,1728
1,1,16,60.00000E+000,-2.87000E-009,-20.90592E+009,-172.20000E-009,163.82500E-003,1792,60.00000E+000,10.00000E+000,10.58700E-009,944.55464E+006,105.87000E-009,163.82500E-003,1728
1,1,17,60.00000E+000,-3.67300E-009,-16.33542E+009,-220.38000E-009,175.66300E-003,1792,60.00000E+000,12.00000E+000,11.08800E-009,1.08225E+009,133.05600E-009,175.66300E-003,1728
1,1,18,60.00000E+000,-4.18600E-009,-14.33349E+009,-251.16000E-009,189.99200E-003,1792,60.00000E+000,14.00000E+000,10.20700E-009,1.37161E+009,142.89800E-009,189.99200E-003,1728
1,1,19,60.00000E+000,-5.36100E-009,-11.19194E+009,-321.66000E-009,201.87500E-003,1792,60.00000E+000,16.00000E+000,10.20000E-009,1.56863E+009,163.20000E-009,201.87500E-003,1728
1,1,20,60.00000E+000,-5.09900E-009,-11.76701E+009,-305.94000E-009,213.70400E-003,1792,60.00000E+000,18.00000E+000,11.52500E-009,1.56182E+009,207.45000E-009,213.70400E-003,1728
1,1,21,60.00000E+000,-9.76100E-009,-6.14691E+009,-585.66000E-009,217.40000E-003,1792,60.00000E+000,19.99999E+000,16.20700E-009,1.23403E+009,324.13984E-009,217.40000E-003,1728
1,1,22,60.00000E+000,-5.93000E-009,-10.11804E+009,-355.80000E-009,229.65300E-003,1792,60.00000E+000,22.00000E+000,13.79500E-009,1.59478E+009,303.49000E-009,229.65300E-003,1792
1,1,23,60.00000E+000,-8.96300E-009,-6.69419E+009,-537.78000E-009,233.34400E-003,1792,60.00000E+000,24.00000E+000,16.88600E-009,1.42130E+009,405.26400E-009,233.34400E-003,1792
1,1,24,60.00000E+000,-5.26400E-009,-11.39818E+009,-315.84000E-009,245.46800E-003,1792,60.00000E+000,26.00000E+000,14.66100E-009,1.77341E+009,381.18600E-009,245.46800E-003,1792
1,1,25,60.00000E+000,-5.17800E-009,-11.58749E+009,-310.68000E-009,257.31700E-003,1792,60.00000E+000,28.00000E+000,12.63600E-009,2.21589E+009,353.80800E-009,257.31700E-003,1792
1,1,26,60.00000E+000,-4.61700E-009,-12.99545E+009,-277.02000E-009,269.25600E-003,1792,60.00000E+000,30.00000E+000,10.70600E-009,2.80217E+009,321.18000E-009,269.25600E-003,1792
1,1,27,60.00000E+000,-2.65500E-009,-22.59887E+009,-159.30000E-009,282.25900E-003,1792,60.00000E+000,32.00000E+000,9.94100E-009,3.21899E+009,318.11200E-009,282.25900E-003,1792
1,1,28,60.00000E+000,-1.15500E-009,-51.94805E+009,-69.30000E-009,294.21800E-003,1792,60.00000E+000,34.00000E+000,10.39400E-009,3.27112E+009,353.39600E-009,294.21800E-003,1792
1,1,29,60.00000E+000,-713.00000E-012,-84.15147E+009,-42.78000E-009,307.88900E-003,1792,60.00000E+000,36.00000E+000,9.19100E-009,3.91688E+009,330.87600E-009,307.88900E-003,1792
1,1,30,60.00000E+000,-539.00000E-012,-111.31725E+009,-32.34000E-009,322.11000E-003,1792,60.00000E+000,38.00000E+000,8.23600E-009,4.61389E+009,312.96800E-009,322.11000E-003,1792
1,1,31,60.00000E+000,-18.00000E-012,-3.33333E+012,-1.08000E-009,334.04200E-003,1792,60.00000E+000,40.00000E+000,8.08800E-009,4.94560E+009,323.52000E-009,334.04200E-003,1792
1,1,32,60.00000E+000,1.20300E-009,49.87531E+009,72.18000E-009,347.46400E-003,1792,60.00000E+000,42.00000E+000,8.77300E-009,4.78742E+009,368.46600E-009,347.46400E-003,1792
1,1,33,60.00000E+000,2.36600E-009,25.35926E+009,141.96000E-009,361.55400E-003,1792,60.00000E+000,44.00000E+000,9.47300E-009,4.64478E+009,416.81200E-009,361.55400E-003,1792
