Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,400.00000E-009,-327.00000E-012,-1.22324E+003,-130.80000E-018,19.21400E-003,1600,0.00000E+000,-300.00000E-009,-551.00000E-012,544.46461E+000,165.30000E-018,19.21400E-003,1600,0.00000E+000
1,1,2,2.00000E+000,550.00000E-012,3.63636E+009,1.10000E-009,24.06000E-003,1664,2.00000E+000,0.00000E+000,457.00000E-012,0.00000E+000,0.00000E+000,24.06000E-003,1600,0.00000E+000
1,1,3,4.00000E+000,299.00000E-012,13.37793E+009,1.19600E-009,28.19600E-003,1728,4.00000E+000,2.20000E-006,19.00000E-012,115.78947E+003,41.80000E-018,28.19600E-003,1600,0.00000E+000
1,1,4,6.00000E+000,-122.00000E-012,-49.18033E+009,-732.00000E-012,32.15500E-003,1728,6.00000E+000,600.00000E-009,-609.00000E-012,-985.22167E+000,-365.40000E-018,32.15500E-003,1600,0.00000E+000
1,1,5,8.00000E+000,164.00000E-012,48.78049E+009,1.31200E-009,36.16900E-003,1728,8.00000E+000,-800.00000E-009,-419.00000E-012,1.90931E+003,335.20000E-018,36.16900E-003,1600,0.00000E+000
1,1,6,10.00000E+000,768.00000E-012,13.02083E+009,7.68000E-009,40.16700E-003,1728,10.00000E+000,-400.00000E-009,443.00000E-012,-902.93454E+000,-177.20000E-018,40.16700E-003,1600,0.00000E+000
1,1,7,12.00000E+000,787.00000E-012,15.24778E+009,9.44400E-009,44.10500E-003,1728,12.00000E+000,700.00000E-009,359.00000E-012,1.94986E+003,251.30000E-018,44.10500E-003,1600,0.00000E+000
1,1,8,14.00000E+000,39.00000E-012,358.97436E+009,546.00000E-012,48.22300E-003,1728,14.00000E+000,1.40000E-006,-644.00000E-012,-2.17391E+003,-901.60000E-018,48.22300E-003,1600,0.00000E+000
1,1,9,16.00000E+000,54.00000E-012,296.29630E+009,864.00000E-012,52.18700E-003,1728,16.00000E+000,-3.20000E-006,-819.00000E-012,3.90720E+003,2.62080E-015,52.18700E-003,1600,0.00000E+000
1,1,10,18.00000E+000,903.00000E-012,19.93355E+009,16.25400E-009,56.15300E-003,1728,18.00000E+000,0.00000E+000,402.00000E-012,0.00000E+000,0.00000E+000,56.15300E-003,1600,0.00000E+000
1,1,11,20.00000E+000,1.26900E-009,15.76044E+009,25.38000E-009,60.10700E-003,1728,20.00000E+000,2.50000E-006,782.00000E-012,3.19693E+003,1.95500E-015,60.10700E-003,1600,0.00000E+000
1,1,12,22.00000E+000,182.00000E-012,120.87912E+009,4.00400E-009,64.22200E-003,1792,22.00000E+000,700.00000E-009,-544.00000E-012,-1.28676E+003,-380.80000E-018,64.22200E-003,1600,0.00000E+000
1,1,13,24.00000E+000,-142.00000E-012,-169.01408E+009,-3.40800E-009,68.16600E-003,1792,24.00000E+000,-200.00000E-009,-1.30000E-009,153.84615E+000,260.00000E-018,68.16600E-003,1600,0.00000E+000
1,1,14,26.00000E+000,999.00000E-012,26.02603E+009,25.97400E-009,72.10300E-003,1792,26.00000E+000,800.00000E-009,213.00000E-012,3.75587E+003,170.40000E-018,72.10300E-003,1600,0.00000E+000
1,1,15,28.00000E+000,1.74900E-009,16.00915E+009,48.97200E-009,76.02100E-003,1792,28.00000E+000,-500.00000E-009,1.02200E-009,-489.23679E+000,-511.00000E-018,76.02100E-003,1600,0.00000E+000
1,1,16,30.00000E+000,658.00000E-012,45.59271E+009,19.74000E-009,79.96200E-003,1792,30.00000E+000,1.70000E-006,-557.00000E-012,-3.05206E+003,-946.90000E-018,79.96200E-003,1600,0.00000E+000
1,1,17,32.00000E+000,257.00000E-012,124.51362E+009,8.22400E-009,83.96400E-003,1792,32.00000E+000,-500.00000E-009,-1.62700E-009,307.31407E+000,813.50000E-018,83.96400E-003,1600,0.00000E+000
1,1,18,34.00000E+000,1.53600E-009,22.13542E+009,52.22400E-009,87.86600E-003,1792,34.00000E+000,-2.30000E-006,-602.00000E-012,3.82060E+003,1.38460E-015,87.86600E-003,1600,0.00000E+000
1,1,19,36.00000E+000,2.65700E-009,13.54912E+009,95.65200E-009,91.81600E-003,1792,36.00000E+000,-3.20000E-006,-242.00000E-012,13.22314E+003,774.40000E-018,91.81600E-003,1600,0.00000E+000
1,1,20,38.00000E+000,2.67500E-009,14.20561E+009,101.65000E-009,95.76000E-003,1792,38.00000E+000,1.30000E-006,-2.12500E-009,-611.76471E+000,-2.76250E-015,95.76000E-003,1600,0.00000E+000
1,1,21,40.00000E+000,3.50600E-009,11.40901E+009,140.24000E-009,99.70000E-003,1792,40.00000E+000,2.10000E-006,-4.07300E-009,-515.59047E+000,-8.55330E-015,99.70000E-003,1600,0.00000E+000
1,1,22,42.00000E+000,5.95700E-009,7.05053E+009,250.19400E-009,103.63100E-003,1792,42.00000E+000,-400.00000E-009,-5.15000E-009,77.66990E+000,2.06000E-015,103.63100E-003,1600,0.00000E+000
1,1,23,44.00000E+000,8.80000E-009,5.00000E+009,387.20000E-009,107.57100E-003,1792,44.00000E+000,-2.30000E-006,-6.71300E-009,342.61880E+000,15.43990E-015,107.57100E-003,1600,0.00000E+000
1,1,24,46.00000E+000,11.47000E-009,4.01046E+009,527.62000E-009,111.57900E-003,1792,46.00000E+000,-1.90000E-006,-8.23000E-009,230.86270E+000,15.63700E-015,111.57900E-003,1600,0.00000E+000
