Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-60.00000E+000,-8.69800E-009,6.89814E+009,521.88000E-009,16.64400E-003,1792,-60.00000E+000,20.00000E+000,1.87600E-009,10.66098E+009,37.52000E-009,16.64400E-003,1728,20.00000E+000
1,1,2,-60.00000E+000,-6.83400E-009,8.77963E+009,410.04000E-009,29.98500E-003,1792,-60.00000E+000,18.00000E+000,2.07600E-009,8.67052E+009,37.36800E-009,29.98500E-003,1728,18.00000E+000
1,1,3,-60.00000E+000,-6.48800E-009,9.24784E+009,389.28000E-009,41.79900E-003,1792,-60.00000E+000,16.00000E+000,643.00000E-012,24.88336E+009,10.28800E-009,41.79900E-003,1728,16.00000E+000
1,1,4,-60.00000E+000,-5.80400E-009,10.33770E+009,348.24000E-009,53.87600E-003,1792,-60.00000E+000,14.00000E+000,-238.00000E-012,-58.82353E+009,-3.33200E-009,53.87600E-003,1728,14.00000E+000
1,1,5,-60.00000E+000,-4.53700E-009,13.22460E+009,272.22000E-009,67.75000E-003,1792,-60.00000E+000,12.00000E+000,-55.00000E-012,-218.18182E+009,-660.00000E-012,67.75000E-003,1728,12.00000E+000
1,1,6,-60.00000E+000,-2.68900E-009,22.31313E+009,161.34000E-009,80.65200E-003,1792,-60.00000E+000,10.00000E+000,1.05800E-009,9.45180E+009,10.58000E-009,80.65200E-003,1728,10.00000E+000
1,1,7,-60.00000E+000,-2.70300E-009,22.19756E+009,162.18000E-009,92.50000E-003,1792,-60.00000E+000,8.00000E+000,-242.00000E-012,-33.05785E+009,-1.93600E-009,92.50000E-003,1728,8.00000E+000
1,1,8,-60.00000E+000,-2.93000E-009,20.47782E+009,175.80000E-009,105.52100E-003,1792,-60.00000E+000,6.00000E+000,-1.48400E-009,-4.04313E+009,-8.90400E-009,105.52100E-003,1728,6.00000E+000
1,1,9,-60.00000E+000,-1.64700E-009,36.42987E+009,98.82000E-009,117.94700E-003,1792,-60.00000E+000,4.00000E+000,-877.00000E-012,-4.56100E+009,-3.50800E-009,117.94700E-003,1728,4.00000E+000
1,1,10,-60.00000E+000,-1.57500E-009,38.09524E+009,94.50000E-009,122.18300E-003,1792,-60.00000E+000,2.00000E+000,-2.74400E-009,-728.86334E+006,-5.48800E-009,122.18300E-003,1664,2.00000E+000
1,1,11,-60.00000E+000,59.00000E-012,-1.01695E+012,-3.54000E-009,126.04700E-003,1792,-60.00000E+000,-3.40000E-006,-2.48700E-009,1.36711E+003,8.45580E-015,126.04700E-003,1600,0.00000E+000
1,1,12,-60.00000E+000,-549.00000E-012,109.28962E+009,32.94000E-009,137.96500E-003,1792,-60.00000E+000,-2.00000E+000,-2.16500E-009,923.78707E+006,4.33000E-009,137.96500E-003,1664,-2.00000E+000
1,1,13,-60.00000E+000,221.00000E-012,-271.49321E+009,-13.26000E-009,149.98600E-003,1792,-60.00000E+000,-4.00000E+000,-1.86500E-009,2.14477E+009,7.46000E-009,149.98600E-003,1728,-4.00000E+000
1,1,14,-60.00000E+000,464.00000E-012,-129.31034E+009,-27.84000E-009,162.41600E-003,1792,-60.00000E+000,-6.00000E+000,-2.54700E-009,2.35571E+009,15.28200E-009,162.41600E-003,1728,-6.00000E+000
1,1,15,-60.00000E+000,-2.33600E-009,25.68493E+009,140.16000E-009,174.56200E-003,1792,-60.00000E+000,-8.00000E+000,-4.08100E-009,1.96030E+009,32.64800E-009,174.56200E-003,1728,-8.00000E+000
1,1,16,-60.00000E+000,-6.87700E-009,8.72473E+009,412.62000E-009,186.39300E-003,1792,-60.00000E+000,-10.00000E+000,-5.76200E-009,1.73551E+009,57.62000E-009,186.39300E-003,1728,-10.00000E+000
1,1,17,-60.00000E+000,-12.22300E-009,4.90878E+009,733.38000E-009,199.99800E-003,1792,-60.00000E+000,-12.00000E+000,-8.06800E-009,1.48736E+009,96.81600E-009,199.99800E-003,1728,-12.00000E+000
1,1,18,-60.00000E+000,-20.80500E-009,2.88392E+009,1.24830E-006,213.23000E-003,1792,-60.00000E+000,-14.00000E+000,-12.37400E-009,1.13140E+009,173.23600E-009,213.23000E-003,1728,-14.00000E+000
1,1,19,-60.00000E+000,-33.99800E-009,1.76481E+009,2.03988E-006,225.05800E-003,1792,-60.00000E+000,-16.00000E+000,-20.68000E-009,773.69439E+006,330.88000E-009,225.05800E-003,1728,-16.00000E+000
1,1,20,-60.00000E+000,-55.97800E-009,1.07185E+009,3.35868E-006,228.74800E-003,1792,-60.00000E+000,-18.00000E+000,-34.24200E-009,525.67023E+006,616.35600E-009,228.74800E-003,1728,-18.00000E+000
1,1,21,-60.00000E+000,-72.09300E-009,832.25833E+006,4.32558E-006,240.91500E-003,1792,-60.00000E+000,-20.00000E+000,-28.41400E-009,703.87837E+006,568.28000E-009,240.91500E-003,1728,-20.00000E+000
1,1,22,-60.00000E+000,-94.68900E-009,633.65333E+006,5.68134E-006,253.91700E-003,1792,-60.00000E+000,-22.00000E+000,-19.04200E-009,1.15534E+009,418.92400E-009,253.91700E-003,1792,-22.00000E+000
1,1,23,-60.00000E+000,-122.89800E-009,488.20973E+006,7.37388E-006,266.38900E-003,1792,-60.00000E+000,-24.00000E+000,-13.22400E-009,1.81488E+009,317.37600E-009,266.38900E-003,1792,-24.00000E+000
1,1,24,-60.00000E+000,-151.43000E-009,396.22268E+006,9.08580E-006,278.45500E-003,1792,-60.00000E+000,-26.00000E+000,-10.92200E-009,2.38052E+009,283.97200E-009,278.45500E-003,1792,-26.00000E+000
1,1,25,-60.00000E+000,-182.49500E-009,328.77613E+006,10.94970E-006,290.48600E-003,1792,-60.00000E+000,-28.00000E+000,-10.76900E-009,2.60006E+009,301.53200E-009,290.48600E-003,1792,-28.00000E+000
1,1,26,-60.00000E+000,-215.45900E-009,278.47526E+006,12.92754E-006,302.53100E-003,1792,-60.00000E+000,-30.00000E+000,-10.17400E-009,2.94869E+009,305.22000E-009,302.53100E-003,1792,-30.00000E+000
1,1,27,-60.00000E+000,-250.84600E-009,239.19058E+006,15.05076E-006,316.47600E-003,1792,-60.00000E+000,-32.00000E+000,-7.94900E-009,4.02566E+009,254.36800E-009,316.47600E-003,1792,-32.00000E+000
1,1,28,-60.00000E+000,-290.14400E-009,206.79387E+006,17.40864E-006,328.58200E-003,1792,-60.00000E+000,-34.00000E+000,-8.14700E-009,4.17332E+009,276.99800E-009,328.58200E-003,1792,-34.00000E+000
1,1,29,-60.00000E+000,-326.72900E-009,183.63843E+006,19.60374E-006,343.71500E-003,1792,-60.00000E+000,-36.00000E+000,-6.17400E-009,5.83090E+009,222.26400E-009,343.71500E-003,1792,-36.00000E+000
1,1,30,-60.00000E+000,-373.45600E-009,160.66150E+006,22.40736E-006,356.20100E-003,1792,-60.00000E+000,-38.00000E+000,-8.65700E-009,4.38951E+009,328.96600E-009,356.20100E-003,1792,-38.00000E+000
1,1,31,-60.00000E+000,-417.74700E-009,143.62760E+006,25.06482E-006,368.26500E-003,1792,-60.00000E+000,-40.00000E+000,-7.87300E-009,5.08066E+009,314.92000E-009,368.26500E-003,1792,-40.00000E+000
1,1,32,-60.00000E+000,-462.13400E-009,129.83247E+006,27.72804E-006,381.99000E-003,1792,-60.00000E+000,-42.00000E+000,-5.64400E-009,7.44153E+009,237.04800E-009,381.99000E-003,1792,-42.00000E+000
1,1,33,-60.00000E+000,-511.14500E-009,117.38352E+006,30.66870E-006,394.90700E-003,1792,-60.00000E+000,-44.00000E+000,-6.41100E-009,6.86320E+009,282.08400E-009,394.90700E-003,1792,-44.00000E+000
1,1,34,-60.00000E+000,-568.68700E-009,105.50619E+006,34.12122E-006,407.07900E-003,1792,-60.00000E+000,-46.00000E+000,-7.94200E-009,5.79199E+009,365.33200E-009,407.07900E-003,1792,-46.00000E+000
1,1,35,-60.00000E+000,-619.04800E-009,96.92302E+006,37.14288E-006,420.59700E-003,1792,-60.00000E+000,-48.00000E+000,-7.37100E-009,6.51201E+009,353.80800E-009,420.59700E-003,1792,-48.00000E+000
1,1,36,-60.00000E+000,-666.06600E-009,90.08116E+006,39.96396E-006,435.20000E-003,1792,-60.00000E+000,-50.00000E+000,-6.94900E-009,7.19528E+009,347.45000E-009,435.20000E-003,1792,-50.00000E+000
1,1,37,-60.00000E+000,-720.36000E-009,83.29169E+006,43.22160E-006,447.27400E-003,1792,-60.00000E+000,-52.00000E+000,-7.34900E-009,7.07579E+009,382.14800E-009,447.27400E-003,1792,-52.00000E+000
1,1,38,-60.00000E+000,-766.10500E-009,78.31825E+006,45.96630E-006,461.48900E-003,1792,-60.00000E+000,-54.00000E+000,-7.93900E-009,6.80186E+009,428.70600E-009,461.48900E-003,1792,-54.00000E+000
1,1,39,-60.00000E+000,-812.03500E-009,73.88844E+006,48.72210E-006,475.63300E-003,1792,-60.00000E+000,-56.00000E+000,-9.03000E-009,6.20155E+009,505.68000E-009,475.63300E-003,1792,-56.00000E+000
1,1,40,-60.00000E+000,-864.31500E-009,69.41914E+006,51.85890E-006,487.66200E-003,1792,-60.00000E+000,-58.00000E+000,-12.49400E-009,4.64223E+009,724.65200E-009,487.66200E-003,1792,-58.00000E+000
1,1,41,-60.00000E+000,-914.59800E-009,65.60259E+006,54.87588E-006,502.07600E-003,1792,-60.00000E+000,-60.00000E+000,-11.75600E-009,5.10378E+009,705.36000E-009,502.07600E-003,1792,-60.00000E+000
1,1,42,-60.00000E+000,-959.63200E-009,62.52397E+006,57.57792E-006,515.45500E-003,1792,-60.00000E+000,-62.00000E+000,-11.06200E-009,5.60477E+009,685.84400E-009,515.45500E-003,1792,-62.00000E+000
1,1,43,-60.00000E+000,-1.00614E-006,59.63403E+006,60.36822E-006,527.59600E-003,1792,-60.00000E+000,-64.00000E+000,-11.59700E-009,5.51867E+009,742.20800E-009,527.59600E-003,1792,-64.00000E+000
1,1,44,-60.00000E+000,-1.02190E-006,58.71433E+006,61.31382E-006,551.66200E-003,1792,-60.00000E+000,-66.00000E+000,-7.56100E-009,8.72900E+009,499.02600E-009,551.66200E-003,1792,-66.00000E+000
1,1,45,-60.00000E+000,-1.03579E-006,57.92680E+006,62.14740E-006,574.72200E-003,2304,-60.00000E+000,-68.00000E+000,-6.26900E-009,10.84703E+009,426.29200E-009,574.72200E-003,1792,-68.00000E+000
1,1,46,-60.00000E+000,-1.07425E-006,55.85292E+006,64.45500E-006,590.99400E-003,2304,-60.00000E+000,-70.00000E+000,-7.48900E-009,9.34704E+009,524.23000E-009,590.99400E-003,1792,-70.00000E+000
1,1,47,-60.00000E+000,-1.11831E-006,53.65239E+006,67.09860E-006,604.45700E-003,2304,-60.00000E+000,-72.00000E+000,-9.36100E-009,7.69149E+009,673.99200E-009,604.45700E-003,1792,-72.00000E+000
1,1,48,-60.00000E+000,-1.18043E-006,50.82894E+006,70.82580E-006,609.32900E-003,2304,-60.00000E+000,-74.00000E+000,-25.39400E-009,2.91407E+009,1.87916E-006,609.32900E-003,1792,-74.00000E+000
1,1,49,-60.00000E+000,-1.20923E-006,49.61835E+006,72.55380E-006,625.24700E-003,2304,-60.00000E+000,-76.00000E+000,-9.24900E-009,8.21710E+009,702.92400E-009,625.24700E-003,1792,-76.00000E+000
1,1,50,-60.00000E+000,-1.23813E-006,48.46018E+006,74.28780E-006,638.73000E-003,2304,-60.00000E+000,-78.00000E+000,-10.81100E-009,7.21487E+009,843.25800E-009,638.73000E-003,1792,-78.00000E+000
1,1,51,-60.00000E+000,-1.29141E-006,46.46085E+006,77.48460E-006,643.61500E-003,2304,-60.00000E+000,-80.00000E+000,-26.71900E-009,2.99412E+009,2.13752E-006,643.61500E-003,1792,-80.00000E+000
1,1,52,-60.00000E+000,-1.31039E-006,45.78790E+006,78.62340E-006,657.21600E-003,2304,-60.00000E+000,-82.00000E+000,-12.59100E-009,6.51259E+009,1.03246E-006,657.21600E-003,1792,-82.00000E+000
1,1,53,-60.00000E+000,-1.32738E-006,45.20183E+006,79.64280E-006,673.22400E-003,2304,-60.00000E+000,-84.00000E+000,-9.89200E-009,8.49171E+009,830.92800E-009,673.22400E-003,1792,-84.00000E+000
1,1,54,-60.00000E+000,-1.34907E-006,44.47508E+006,80.94420E-006,687.96600E-003,2304,-60.00000E+000,-86.00000E+000,-8.66700E-009,9.92270E+009,745.36200E-009,687.96600E-003,1792,-86.00000E+000
1,1,55,-60.00000E+000,-1.39932E-006,42.87797E+006,83.95920E-006,692.84400E-003,2304,-60.00000E+000,-88.00000E+000,-26.57400E-009,3.31151E+009,2.33851E-006,692.84400E-003,1792,-88.00000E+000
1,1,56,-60.00000E+000,-1.41523E-006,42.39594E+006,84.91380E-006,706.43200E-003,2304,-60.00000E+000,-90.00000E+000,-11.09100E-009,8.11469E+009,998.19000E-009,706.43200E-003,1792,-90.00000E+000
1,1,57,-60.00000E+000,-1.41253E-006,42.47697E+006,84.75180E-006,723.74400E-003,2304,-60.00000E+000,-92.00000E+000,-5.18400E-009,17.74691E+009,476.92800E-009,723.74400E-003,1792,-92.00000E+000
1,1,58,-60.00000E+000,-1.43097E-006,41.92960E+006,85.85820E-006,737.42000E-003,2304,-60.00000E+000,-94.00000E+000,-5.61000E-009,16.75579E+009,527.34000E-009,737.42000E-003,1792,-94.00000E+000
1,1,59,-60.00000E+000,-1.44668E-006,41.47427E+006,86.80080E-006,750.94800E-003,2304,-60.00000E+000,-96.00000E+000,-4.95500E-009,19.37437E+009,475.68000E-009,750.94800E-003,1792,-96.00000E+000
1,1,60,-60.00000E+000,-1.45077E-006,41.35735E+006,87.04620E-006,766.64100E-003,2304,-60.00000E+000,-98.00000E+000,-3.15500E-009,31.06181E+009,309.19000E-009,766.64100E-003,1792,-98.00000E+000
1,1,61,-60.00000E+000,-1.46347E-006,40.99845E+006,87.80820E-006,780.24500E-003,2304,-60.00000E+000,-100.00000E+000,-3.19400E-009,31.30870E+009,319.40000E-009,780.24500E-003,1792,-100.00000E+000
1,2,1,-64.00000E+000,-12.94900E-009,4.94247E+009,828.73600E-009,913.23000E-003,1792,-64.00000E+000,20.00000E+000,8.63800E-009,2.31535E+009,172.76000E-009,913.23000E-003,1728,20.00000E+000
1,2,2,-64.00000E+000,-11.56200E-009,5.53537E+009,739.96800E-009,928.52600E-003,1792,-64.00000E+000,18.00000E+000,6.25300E-009,2.87862E+009,112.55400E-009,928.52600E-003,1728,18.00000E+000
