,V_Drain,I_Drain,V_Gate,I_Gate
0,-8e-07,-3.7e-11,0.0,-5.7e-11
1,2.0,8.5e-10,-4e-07,8.12e-10
2,4.0,1.14e-10,-4e-07,-2.36e-10
3,6.0,-2.6e-10,7e-07,-8.06e-10
4,8.0,3.81e-10,5e-07,-6.8e-11
5,10.0,8.81e-10,-1.9e-06,5.56e-10
6,12.0,4.74e-10,1.6e-06,-5.3e-11
7,14.0,7.1e-11,-4e-07,-6.52e-10
8,16.0,4.08e-10,-1.7e-06,-2.46e-10
9,18.0,9.37e-10,-9e-07,4.43e-10
10,20.0,6.08e-10,3e-06,-3.9e-11
11,22.0,1.17e-10,-5e-07,-7e-10
12,24.0,6.14e-10,1.7e-06,-1.18e-10
13,26.0,1.084e-09,-1.2e-06,4.06e-10
14,28.0,7.64e-10,9e-07,-9.3e-11
15,30.0,4.88e-10,-1.5e-06,-8.26e-10
16,32.0,7.43e-10,-2.6e-06,-7.52e-10
17,34.0,1.7119999999999999e-09,1.3e-06,-1.73e-10
18,36.0,2.11e-09,3.5e-06,-5.64e-10
19,38.0,1.9e-09,1e-07,-2.2350000000000002e-09
20,40.0,2.964e-09,-1.8e-06,-2.9089999999999998e-09
21,42.0,4.566e-09,3e-07,-2.056e-09
22,44.0,6.109e-09,-2e-06,-1.3170000000000001e-09
23,46.0,7.493999999999999e-09,-8e-07,-1.9769999999999997e-09
24,48.0,1.0849e-08,-8e-07,-2.3630000000000002e-09
25,50.0,1.5784e-08,-1.6e-06,-1.407e-09
26,52.0,2.0914e-08,-1.2e-06,-1.543e-09
27,54.0,2.5811000000000002e-08,-1.1e-06,-3.443e-09
28,56.0,3.3593999999999996e-08,-3e-06,-4.736e-09
29,58.0,4.423e-08,-3.5e-06,-4.039e-09
30,60.0,5.3565e-08,-2.5e-06,-3.5470000000000003e-09
31,62.0,6.3726e-08,-6e-06,-5.557e-09
32,64.0,7.5923e-08,7e-07,-6.58e-09
33,66.0,8.9688e-08,-1.4e-06,-4.8359999999999994e-09
34,68.0,1.04109e-07,-6.5e-06,-3.842e-09
35,70.0,1.18915e-07,-2.9e-06,-4.595e-09
36,72.0,1.3808299999999998e-07,-5.2e-06,-5.161e-09
37,74.0,1.6082e-07,-3.4e-06,-3.2300000000000002e-09
38,76.0,1.41199e-07,2.7e-06,-1.065e-09
39,78.0,1.41874e-07,0.0,-4.07e-10
40,80.0,1.7936800000000002e-07,-1.7e-06,-3.313e-09
41,82.0,1.6633299999999998e-07,-7e-07,-7.31e-10
42,84.0,2.1002e-07,-1.3e-06,-2.5929999999999996e-09
43,86.0,2.0979199999999998e-07,-1e-07,-7.01e-10
44,88.0,2.08249e-07,2.9e-06,-2.55e-10
45,90.0,2.27475e-07,4.8e-06,4.86e-10
46,92.0,2.43839e-07,-1e-06,-1e-12
47,94.0,2.62531e-07,1.9e-06,-2.5e-10
48,96.0,2.82156e-07,-6e-07,-1.8459999999999998e-09
49,98.0,3.10087e-07,3.7e-06,-1.9259999999999998e-09
50,100.0,3.27036e-07,3.6e-06,-1.668e-09
51,6e-07,-9.07e-10,10.0,2.8599999999999996e-09
52,2.0,-1.26e-09,10.0,3.3e-10
53,4.0,-1.014e-09,10.0,-2.63e-10
54,6.0,2.11e-10,10.0,7.72e-10
55,8.0,7.97e-10,10.0,1.253e-09
56,10.0,-2.44e-10,10.0,-3.21e-10
57,12.0,-6.87e-10,10.0,-9.92e-10
58,14.0,4.56e-10,10.0,4.66e-10
59,16.0,1.177e-09,10.0,1.3209999999999999e-09
60,18.0,-4.5e-11,10.0,-3.91e-10
61,20.0,-4.7e-10,10.0,-1.0249999999999999e-09
62,22.0,7.15e-10,10.0,4.99e-10
63,24.0,1.175e-09,10.0,1.153e-09
64,26.0,8.6e-11,10.0,-3.98e-10
65,28.0,-3.63e-10,10.0,-1.097e-09
66,30.0,7.45e-10,10.0,3.24e-10
67,32.0,1.449e-09,10.0,1.286e-09
68,34.0,3.24e-10,10.0,-3e-10
69,36.0,-3.27e-10,10.0,-1.11e-09
70,38.0,8.32e-10,10.0,4.05e-10
71,40.0,1.59e-09,10.0,1.2470000000000001e-09
72,42.0,3.91e-10,10.0,-3.75e-10
73,44.0,-1.32e-10,10.0,-1.113e-09
74,46.0,9.18e-10,10.0,1.42e-10
75,48.0,1.644e-09,10.0,1.006e-09
76,50.0,7.65e-10,10.0,-3.11e-10
77,52.0,3.62e-10,10.0,-1.172e-09
78,54.0,1.3900000000000002e-09,10.0,-2.78e-10
79,56.0,2.422e-09,10.0,3.95e-10
80,58.0,1.79e-09,10.0,-1.671e-09
81,60.0,2.074e-09,10.0,-3.17e-09
82,62.0,4.206e-09,10.0,-2.6610000000000002e-09
83,64.0,6.372999999999999e-09,10.0,-1.9670000000000003e-09
84,66.0,7.323e-09,10.0,-3.1640000000000002e-09
85,68.0,9.491e-09,10.0,-3.298e-09
86,70.0,1.397e-08,10.0,-2.229e-09
87,72.0,1.9526e-08,10.0,-2.104e-09
88,74.0,2.5053e-08,10.0,-3.463e-09
89,76.0,3.1539999999999997e-08,10.0,-4.589e-09
90,78.0,4.2554e-08,10.0,-4.284e-09
91,80.0,5.4305e-08,10.0,-3.4120000000000002e-09
92,82.0,6.5177e-08,10.0,-4.328e-09
93,84.0,7.7006e-08,10.0,-3.831e-09
94,86.0,9.4141e-08,10.0,-3.105e-09
95,88.0,1.14719e-07,10.0,-2.813e-09
96,90.0,1.35027e-07,10.0,-3.614e-09
97,92.0,1.5898400000000002e-07,10.0,-4.346e-09
98,94.0,1.86084e-07,10.0,-4.118e-09
99,96.0,2.14065e-07,10.0,-2.8299999999999995e-09
100,98.0,1.92398e-07,10.0,1.66e-10
101,100.0,2.34997e-07,10.0,-1.1079999999999999e-09
102,-2e-07,-2.47e-09,20.0,4.479e-09
103,2.0,-2.2819999999999998e-09,19.99999,1.386e-09
104,4.0,-1.403e-09,20.0,8.26e-10
105,6.0,-1.46e-10,20.0,1.295e-09
106,8.0,2.74e-10,20.0,1.078e-09
107,10.0,-4.39e-10,20.0,-2.4e-10
108,12.0,-5.2e-10,19.99999,-6.31e-10
109,14.0,5.2e-10,20.0,6.22e-10
110,16.0,1.1350000000000001e-09,20.0,1.243e-09
111,18.0,9.9e-11,20.0,-5.33e-10
112,20.0,-2.12e-10,20.0,-1.168e-09
113,22.0,9.96e-10,20.0,3.96e-10
114,24.0,7.58e-10,20.0,1.98e-10
115,26.0,1.84e-10,20.0,-6.24e-10
116,28.0,3.01e-10,20.0,-5.04e-10
117,30.0,9.82e-10,20.0,5.03e-10
118,32.0,1.153e-09,20.0,7.16e-10
119,34.0,2.82e-10,20.0,-5.37e-10
120,36.0,2.56e-10,20.0,-4.35e-10
121,38.0,1.06e-09,20.0,5.39e-10
122,40.0,1.1060000000000001e-09,20.0,5.58e-10
123,42.0,2.65e-10,20.0,-5.7e-10
124,44.0,3.71e-10,19.99999,-5.15e-10
125,46.0,1.113e-09,20.0,4.88e-10
126,48.0,1.3070000000000001e-09,20.0,7.02e-10
127,50.0,4.61e-10,20.0,-6.02e-10
128,52.0,1.82e-10,20.0,-1.065e-09
129,54.0,1.2470000000000001e-09,20.0,2.44e-10
130,56.0,1.704e-09,20.0,5.84e-10
131,58.0,7.75e-10,20.0,-9.45e-10
132,60.0,1.13e-09,20.0,-9.39e-10
133,62.0,2.221e-09,20.0,-4.74e-10
134,64.0,3.054e-09,20.0,-1.143e-09
135,66.0,3.0430000000000003e-09,20.0,-3.1130000000000003e-09
136,68.0,4.284e-09,19.99999,-4.487999999999999e-09
137,70.0,7.272999999999999e-09,19.99999,-4.015e-09
138,72.0,1.0343e-08,19.99999,-3.4100000000000004e-09
139,74.0,1.2757000000000001e-08,20.0,-3.93e-09
140,76.0,1.6957e-08,20.0,-4.184e-09
141,78.0,2.2703e-08,19.99999,-2.626e-09
