,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,60.0,3.0640999999999996e-08,-20.0,-6.98e-10,3.0640999999999996e-08,0.00017504570831642803,,
1,60.0,1.5307e-08,-18.0,-9.33e-10,1.5307e-08,0.00012372146135574053,,
2,60.0,7.098e-09,-16.0,-4.3e-11,7.098e-09,8.424962907930219e-05,,
3,60.0,3.239e-09,-14.0,1.9179999999999998e-09,3.239e-09,5.6912213100528787e-05,,
4,60.0,-1.95e-09,-11.999889999999999,1.5299999999999999e-09,1.95e-09,4.4158804331639236e-05,,
5,60.0,-3.64e-10,-10.0,2.536e-09,3.64e-10,1.9078784028338914e-05,,
6,60.0,-7.9e-10,-8.0,1.6470000000000002e-09,7.9e-10,2.810693864511039e-05,,
7,60.0,-1.617e-09,-6.0,2.22e-10,1.617e-09,4.02119385257662e-05,,
8,60.0,-7.91e-10,-4.0,1.026e-09,7.91e-10,2.8124722220850467e-05,,
9,60.0,-1.436e-09,-2.0,5.58e-10,1.436e-09,3.7894590642992835e-05,,
10,60.0,-3.53e-10,-1.5e-06,2.008e-09,3.53e-10,1.8788294228055938e-05,,
11,60.0,3.63e-10,2.0,3.418e-09,3.63e-10,1.905255888325765e-05,,
12,60.0,-2.17e-10,4.0,1.923e-09,2.17e-10,1.4730919862656235e-05,,
13,60.0,-1.239e-09,6.0,6.6e-10,1.239e-09,3.519943181359608e-05,,
14,60.0,-7.71e-10,8.0,1.59e-09,7.71e-10,2.776688675382964e-05,,
15,60.0,3.65e-10,10.0,4.149e-09,3.65e-10,1.91049731745428e-05,,
16,60.0,-6.2e-11,12.0,4.849e-09,6.2e-11,7.874007874011811e-06,,
17,60.0,-1.137e-09,14.0,4.56e-09,1.137e-09,3.371943060017473e-05,,
18,60.0,-3.93e-10,16.0,6.22e-09,3.93e-10,1.9824227601599008e-05,,
19,60.0,4.99e-10,18.0,7.94e-09,4.99e-10,2.233830790368868e-05,,
20,60.0,2.09e-10,20.0,7.335e-09,2.09e-10,1.445683229480096e-05,,
21,60.0,-6.27e-10,22.0,6.235000000000001e-09,6.27e-10,2.5039968051097828e-05,,
22,60.0,-5.5e-11,24.0,6.040999999999999e-09,5.5e-11,7.416198487095663e-06,,
23,60.0,1.08e-09,26.0,6.394e-09,1.08e-09,3.286335345030997e-05,,
24,60.0,1.52e-09,28.0,6.4790000000000005e-09,1.52e-09,3.8987177379235857e-05,,
25,60.0,1.1310000000000001e-09,30.0,5.504e-09,1.1310000000000001e-09,3.363034344160048e-05,,
26,60.0,8.24e-10,32.0,4.38e-09,8.24e-10,2.870540018881465e-05,,
27,60.0,1.579e-09,34.0,5.242e-09,1.579e-09,3.973663297261105e-05,,
28,60.0,2.7e-09,36.0,6.29e-09,2.7e-09,5.1961524227066324e-05,,
29,60.0,2.351e-09,38.0,5.526e-09,2.351e-09,4.8487111689602627e-05,,
30,60.0,1.386e-09,40.0,4.061e-09,1.386e-09,3.7229020937972566e-05,,
31,60.0,2.0269999999999997e-09,42.0,4.516e-09,2.0269999999999997e-09,4.5022216737961715e-05,,
32,60.0,2.606e-09,44.0,5.1139999999999995e-09,2.606e-09,5.1048996072400874e-05,,
33,60.0,3.057e-09,46.0,5.655e-09,3.057e-09,5.529014378711634e-05,,
34,60.0,2.7389999999999997e-09,48.0,5.3e-09,2.7389999999999997e-09,5.2335456432518096e-05,,
35,60.0,2.6440000000000004e-09,50.0,9.16e-09,2.6440000000000004e-09,5.1419840528729764e-05,,
36,60.0,2.762e-09,52.0,6.268e-09,2.762e-09,5.2554733373883654e-05,,
37,60.0,1.975e-09,54.0,4.752e-09,1.975e-09,4.444097208657794e-05,,
38,60.0,2.55e-09,56.0,5.717e-09,2.55e-09,5.049752469181039e-05,,
39,60.0,2.8299999999999995e-09,58.0,5.7609999999999994e-09,2.8299999999999995e-09,5.319774431308154e-05,,
40,60.0,3.694e-09,60.0,6.94e-09,3.694e-09,6.077828559609098e-05,,
41,60.0,3.014e-09,62.0,6.172e-09,3.014e-09,5.489990892524322e-05,,
42,60.0,2.3050000000000002e-09,64.0,5.0709999999999995e-09,2.3050000000000002e-09,4.8010415536631216e-05,,
43,60.0,2.448e-09,66.0,5.697e-09,2.448e-09,4.947726750741193e-05,,
44,60.0,1.331e-09,68.0,8.348e-09,1.331e-09,3.64828726939094e-05,,
45,60.0,2.403e-09,70.0,6.393e-09,2.403e-09,4.902040391510458e-05,,
46,60.0,2.5430000000000004e-09,72.0,6.223999999999999e-09,2.5430000000000004e-09,5.042816673249187e-05,,
47,60.0,3.732e-09,74.0,7.977e-09,3.732e-09,6.109009739720506e-05,,
48,60.0,3.1330000000000002e-09,76.0,7.140999999999999e-09,3.1330000000000002e-09,5.597320787662612e-05,,
49,60.0,2.477e-09,78.0,6.518000000000001e-09,2.477e-09,4.976946855251722e-05,,
50,60.0,2.078e-09,80.0,6.272e-09,2.078e-09,4.558508528016592e-05,,
51,60.0,2.873e-09,82.0,7.644e-09,2.873e-09,5.360037313302959e-05,,
52,60.0,3.0099999999999997e-09,84.0,7.746e-09,3.0099999999999997e-09,5.486346689738081e-05,,
53,60.0,8.01e-10,86.0,1.0235e-08,8.01e-10,2.8301943396169813e-05,,
54,60.0,2.718e-09,88.0,8.541e-09,2.718e-09,5.21344415909483e-05,,
55,60.0,1.84e-09,90.0,7.581e-09,1.84e-09,4.289522117905444e-05,,
56,60.0,1.119e-09,92.0,6.221999999999999e-09,1.119e-09,3.3451457367355464e-05,,
57,60.0,7.66e-10,94.0,1.0552999999999999e-08,7.66e-10,2.7676705006196096e-05,,
58,60.0,4.83e-10,96.0,6.826e-09,4.83e-10,2.197726097583591e-05,,
59,60.0,7.71e-10,98.0,6.7490000000000006e-09,7.71e-10,2.776688675382964e-05,,
60,60.0,9.5e-10,100.0,7.391999999999999e-09,9.5e-10,3.0822070014844885e-05,,
61,64.0,1.7714400000000001e-07,-20.0,-2.665e-09,1.7714400000000001e-07,0.0004208847823335978,,
62,64.0,1.19749e-07,-18.0,-3.08e-10,1.19749e-07,0.00034604768457540644,,
63,64.0,7.8551e-08,-16.0,9.28e-10,7.8551e-08,0.000280269513147613,,
64,64.0,4.9151999999999996e-08,-14.0,6.24e-10,4.9151999999999996e-08,0.00022170250336881627,,
65,64.0,2.644e-08,-12.0,-3.61e-10,2.644e-08,0.00016260381299342276,,
66,64.0,1.2501e-08,-10.0,7.29e-10,1.2501e-08,0.00011180787092150535,,
67,64.0,1.4580000000000001e-09,-8.0,3.538e-09,1.4580000000000001e-09,3.818376618407357e-05,,
68,64.0,3.92e-10,-6.0,1.442e-09,3.92e-10,1.979898987322333e-05,,
69,64.0,1.29e-10,-4.0,2.574e-09,1.29e-10,1.1357816691600547e-05,,
70,64.0,-2.598e-09,-2.0,3.9900000000000005e-09,2.598e-09,5.0970579749498634e-05,,
71,64.0,-3.3079999999999997e-09,7e-06,3.709e-09,3.3079999999999997e-09,5.751521537819362e-05,,
72,64.0,-2.741e-09,1.9999900000000002,3.88e-09,2.741e-09,5.23545604508337e-05,,
73,64.0,-1.936e-09,4.0,4.76e-10,1.936e-09,4.4e-05,,
74,64.0,-1.119e-09,6.0,7.13e-10,1.119e-09,3.3451457367355464e-05,,
75,64.0,3.2e-10,8.0,2.238e-09,3.2e-10,1.7888543819998316e-05,,
76,64.0,-1.87e-10,10.0,1.245e-09,1.87e-10,1.3674794331177343e-05,,
77,64.0,-6.67e-10,12.0,3.81e-10,6.67e-10,2.5826343140289915e-05,,
78,64.0,-7.9e-10,14.0,1.99e-10,7.9e-10,2.810693864511039e-05,,
79,64.0,1.16e-10,16.0,1.273e-09,1.16e-10,1.0770329614269008e-05,,
80,64.0,5.98e-10,18.0,1.792e-09,5.98e-10,2.445403852127497e-05,,
81,64.0,-1.83e-10,19.99999,7.66e-10,1.83e-10,1.3527749258468682e-05,,
82,64.0,-6.41e-10,22.0,2.1e-10,6.41e-10,2.5317977802344323e-05,,
83,64.0,-5.08e-10,24.0,2.73e-10,5.08e-10,2.253885533916929e-05,,
84,64.0,6.84e-10,26.0,1.988e-09,6.84e-10,2.6153393661244043e-05,,
85,64.0,-6.4e-11,28.0,9.22e-10,6.4e-11,8e-06,,
86,64.0,-8.74e-10,30.0,-2.7e-11,8.74e-10,2.9563490998188967e-05,,
87,64.0,-5.77e-10,32.0,5.86e-10,5.77e-10,2.4020824298928628e-05,,
88,64.0,-1.041e-09,34.0,1.196e-09,1.041e-09,3.226453160980336e-05,,
89,64.0,7.2e-11,36.0,3.843e-09,7.2e-11,8.48528137423857e-06,,
90,64.0,-1.003e-09,38.0,1.6300000000000002e-09,1.003e-09,3.167017524422623e-05,,
91,64.0,-6.24e-10,40.0,2.028e-09,6.24e-10,2.4979991993593595e-05,,
92,64.0,-1.41e-10,42.0,3.24e-09,1.41e-10,1.1874342087037918e-05,,
93,64.0,3.16e-10,44.0,4.182e-09,3.16e-10,1.7776388834631177e-05,,
94,64.0,7.7e-10,46.0,3.718e-09,7.7e-10,2.7748873851023215e-05,,
95,64.0,1.168e-09,48.0,6.625e-09,1.168e-09,3.417601498127012e-05,,
96,64.0,2.041e-09,50.0,4.174e-09,2.041e-09,4.517742799230607e-05,,
97,64.0,1.618e-09,52.0,3.009e-09,1.618e-09,4.0224370722237535e-05,,
98,64.0,1.5840000000000001e-09,54.0,2.7960000000000003e-09,1.5840000000000001e-09,3.97994974842648e-05,,
99,64.0,2.315e-09,56.0,3.785e-09,2.315e-09,4.811444689487763e-05,,
100,64.0,2.829e-09,58.0,4.414e-09,2.829e-09,5.31883445878888e-05,,
101,64.0,2.632e-09,60.0,4.075e-09,2.632e-09,5.130302135352264e-05,,
102,64.0,1.887e-09,62.0,3.2429999999999997e-09,1.887e-09,4.343961325794695e-05,,
103,64.0,2.5790000000000003e-09,64.0,4.23e-09,2.5790000000000003e-09,5.078385570237849e-05,,
104,64.0,3.018e-09,66.0,4.661e-09,3.018e-09,5.493632677928149e-05,,
105,64.0,3.165e-09,68.0,5.134999999999999e-09,3.165e-09,5.6258332716140814e-05,,
