,V_Drain,I_Drain,V_Gate,I_Gate
0,-1.3e-06,-4.87e-10,0.0,0.0
1,-2.0,-5.29e-10,-4.53e-10,-220.75055
2,-4.0,4.9e-11,4.18e-10,-4784.69
3,-6.0,-1.6e-10,2.23e-10,9417.04
4,-8.0,-8.64e-10,-6.48e-10,-2469.14
5,-10.0,-8.92e-10,-6.27e-10,3668.26
6,-12.0,-1.62e-10,4.14e-10,-5072.46
7,-14.000010000000001,3.4e-11,7.06e-10,2691.22
8,-16.0,-1.026e-09,-6.53e-10,3215.93
9,-18.0,-1.292e-09,-9.59e-10,2711.16
10,-20.0,-3.23e-10,3.94e-10,2284.26
11,-22.0,-3.24e-10,5.14e-10,583.65759
12,-24.0,-1.172e-09,-6.38e-10,-1253.92
13,-26.0,-1.3320000000000002e-09,-7.08e-10,4802.26
14,-28.0,-5.01e-10,5.19e-10,-4624.28
15,-30.0,-3.7e-10,9.03e-10,553.7098599999999
16,-32.0,-1.565e-09,-3.44e-10,3779.07
17,-34.0,-2.075e-09,-7.14e-10,4761.9
18,-36.0,-1.216e-09,9.17e-10,1417.67
19,-38.0,-8.72e-10,1.962e-09,0.0
20,-40.0,-2.355e-09,4.57e-10,-2844.64
21,-42.0,-2.994e-09,4.28e-10,934.5794400000001
22,-44.0,-2.341e-09,2.162e-09,-462.53469
23,-46.0,-2.6300000000000002e-09,3.04e-09,164.47368
24,-48.0,-4.184e-09,2.181e-09,458.50527
25,-50.0,-5.2029999999999995e-09,2.132e-09,-187.61726000000002
26,-52.0,-4.733e-09,4.2380000000000005e-09,-165.17225
27,-54.0,-4.678e-09,5.809e-09,413.15201
28,-56.0,-6.575e-09,4.748e-09,-21.0615
29,-58.0,-7.714e-09,4.517e-09,44.27718
30,-60.0,-7.0640000000000004e-09,6.437000000000001e-09,31.07037
31,-62.0,-7.027e-09,7.542e-09,318.21797999999995
32,-64.0,-8.967e-09,6.519e-09,260.77619
33,-66.0,-1.0167999999999999e-08,5.8750000000000005e-09,425.53191
34,-68.0,-9.717e-09,7.177e-09,55.73359
35,-70.0,-9.679e-09,8.176e-09,342.46575
36,-72.0,-1.1325e-08,6.614e-09,377.98609
37,-74.0,-1.2495e-08,6.058e-09,346.64906
38,-76.0,-1.231e-08,7.362e-09,13.58327
39,-78.0,-1.2192000000000001e-08,8.53e-09,293.08324
40,-80.0,-1.3740000000000001e-08,7.542e-09,503.84513
41,-82.0,-1.4992e-08,7.117e-09,323.16987
42,-84.0,-1.4885999999999998e-08,8.417e-09,201.9722
43,-86.0,-1.484e-08,9.401000000000001e-09,53.18583
44,-88.0,-1.6074e-08,8.418e-09,451.41364000000004
45,-90.0,-1.7279e-08,7.925e-09,757.09779
46,-92.0,-1.7183e-08,9.169000000000001e-09,381.72102
47,-94.0,-1.7399e-08,1.0263e-08,-107.18113999999998
48,-96.0,-1.8608e-08,9.426e-09,244.00593999999998
49,-98.0,-1.9454e-08,9e-09,311.11111
50,-100.0,-1.9482e-08,9.649e-09,300.54927999999995
51,-1.4e-06,2.462e-09,-1.416e-09,7062150000.0
52,-2.0,9.4e-11,-9.98e-10,10020040000.0
53,-4.0,-9.16e-10,-1.5970000000000002e-09,6261740000.0
54,-6.0,3.1e-11,-8e-11,125000000000.0
55,-8.0,3.22e-10,1.208e-09,-8278150000.0
56,-10.0,-1.165e-09,2e-12,-5000000000000.0
57,-12.0,-1.982e-09,-4.15e-10,24096390000.0
58,-14.000010000000001,-1.658e-09,1.1020000000000001e-09,-9074410000.0
59,-16.0,-1.55e-09,2.556e-09,-3912360000.0
60,-18.0,-2.443e-09,1.432e-09,-6983240000.0
61,-20.0,-2.434e-09,1.92e-10,-52083330000.0
62,-22.0,-1.346e-09,6.69e-10,-14947680000.0
63,-24.0,-3.92e-10,1.3300000000000002e-09,-7518800000.0
64,-26.0,-1.1640000000000001e-09,6.9e-11,-144927540000.0
65,-28.0,-1.627e-09,-6.62e-10,15105740000.0
66,-30.0,-9.34e-10,1.09e-10,-91743120000.0
67,-32.0,-4.46e-10,7.14e-10,-14005600000.0
68,-34.0,-9.65e-10,7e-12,-1428570000000.0
69,-36.0,-1.357e-09,-5.76e-10,17361110000.0
70,-38.0,-1.092e-09,-1.72e-10,58139530000.0
71,-40.0,-4.73e-10,5.78e-10,-17301040000.0
72,-42.0,-1.013e-09,-1.88e-10,53191490000.0
73,-44.0,-1.617e-09,-1.0340000000000002e-09,9671180000.0
74,-46.0,-9.22e-10,1.2e-11,-833333330000.0
75,-48.0,-2.88e-10,8.49e-10,-11778560000.0
76,-50.0,-1.085e-09,-1.31e-10,76335880000.0
77,-52.0,-1.5840000000000001e-09,-6.42e-10,15576320000.0
78,-54.0,-1.152e-09,-1e-11,1000000000000.0
79,-56.0,-8.5e-10,6.15e-10,-16260160000.0
80,-58.0,-1.2939999999999999e-09,2.58e-10,-38759690000.0
81,-60.0,-1.855e-09,-2.46e-10,40650410000.0
82,-62.0,-1.744e-09,5.14e-10,-19455250000.0
83,-64.0,-1.641e-09,1.486e-09,-6729480000.0
84,-66.0,-2.498e-09,1.323e-09,-7558580000.0
85,-68.0,-3.417e-09,1.182e-09,-8460240000.0
86,-70.0,-3.619e-09,2.08e-09,-4807690000.0
87,-72.0,-3.7869999999999994e-09,3.407e-09,-2935130000.0
88,-74.0,-4.579e-09,3.973e-09,-2516990000.0
89,-76.0,-6.054000000000001e-09,3.716e-09,-2691070000.0
90,-78.0,-6.787e-09,4.412e-09,-2266550000.0
91,-80.0,-6.849e-09,6.392e-09,-1564460000.0
92,-82.0,-7.493e-09,7.516000000000001e-09,-1330490000.0
93,-84.0,-9.41e-09,6.731e-09,-1485660000.0
94,-86.0,-1.0403e-08,6.576e-09,-1520680000.0
95,-88.0,-1.0283e-08,7.547e-09,-1325030000.0
96,-90.0,-1.0719000000000002e-08,7.509e-09,-1331740000.0
97,-92.0,-1.2496e-08,6.514e-09,-1535160000.0
98,-94.0,-1.3476999999999999e-08,6.53e-09,-1531390000.0
99,-96.0,-1.3517e-08,8.232e-09,-1214770000.0
100,-98.0,-1.3960999999999998e-08,9.108000000000001e-09,-1097940000.0
101,-100.0,-1.5833e-08,7.886e-09,-1268070000.0
102,8e-07,1.241e-09,-2.0300000000000002e-09,9852220000.0
103,-2.0,-6.79e-10,-1.794e-09,11148270000.0
104,-4.0,2.36e-10,-1.61e-10,124223600000.0
105,-6.0,7.7e-10,7.03e-10,-28449500000.0
106,-8.0,-7.1e-10,-7.67e-10,26075620000.0
107,-10.0,-2.4179999999999997e-09,-3.47e-10,57636890000.0
108,-12.000010000000001,-4.894e-09,4.396e-09,-4549590000.0
109,-14.000010000000001,-6.006e-09,7.048e-09,-2837680000.0
110,-16.00001,-7.18e-09,5.719e-09,-3497110000.0
111,-18.00001,-7.151999999999999e-09,4.325e-09,-4624280000.0
112,-20.0,-5.302e-09,4.43e-09,-4514670000.0
113,-22.0,-3.3810000000000002e-09,4.44e-09,-4504500000.0
114,-24.0,-3.727e-09,1.845e-09,-10840110000.0
115,-26.0,-3.564e-09,4.02e-10,-49751240000.0
116,-28.0,-1.948e-09,1.2970000000000002e-09,-15420200000.0
117,-30.0,-9.82e-10,1.915e-09,-10443860000.0
118,-32.0,-1.935e-09,2.44e-10,-81967210000.0
119,-34.0,-2.311e-09,-5.72e-10,34965030000.0
120,-36.0,-1.442e-09,3.8e-10,-52631580000.0
121,-38.0,-6.96e-10,1.127e-09,-17746230000.0
122,-40.0,-1.5060000000000002e-09,6e-11,-333333330000.0
123,-42.0,-1.898e-09,-6.49e-10,30816640000.0
124,-44.0,-1.183e-09,1.65e-10,-121212120000.0
125,-46.0,-5.06e-10,1.049e-09,-19065780000.0
126,-48.0,-1.4630000000000002e-09,-3.03e-10,66006600000.0
127,-50.0,-2.047e-09,-1.052e-09,19011410000.0
128,-52.0,-1.2379999999999999e-09,1.13e-10,-176991150000.0
129,-54.0,-5.67e-10,9.74e-10,-20533880000.0
130,-56.0,-1.3619999999999998e-09,-1.83e-10,109289620000.0
131,-58.0,-1.899e-09,-7.53e-10,26560420000.0
132,-60.0,-1.3050000000000001e-09,5.6e-11,-357142860000.0
133,-62.0,-9.98e-10,6.77e-10,-29542100000.0
134,-64.0,-1.4719999999999999e-09,1.38e-10,-144927540000.0
135,-66.0,-2.043e-09,-3.81e-10,52493440000.0
136,-68.0,-1.7799999999999999e-09,3.89e-10,-51413880000.0
137,-70.0,-1.5260000000000001e-09,1.161e-09,-17226530000.0
138,-72.0,-2.257e-09,8.61e-10,-23228800000.0
139,-74.0,-3.0480000000000002e-09,3.99e-10,-50125310000.0
140,-76.0,-2.9620000000000003e-09,1.5879999999999999e-09,-12594460000.0
141,-78.0,-3.085e-09,2.7460000000000002e-09,-7283320000.0
142,-80.0,-4.092e-09,2.742e-09,-7293950000.0
143,-82.0,-5.172e-09,2.749e-09,-7275370000.0
144,-84.0,-5.615e-09,3.809e-09,-5250720000.0
145,-86.0,-5.742e-09,5.15e-09,-3883500000.0
146,-88.0,-6.584e-09,5.698e-09,-3510000000.0
147,-90.0,-7.916e-09,5.491e-09,-3642320000.0
148,-92.0,-8.218999999999999e-09,6.584e-09,-3037670000.0
149,-94.0,-8.395e-09,7.74e-09,-2583980000.0
150,-96.0,-9.798e-09,7.522e-09,-2658870000.0
151,-98.0,-1.1011e-08,7.095e-09,-2818890000.0
152,-100.0,-1.154e-08,7.457e-09,-2682040000.0
153,-7e-07,2.34e-09,-6.71e-10,44709390000.0
154,-2.0,-2.25e-10,-1.171e-09,25619130000.0
155,-4.0,-9.11e-10,-1.6889999999999999e-09,17761990000.0
156,-6.0,8e-11,-2.37e-10,126582280000.0
157,-8.0,4.28e-10,8.09e-10,-37082820000.0
158,-10.0,-5.795e-09,3.6609999999999997e-09,-8194480000.0
159,-12.000010000000001,-1.0204e-08,6.368e-09,-4711060000.0
160,-14.000010000000001,-1.0436000000000002e-08,8.24e-09,-3640780000.0
161,-16.00001,-9.321000000000001e-09,8.19e-09,-3663000000.0
162,-18.00001,-1.0095e-08,6.202999999999999e-09,-4836370000.0
163,-20.00001,-9.958e-09,5.157e-09,-5817340000.0
164,-22.0,-8.249e-09,5.604e-09,-5353320000.0
165,-24.0,-6.757e-09,5.229e-09,-5737230000.0
166,-26.0,-6.599e-09,2.6100000000000003e-09,-11494250000.0
167,-28.0,-6.589e-09,1.253e-09,-23942540000.0
168,-30.0,-4.527e-09,2.069e-09,-14499760000.0
169,-32.0,-3.185e-09,2.397e-09,-12515640000.0
170,-34.0,-4.294e-09,5.06e-10,-59288540000.0
171,-36.0,-4.586e-09,-3.93e-10,76335880000.0
172,-38.0,-3.0759999999999997e-09,8.26e-10,-36319610000.0
173,-40.0,-2.49e-09,1.548e-09,-19379840000.0
174,-42.0,-3.418e-09,-4.5e-11,666666670000.0
175,-44.0,-3.737e-09,-8.61e-10,34843210000.0
176,-46.0,-2.686e-09,5.59e-10,-53667260000.0
177,-48.0,-1.775e-09,1.4879999999999998e-09,-20161290000.0
178,-50.0,-2.9709999999999998e-09,-2.8e-10,107142860000.0
179,-52.0,-3.434e-09,-8.67e-10,34602080000.0
180,-54.0,-2.454e-09,2e-10,-150000000000.0
181,-56.0,-1.605e-09,1.341e-09,-22371360000.0
182,-58.0,-2.857e-09,-4.87e-10,61601640000.0
183,-60.0,-3.2450000000000003e-09,-1.095e-09,27397260000.0
184,-62.0,-2.137e-09,5.83e-10,-51457980000.0
185,-64.0,-1.6420000000000001e-09,1.115e-09,-26905830000.0
186,-66.0,-2.869e-09,-4.16e-10,72115380000.0
187,-68.0,-3.363e-09,-9.96e-10,30120480000.0
188,-70.0,-2.414e-09,5.14e-10,-58365760000.0
189,-72.0,-1.862e-09,1.608e-09,-18656720000.0
190,-74.0,-3.235e-09,2.22e-10,-135135140000.0
191,-76.0,-3.927e-09,-2.63e-10,114068440000.0
192,-78.0,-3.347e-09,1.2180000000000001e-09,-24630540000.0
193,-80.0,-2.857e-09,2.57e-09,-11673150000.0
194,-82.0,-4.407e-09,1.649e-09,-18192840000.0
195,-84.0,-5.489e-09,1.27e-09,-23622050000.0
196,-86.0,-5.009e-09,3.051e-09,-9832840000.0
197,-88.0,-4.918e-09,4.4590000000000004e-09,-6727970000.0
198,-90.0,-6.51e-09,3.832e-09,-7828810000.0
199,-92.0,-7.788e-09,3.997e-09,-7505630000.0
200,-94.0,-7.604e-09,5.455e-09,-5499540000.0
201,-96.0,-7.856999999999999e-09,6.921e-09,-4334630000.0
202,-98.0,-9.191000000000001e-09,6.803e-09,-4409820000.0
203,-100.0,-1.0116000000000001e-08,6.138e-09,-4887590000.0
204,5e-07,3.312e-09,-1.863e-09,21470750000.0
205,-2.0,1.19e-10,-1.644e-09,24330900000.0
206,-4.0,-8.97e-10,-1.8310000000000002e-09,21845990000.0
207,-6.0,5.8e-11,-4.15e-10,96385540000.0
208,-8.0,2.84e-10,6.61e-10,-60514370000.0
209,-10.0,-2.341e-09,-3.58e-10,111731840000.0
210,-12.0,-9.758e-09,5.05e-09,-7920790000.0
211,-14.000010000000001,-1.2970999999999999e-08,9.806e-09,-4079140000.0
212,-16.0,-1.4492e-08,1.1843999999999998e-08,-3377240000.0
213,-18.00001,-1.6720999999999998e-08,1.0269e-08,-3895220000.0
214,-20.00001,-1.7541e-08,9.037e-09,-4426250000.0
215,-22.0,-1.5976999999999998e-08,9.344e-09,-4280820000.0
216,-24.0,-1.3969000000000001e-08,9.381e-09,-4263940000.0
217,-26.0,-1.3482000000000001e-08,6.226000000000001e-09,-6424670000.0
218,-28.0,-1.2757000000000001e-08,4.247e-09,-9418410000.0
219,-30.0,-1.0542000000000001e-08,4.243e-09,-9427290000.0
220,-32.0,-8.532e-09,4.18e-09,-9569380000.0
221,-34.0,-8.742e-09,2.13e-09,-18779340000.0
222,-36.0,-8.936e-09,1.2959999999999999e-09,-30864200000.0
223,-38.0,-7.2899999999999994e-09,1.775e-09,-22535210000.0
224,-40.0,-5.877e-09,2.301e-09,-17383750000.0
225,-42.0,-6.77e-09,9.46e-10,-42283300000.0
226,-44.0,-6.8730000000000006e-09,1.18e-10,-338983050000.0
227,-46.0,-5.9640000000000005e-09,8.71e-10,-45924230000.0
228,-48.0,-5.213e-09,1.4879999999999998e-09,-26881720000.0
229,-50.0,-5.572e-09,6.67e-10,-59970010000.0
230,-52.0,-5.9450000000000005e-09,-2e-12,20000000000000.0
231,-54.0,-5.1980000000000005e-09,4.4e-10,-90909090000.0
232,-56.0,-4.576e-09,1.013e-09,-39486670000.0
233,-58.0,-5.199e-09,2.38e-10,-168067230000.0
234,-60.0,-5.538999999999999e-09,-2.23e-10,179372200000.0
235,-62.0,-5.004e-09,3.46e-10,-115606940000.0
236,-64.0,-4.4240000000000004e-09,1.0539999999999999e-09,-37950660000.0
237,-66.0,-4.758e-09,3.2e-10,-125000000000.0
238,-68.0,-5.125999999999999e-09,-2.43e-10,164609050000.0
239,-70.0,-5.002e-09,-2.3e-11,1739130000000.0
240,-72.0,-4.5179999999999995e-09,8.07e-10,-49566290000.0
241,-74.0,-4.566e-09,7.19e-10,-55632820000.0
242,-76.0,-5.169000000000001e-09,-2.01e-10,199004980000.0
243,-78.0,-5.605e-09,-1.3e-11,3076920000000.0
244,-80.0,-4.62e-09,1.32e-09,-30303030000.0
245,-82.0,-4.554000000000001e-09,1.7979999999999998e-09,-22246940000.0
246,-84.0,-6.0389999999999995e-09,8.61e-10,-46457610000.0
247,-86.0,-6.689e-09,7.41e-10,-53981110000.0
248,-88.0,-5.8320000000000005e-09,2.57e-09,-15564200000.0
249,-90.0,-5.6289999999999995e-09,3.974e-09,-10065430000.0
250,-92.0,-7.439e-09,2.738e-09,-14609200000.0
251,-94.0,-8.590999999999999e-09,2.183e-09,-18323410000.0
252,-96.0,-8.588e-09,4.383e-09,-9126170000.0
253,-98.0,-8.716e-09,6.118e-09,-6538080000.0
254,-100.0,-1.0064e-08,5.4600000000000006e-09,-7326010000.0
255,1.3e-06,3.5249999999999997e-09,-3.3929999999999998e-09,14736220000.0
256,-2.0,1.8e-10,-2.0300000000000002e-09,24630540000.0
257,-4.0,2.1e-11,-9.2e-10,54347830000.0
258,-6.0,3.24e-10,-2.52e-10,198412700000.0
259,-8.0,-5.99e-10,-6.73e-10,74294210000.0
260,-10.0,-2.046e-09,-9.1e-10,54945050000.0
261,-12.0,-9.588999999999999e-09,6.035000000000001e-09,-8285000000.0
262,-14.000010000000001,-1.5094e-08,1.1133e-08,-4491150000.0
263,-16.00001,-1.9125e-08,1.3143e-08,-3804310000.0
264,-18.00001,-2.1783e-08,1.2701e-08,-3936700000.0
265,-20.00001,-2.2003e-08,1.2738e-08,-3925260000.0
266,-22.0,-2.1709999999999997e-08,1.2843e-08,-3893170000.0
267,-24.0,-2.1625e-08,1.1657e-08,-4289270000.0
268,-26.0,-2.1421999999999998e-08,9.757e-09,-5124530000.0
269,-28.0,-2.0452e-08,8.544e-09,-5852060000.0
270,-30.0,-1.873e-08,8.223e-09,-6080510000.0
271,-32.0,-1.6487e-08,6.739000000000001e-09,-7419500000.0
272,-34.0,-1.6174e-08,4.471e-09,-11183180000.0
273,-36.0,-1.5016e-08,3.6790000000000002e-09,-13590650000.0
274,-38.0,-1.3797e-08,4.114e-09,-12153620000.0
275,-40.0,-1.286e-08,3.583e-09,-13954790000.0
276,-42.0,-1.319e-08,2.071e-09,-24142930000.0
277,-44.0,-1.258e-08,2.028e-09,-24654830000.0
278,-46.0,-1.1169e-08,2.7760000000000003e-09,-18011530000.0
279,-48.0,-1.0552999999999999e-08,2.377e-09,-21034920000.0
280,-50.0,-1.0947e-08,1.097e-09,-45578850000.0
281,-52.0,-1.1171999999999999e-08,5.14e-10,-97276260000.0
282,-54.0,-9.882e-09,1.716e-09,-29137530000.0
283,-56.0,-9.072e-09,2.239e-09,-22331400000.0
284,-58.0,-1.0192000000000001e-08,5.91e-10,-84602370000.0
285,-60.0,-1.0439e-08,-1.86e-10,268817200000.0
286,-62.0,-9.009e-09,1.3050000000000001e-09,-38314180000.0
287,-64.0,-8.372e-09,1.695e-09,-29498530000.0
288,-66.0,-9.54e-09,1.95e-10,-256410260000.0
289,-68.0,-9.553e-09,-3.22e-10,155279500000.0
290,-70.0,-8.179e-09,1.017e-09,-49164210000.0
291,-72.0,-7.077e-09,1.886e-09,-26511130000.0
292,-74.0,-8.17e-09,3.17e-10,-157728710000.0
293,-76.0,-8.695000000000001e-09,-6.03e-10,82918740000.0
294,-78.0,-8.044e-09,8.78e-10,-56947610000.0
295,-80.0,-7.079e-09,1.8029999999999999e-09,-27731560000.0
296,-82.0,-8.044e-09,6.95e-10,-71942450000.0
297,-84.0,-8.554e-09,5.4e-11,-925925930000.0
298,-86.0,-7.916999999999999e-09,1.446e-09,-34578150000.0
299,-88.0,-7.505e-09,2.337e-09,-21394950000.0
300,-90.0,-9.034e-09,1.396e-09,-35816620000.0
301,-92.0,-9.689e-09,1.278e-09,-39123630000.0
302,-94.0,-9.258e-09,2.873e-09,-17403410000.0
303,-96.0,-8.825e-09,4.392e-09,-11384340000.0
304,-98.0,-1.0261e-08,3.592e-09,-13919820000.0
305,-100.0,-1.1342000000000002e-08,3.257e-09,-15351550000.0
306,3e-07,4.546e-09,-4.3859999999999995e-09,13679890000.0
307,-2.0,9.89e-10,-1.775e-09,33802820000.0
308,-4.0,-2.59e-10,-1.76e-09,34090910000.0
309,-6.0,-2.6e-10,-1.217e-09,49301560000.0
310,-8.0,-1.5e-10,-5.43e-10,110497240000.0
311,-10.0,-1.244e-09,-5.04e-10,119047620000.0
312,-12.0,-6.323e-09,1.041e-09,-57636890000.0
313,-14.000010000000001,-1.4972e-08,7.62e-09,-7874020000.0
314,-16.00001,-1.9982e-08,1.2452000000000001e-08,-4818500000.0
315,-18.00001,-2.4224000000000002e-08,1.4172e-08,-4233700000.0
316,-20.00001,-2.7896e-08,1.3346000000000001e-08,-4495730000.0
317,-22.0,-2.8873000000000003e-08,1.3852e-08,-4331500000.0
318,-24.0,-2.9962e-08,1.4654e-08,-4094450000.0
319,-26.0,-3.0586e-08,1.3319e-08,-4504840000.0
320,-28.0,-3.064e-08,1.1665e-08,-5143590000.0
321,-30.0,-2.9055e-08,1.0818000000000001e-08,-5546310000.0
322,-32.0,-2.7592e-08,9.83e-09,-6103760000.0
323,-34.0,-2.6183e-08,8.616000000000001e-09,-6963790000.0
324,-36.0,-2.5429e-08,6.562e-09,-9143550000.0
325,-38.0,-2.3106e-08,5.8879999999999995e-09,-10190220000.0
326,-40.0,-2.1617e-08,5.878e-09,-10207550000.0
327,-42.0,-2.0787e-08,4.36e-09,-13761470000.0
328,-44.0,-2.0534e-08,3.3429999999999997e-09,-17947950000.0
329,-46.0,-1.9655e-08,3.286e-09,-18259280000.0
330,-48.0,-1.7951999999999998e-08,3.832e-09,-15657620000.0
331,-50.0,-1.7317e-08,3.225e-09,-18604650000.0
332,-52.0,-1.7630999999999998e-08,2.1460000000000002e-09,-27958990000.0
333,-54.0,-1.6771000000000002e-08,1.666e-09,-36014410000.0
334,-56.0,-1.5801e-08,2.583e-09,-23228800000.0
335,-58.0,-1.5474e-08,2.966e-09,-20229270000.0
336,-60.0,-1.562e-08,1.273e-09,-47132760000.0
337,-62.0,-1.5525e-08,1.074e-09,-55865920000.0
338,-64.0,-1.4657e-08,2.094e-09,-28653300000.0
339,-66.0,-1.4004000000000001e-08,2.074e-09,-28929600000.0
340,-68.0,-1.4884e-08,7e-10,-85714290000.0
341,-70.0,-1.5199e-08,1.49e-10,-402684560000.0
342,-72.0,-1.4178999999999999e-08,1.724e-09,-34802780000.0
343,-74.0,-1.3307999999999999e-08,2.229e-09,-26917900000.0
344,-76.0,-1.4413e-08,7.71e-10,-77821010000.0
345,-78.0,-1.4701e-08,-3.9e-11,1538460000000.0
346,-80.0,-1.3076e-08,1.254e-09,-47846890000.0
347,-82.0,-1.2196e-08,2.292e-09,-26178010000.0
348,-84.0,-1.3426e-08,8.5e-10,-70588240000.0
