,V_Drain,I_Drain,V_Gate,I_Gate
0,-6e-07,8.8e-10,0.0,1.1600000000000001e-09
1,2.0,-2.03e-10,-1.6e-06,-5.64e-10
2,4.0,-5.74e-10,-2.3e-06,-1.171e-09
3,6.0,5.86e-10,2.4e-06,2.85e-10
4,8.0,1.227e-09,1.7e-06,1.067e-09
5,10.0,7.7e-11,2.8e-06,-5.22e-10
6,12.0,-4.04e-10,8e-07,-1.2260000000000001e-09
7,14.0,6.59e-10,9e-07,1.03e-10
8,16.0,1.343e-09,-2.7e-06,1.019e-09
9,18.0,3.57e-10,1.1e-06,-3.64e-10
10,20.0,-1.88e-10,1.9e-06,-1.113e-09
11,22.0,7.59e-10,-4.7e-06,9.2e-11
12,24.0,1.5229999999999998e-09,1e-07,1.022e-09
13,26.0,5.07e-10,-2e-06,-4.36e-10
14,28.0,-9e-11,-1.6e-06,-1.253e-09
15,30.0,1.007e-09,-1e-06,-5.9e-11
16,32.0,1.736e-09,-3e-07,7.33e-10
17,34.0,1.039e-09,-9e-07,-6.65e-10
18,36.0,8e-10,9e-07,-1.559e-09
19,38.0,1.855e-09,-1e-07,-1.051e-09
20,40.0,3.095e-09,-4e-07,-6.79e-10
21,42.0,2.898e-09,-3.4e-06,-1.753e-09
22,44.0,3.616e-09,2.2e-06,-2.438e-09
23,46.0,5.752000000000001e-09,6e-07,-7.6e-10
24,48.0,9.132e-09,-1.9e-06,-3.6e-11
25,50.0,1.1159e-08,7e-07,-1.441e-09
26,52.0,1.5792999999999998e-08,-3e-06,-2.5480000000000003e-09
27,54.0,2.2122e-08,2.6e-06,-2.1190000000000002e-09
28,56.0,2.9465e-08,-5e-06,-2.0880000000000002e-09
29,58.0,3.5998e-08,-5e-07,-3.3800000000000003e-09
30,60.0,4.5008e-08,-2.3e-06,-4.024e-09
31,62.0,5.593e-08,-5.4e-06,-3.72e-09
32,64.0,6.9093e-08,-7e-07,-3.4960000000000003e-09
33,66.0,7.8315e-08,-5e-06,-3.75e-09
34,68.0,9.4937e-08,-1e-06,-4.598e-09
35,70.0,1.10304e-07,5e-07,-2.979e-09
36,72.0,9.168100000000001e-08,1.3e-06,-7.02e-10
37,74.0,1.23543e-07,-4.1e-06,-1.914e-09
38,76.0,1.5281900000000001e-07,-2.3e-06,-2.316e-09
39,78.0,1.8075199999999998e-07,-8.4e-06,-2.772e-09
40,80.0,2.1185800000000002e-07,-1.1e-06,-3.569e-09
41,82.0,2.47961e-07,-7.5e-06,-3.624e-09
42,84.0,2.0078e-07,6.6e-06,-9.1e-10
43,86.0,1.9699000000000002e-07,2.8e-06,-5.1e-11
44,88.0,2.46811e-07,3.7e-06,-3.2950000000000003e-09
45,90.0,2.93936e-07,-1.1e-06,-2.53e-09
46,92.0,3.44332e-07,2.5e-06,-2.735e-09
47,94.0,3.18886e-07,-6e-07,-2.28e-10
48,96.0,3.20657e-07,-5.9e-06,-2.145e-09
49,98.0,3.2454300000000005e-07,-9e-07,-2.2040000000000002e-09
50,100.0,3.35642e-07,2.4e-06,-1.1600000000000001e-09
51,6e-07,-1.348e-09,10.0,1.557e-09
52,2.0,2.85e-10,10.0,1.927e-09
53,4.0,-5.6e-10,10.0,9.3e-11
54,6.0,-9.02e-10,10.0,-7.99e-10
55,8.0,2.09e-10,10.0,4.04e-10
56,10.0,9.6e-10,10.0,1.258e-09
57,12.0,5.6e-11,10.0,-1.5e-11
58,14.0,-4.49e-10,10.0,-7.66e-10
59,16.0,4.16e-10,10.0,2.86e-10
60,18.0,1.165e-09,10.0,1.2e-09
61,20.0,1.12e-10,10.0,-2.76e-10
62,22.0,-4.51e-10,10.0,-1.033e-09
63,24.0,6.71e-10,10.0,3.2e-10
64,26.0,1.316e-09,10.0,1.235e-09
65,28.0,3.01e-10,10.0,-1.71e-10
66,30.0,-2.3e-10,10.0,-9.02e-10
67,32.0,6.36e-10,10.0,1.94e-10
68,34.0,1.4050000000000002e-09,10.0,1.2e-09
69,36.0,3.88e-10,10.0,-2.35e-10
70,38.0,-1.84e-10,10.0,-1.017e-09
71,40.0,8.09e-10,10.0,2.15e-10
72,42.0,1.5029999999999999e-09,10.0,1.086e-09
73,44.0,5.96e-10,10.0,-1.14e-10
74,46.0,2.04e-10,10.0,-7.8e-10
75,48.0,8.87e-10,10.0,4.3e-11
76,50.0,1.337e-09,10.0,6.5e-10
77,52.0,6.86e-10,10.0,-2.68e-10
78,54.0,1.22e-10,10.0,-1.0770000000000001e-09
79,56.0,1.15e-09,10.0,-4.5e-11
80,58.0,2.078e-09,10.0,8.4e-10
81,60.0,1.192e-09,10.0,-8.4e-10
82,62.0,1.0789999999999999e-09,10.0,-1.911e-09
83,64.0,2.365e-09,10.0,-1.11e-09
