,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,-60.0,-1.81e-09,20.0,-1.28e-10,1.81e-09,4.2544094772365294e-05,,
1,-60.0,-7.49e-10,18.0,-2.96e-10,7.49e-10,2.736786436680802e-05,,
2,-60.0,6.37e-10,16.0,9.3e-10,6.37e-10,2.5238858928247925e-05,,
3,-60.0,7.4e-11,14.0,9.5e-11,7.4e-11,8.602325267042626e-06,,
4,-60.0,-1.0050000000000001e-09,12.0,-1.527e-09,1.0050000000000001e-09,3.170173496829472e-05,,
5,-60.0,-5.36e-10,10.0,-9.54e-10,5.36e-10,2.3151673805580453e-05,,
6,-60.0,2.12e-10,8.0,1.4e-11,2.12e-10,1.4560219778561037e-05,,
7,-60.0,1.7e-10,6.0,-4e-11,1.7e-10,1.3038404810405297e-05,,
8,-60.0,-3.09e-10,4.0,-7.47e-10,3.09e-10,1.7578395831246947e-05,,
9,-60.0,2.2e-10,2.0,-9.42e-10,2.2e-10,1.4832396974191325e-05,,
10,-60.0,-1.37e-10,1.3e-06,-2.667e-09,1.37e-10,1.1704699910719625e-05,,
11,-60.0,-6.08e-10,-2.0,-2.19e-10,6.08e-10,2.4657656011875906e-05,,
12,-60.0,-3.749e-09,-4.0,-9.39e-10,3.749e-09,6.122907805936654e-05,,
13,-60.0,-8.044e-09,-6.0,-2.1770000000000002e-09,8.044e-09,8.968834929911466e-05,,
14,-60.0,-1.1458999999999999e-08,-8.0,-1.9e-09,1.1458999999999999e-08,0.00010704671877269289,,
15,-60.0,-1.6741e-08,-10.0,-7.65e-10,1.6741e-08,0.00012938701635017326,,
16,-60.0,-2.6078e-08,-12.0,-2.066e-09,2.6078e-08,0.0001614868415692127,,
17,-60.0,-3.8572e-08,-14.0,-4.426e-09,3.8572e-08,0.00019639755599294,,
18,-60.0,-5.3805e-08,-16.0,-6.25e-09,5.3805e-08,0.00023195904810979027,,
19,-60.0,-6.5399e-08,-18.00001,-7.1640000000000005e-09,6.5399e-08,0.00025573228188869706,,
20,-60.0,-8.3595e-08,-20.0,-9.513e-09,8.3595e-08,0.00028912799933593423,,
21,-60.0,-1.03174e-07,-22.0,-1.1345e-08,1.03174e-07,0.00032120709830263714,,
22,-60.0,-1.16883e-07,-24.0,-9.971e-09,1.16883e-07,0.00034188155843800644,,
23,-60.0,-1.42463e-07,-26.0,-9.264e-09,1.42463e-07,0.00037744271088471163,,
24,-60.0,-1.6263200000000002e-07,-28.0,-5.6810000000000005e-09,1.6263200000000002e-07,0.0004032765800291408,,
25,-60.0,-1.93013e-07,-30.0,-6.8589999999999996e-09,1.93013e-07,0.0004393324481528766,,
26,-60.0,-2.22548e-07,-32.0,-8.574000000000001e-09,2.22548e-07,0.00047174993375728204,,
27,-60.0,-2.8912299999999996e-07,-34.0,-2.032e-08,2.8912299999999996e-07,0.0005377015901036558,,
28,-60.0,-3.51189e-07,-36.0002,-2.7837e-08,3.51189e-07,0.0005926120147280175,,
29,-60.0,-3.46606e-07,-38.0,-9.164e-09,3.46606e-07,0.000588732536896,,
30,-60.0,-4.0938400000000003e-07,-40.0001,-2.2975e-08,4.0938400000000003e-07,0.0006398312277468176,,
31,-60.0,-4.1549100000000005e-07,-42.0,-1.0636000000000002e-08,4.1549100000000005e-07,0.0006445859135910433,,
32,-60.0,-4.1912799999999997e-07,-44.0,-1.1349e-08,4.1912799999999997e-07,0.0006474009576761529,,
33,-60.0,-4.29944e-07,-46.0,-9.273e-09,4.29944e-07,0.0006557011514401969,,
34,-60.0,-4.3574199999999996e-07,-48.0,-8.185e-09,4.3574199999999996e-07,0.0006601075669919259,,
35,-60.0,-4.61519e-07,-50.0,-8.207e-09,4.61519e-07,0.0006793518970312809,,
36,-60.0,-4.82177e-07,-52.0,-8.716e-09,4.82177e-07,0.0006943896600612656,,
37,-60.0,-5.00492e-07,-54.0,-8.741e-09,5.00492e-07,0.0007074545921824241,,
38,-60.0,-5.33697e-07,-56.0,-1.0476e-08,5.33697e-07,0.000730545686456364,,
39,-60.0,-5.43399e-07,-58.0,-9.431e-09,5.43399e-07,0.0007371560214771361,,
40,-60.0,-5.52307e-07,-60.0,-8.266e-09,5.52307e-07,0.0007431736001769707,,
41,-60.0,-5.78875e-07,-62.0,-1.0988e-08,5.78875e-07,0.0007608383533970932,,
42,-60.0,-5.81225e-07,-64.0,-1.0613999999999998e-08,5.81225e-07,0.0007623811382766497,,
43,-60.0,-5.99475e-07,-66.0,-1.1224e-08,5.99475e-07,0.0007742577090349181,,
44,-60.0,-6.14941e-07,-68.0,-1.2209e-08,6.14941e-07,0.0007841817391395951,,
45,-60.0,-6.24703e-07,-70.0,-9.061000000000001e-09,6.24703e-07,0.0007903815534284691,,
46,-60.0,-6.29186e-07,-72.0,-1.0631999999999999e-08,6.29186e-07,0.0007932124557771392,,
47,-60.0,-6.490949999999999e-07,-74.0,-1.1968000000000002e-08,6.490949999999999e-07,0.000805664322159049,,
48,-60.0,-6.4807e-07,-76.0,-1.0175e-08,6.4807e-07,0.0008050279498253461,,
49,-60.0,-6.6384e-07,-78.0,-1.1061e-08,6.6384e-07,0.0008147637694448619,,
50,-60.0,-6.78313e-07,-80.0,-8.942e-09,6.78313e-07,0.000823597595916841,,
51,-60.0,-6.730679999999999e-07,-82.0,-7.5e-09,6.730679999999999e-07,0.0008204072159604643,,
52,-60.0,-6.808400000000001e-07,-84.0,-9.308e-09,6.808400000000001e-07,0.0008251302927416978,,
53,-60.0,-6.90977e-07,-86.0,-1.0528e-08,6.90977e-07,0.0008312502631578531,,
54,-60.0,-6.95598e-07,-88.0,-8.895e-09,6.95598e-07,0.0008340251794760156,,
55,-60.0,-6.99905e-07,-90.0,-8.784999999999999e-09,6.99905e-07,0.0008366032512487625,,
56,-60.0,-7.12864e-07,-92.0,-9.381e-09,7.12864e-07,0.0008443127382670476,,
57,-60.0,-7.062359999999999e-07,-94.0,-7.935999999999999e-09,7.062359999999999e-07,0.0008403784861596589,,
58,-60.0,-7.10712e-07,-96.0,-1.0045e-08,7.10712e-07,0.0008430373657199306,,
59,-60.0,-7.19307e-07,-98.0,-9.379999999999999e-09,7.19307e-07,0.0008481196849501844,,
60,-60.0,-7.736669999999999e-07,-100.0,-3.0745e-08,7.736669999999999e-07,0.0008795834241275809,,
61,-64.0,-5.02e-09,20.0,3.59e-09,5.02e-09,7.085195833567341e-05,,
62,-64.0,-1.904e-09,18.0,2.9759999999999996e-09,1.904e-09,4.363484845854286e-05,,
63,-64.0,-9.22e-10,16.0,1.623e-09,9.22e-10,3.0364452901377953e-05,,
64,-64.0,-8.71e-10,13.999989999999999,4.77e-10,8.71e-10,2.9512709126747412e-05,,
65,-64.0,-1.1e-11,12.0,5.3e-10,1.1e-11,3.3166247903554e-06,,
66,-64.0,-7.14e-10,10.0,-6e-11,7.14e-10,2.6720778431774774e-05,,
67,-64.0,-8.22e-10,8.0,-1.72e-10,8.22e-10,2.86705423736629e-05,,
68,-64.0,2.8e-10,6.0,1.1469999999999999e-09,2.8e-10,1.673320053068151e-05,,
69,-64.0,4.1e-11,4.0,8.93e-10,4.1e-11,6.4031242374328485e-06,,
70,-64.0,-3.47e-10,2.0,6e-12,3.47e-10,1.862793601019716e-05,,
71,-64.0,-8.6e-10,-1e-06,-7.88e-10,8.6e-10,2.932575659723036e-05,,
72,-64.0,-3.12e-10,-2.0,4.02e-10,3.12e-10,1.7663521732655695e-05,,
73,-64.0,4.19e-10,-4.0,1.442e-09,4.19e-10,2.0469489490458722e-05,,
74,-64.0,-2.34e-10,-6.0,5.41e-10,2.34e-10,1.5297058540778354e-05,,
75,-64.0,-1.223e-09,-8.0,-9.9e-10,1.223e-09,3.497141690009142e-05,,
76,-64.0,-4.04e-10,-10.0,-6.95e-10,4.04e-10,2.009975124224178e-05,,
77,-64.0,-4.5e-11,-12.0001,1.8049999999999999e-09,4.5e-11,6.708203932499369e-06,,
78,-64.0,-2.09e-10,-14.0,-2.87e-10,2.09e-10,1.445683229480096e-05,,
79,-64.0,-1.3550000000000002e-09,-16.00001,-1.959e-09,1.3550000000000002e-09,3.681032463861193e-05,,
80,-64.0,-1.255e-09,-18.0,-1.566e-09,1.255e-09,3.5425979167836704e-05,,
81,-64.0,-1.613e-09,-20.0,5.41e-10,1.613e-09,4.0162171256046405e-05,,
82,-64.0,-4.207e-09,-22.0,2.98e-10,4.207e-09,6.48613906727261e-05,,
83,-64.0,-7.76e-09,-24.0,-4.73e-10,7.76e-09,8.809086218218096e-05,,
84,-64.0,-1.2211000000000001e-08,-26.0,-9.36e-10,1.2211000000000001e-08,0.00011050339361304702,,
85,-64.0,-2.6677e-08,-28.0,-1.635e-09,2.6677e-08,0.00016333095236359824,,
86,-64.0,-4.2493999999999997e-08,-30.0,-4.38e-10,4.2493999999999997e-08,0.00020614072862973972,,
87,-64.0,-3.9039e-08,-32.0,-2.73e-10,3.9039e-08,0.00019758289399641863,,
88,-64.0,-6.8244e-08,-34.0,-3.15e-10,6.8244e-08,0.00026123552591483416,,
89,-64.0,-6.943100000000001e-08,-36.0,-6.7e-10,6.943100000000001e-08,0.0002634976280728159,,
90,-64.0,-8.1647e-08,-38.0,-1.3070000000000001e-09,8.1647e-08,0.0002857393917540947,,
91,-64.0,-9.3887e-08,-40.0,-5.95e-10,9.3887e-08,0.00030640985623833967,,
92,-64.0,-1.0898099999999999e-07,-42.0,2.11e-10,1.0898099999999999e-07,0.00033012270446002343,,
93,-64.0,-1.3101499999999999e-07,-44.0,-1.04e-10,1.3101499999999999e-07,0.0003619599425350822,,
94,-64.0,-1.51425e-07,-46.0,-1.377e-09,1.51425e-07,0.00038913365313218544,,
95,-64.0,-1.66096e-07,-48.0,-1.363e-09,1.66096e-07,0.00040754877008770376,,
96,-64.0,-1.8864e-07,-50.0,-7.15e-10,1.8864e-07,0.0004343270657004926,,
97,-64.0,-2.11199e-07,-52.0,-2.72e-10,2.11199e-07,0.0004595639237364047,,
98,-64.0,-2.32163e-07,-54.0,-4.12e-10,2.32163e-07,0.00048183295860702597,,
99,-64.0,-2.6116299999999997e-07,-56.0,-1.8379999999999999e-09,2.6116299999999997e-07,0.0005110410942380269,,
100,-64.0,-2.86371e-07,-58.0,-2.012e-09,2.86371e-07,0.0005351364312023618,,
101,-64.0,-3.16179e-07,-60.0,-1.6869999999999999e-09,3.16179e-07,0.0005622979637167468,,
102,-64.0,-3.3243699999999995e-07,-62.0,-1.659e-09,3.3243699999999995e-07,0.0005765734992175758,,
103,-64.0,-3.64146e-07,-64.0,-3.854e-09,3.64146e-07,0.000603445109351298,,
104,-64.0,-3.87781e-07,-66.0,-5.867e-09,3.87781e-07,0.0006227206436276222,,
105,-64.0,-4.05591e-07,-68.0,-6.925e-09,4.05591e-07,0.0006368602672486328,,
106,-64.0,-4.29459e-07,-70.0,-7.257e-09,4.29459e-07,0.0006553312139674105,,
107,-64.0,-4.62701e-07,-72.0,-8.503e-09,4.62701e-07,0.0006802212875234059,,
108,-64.0,-4.71982e-07,-74.0,-8.358999999999999e-09,4.71982e-07,0.0006870094613613411,,
109,-64.0,-5.35257e-07,-76.0,-1.6265e-08,5.35257e-07,0.0007316126024064922,,
110,-64.0,-5.40823e-07,-78.0,-1.1057e-08,5.40823e-07,0.0007354066902061743,,
111,-64.0,-5.64252e-07,-80.0,-1.1356e-08,5.64252e-07,0.0007511670919309498,,
