Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,41.27400E-009,1.45370E+009,2.47644E-006,16.61900E-003,1792,60.00000E+000,-20.00000E+000,92.00000E-012,-217.39130E+009,-1.84000E-009,16.61900E-003,1728
1,1,2,60.00000E+000,25.48800E-009,2.35405E+009,1.52928E-006,20.85400E-003,1792,60.00000E+000,-18.00001E+000,5.63300E-009,-3.19546E+009,-101.39406E-009,20.85400E-003,1728
1,1,3,60.00000E+000,19.24500E-009,3.11769E+009,1.15470E-006,34.09000E-003,1792,60.00000E+000,-16.00000E+000,5.31900E-009,-3.00808E+009,-85.10400E-009,34.09000E-003,1728
1,1,4,60.00000E+000,13.70400E-009,4.37828E+009,822.24000E-009,45.87700E-003,1792,60.00000E+000,-14.00000E+000,6.74200E-009,-2.07654E+009,-94.38800E-009,45.87700E-003,1728
1,1,5,60.00000E+000,8.66600E-009,6.92361E+009,519.96000E-009,58.95000E-003,1792,60.00000E+000,-12.00000E+000,6.12300E-009,-1.95982E+009,-73.47600E-009,58.95000E-003,1728
1,1,6,60.00000E+000,4.32300E-009,13.87925E+009,259.38000E-009,71.63000E-003,1792,60.00000E+000,-10.00000E+000,4.82000E-009,-2.07469E+009,-48.20000E-009,71.63000E-003,1728
1,1,7,60.00000E+000,2.64000E-009,22.72727E+009,158.40000E-009,83.42100E-003,1792,60.00000E+000,-8.00000E+000,5.64900E-009,-1.41618E+009,-45.19200E-009,83.42100E-003,1728
1,1,8,60.00000E+000,2.37500E-009,25.26316E+009,142.50000E-009,96.25800E-003,1792,60.00000E+000,-6.00000E+000,6.32200E-009,-949.06675E+006,-37.93200E-009,96.25800E-003,1728
1,1,9,60.00000E+000,543.00000E-012,110.49724E+009,32.58000E-009,100.83000E-003,1792,60.00000E+000,-4.00000E+000,5.79800E-009,-689.89307E+006,-23.19200E-009,100.83000E-003,1728
1,1,10,60.00000E+000,-480.00000E-012,-125.00000E+009,-28.80000E-009,104.75300E-003,1792,60.00000E+000,-2.00000E+000,5.42600E-009,-368.59528E+006,-10.85199E-009,104.75300E-003,1664
1,1,11,60.00000E+000,223.00000E-012,269.05830E+009,13.38000E-009,108.94500E-003,1792,60.00000E+000,1.20000E-006,6.44400E-009,186.21974E+000,7.73280E-015,108.94500E-003,1600
1,1,12,60.00000E+000,816.00000E-012,73.52941E+009,48.96000E-009,112.86000E-003,1792,60.00000E+000,1.99999E+000,7.28200E-009,274.64900E+006,14.56396E-009,112.86000E-003,1664
1,1,13,60.00000E+000,177.00000E-012,338.98305E+009,10.62000E-009,125.19100E-003,1792,60.00000E+000,4.00000E+000,5.26900E-009,759.15734E+006,21.07600E-009,125.19100E-003,1728
1,1,14,60.00000E+000,573.00000E-012,104.71204E+009,34.38000E-009,128.88000E-003,1792,60.00000E+000,5.99999E+000,6.12600E-009,979.43030E+006,36.75594E-009,128.88000E-003,1728
1,1,15,60.00000E+000,88.00000E-012,681.81818E+009,5.28000E-009,132.84100E-003,1792,60.00000E+000,7.99999E+000,5.63800E-009,1.41894E+009,45.10394E-009,132.84100E-003,1728
1,1,16,60.00000E+000,323.00000E-012,185.75851E+009,19.38000E-009,144.84400E-003,1792,60.00000E+000,10.00000E+000,5.14000E-009,1.94553E+009,51.40000E-009,144.84400E-003,1728
1,1,17,60.00000E+000,-760.00000E-012,-78.94737E+009,-45.60000E-009,156.63300E-003,1792,60.00000E+000,12.00000E+000,4.15300E-009,2.88948E+009,49.83600E-009,156.63300E-003,1728
1,1,18,60.00000E+000,-1.30200E-009,-46.08295E+009,-78.12000E-009,168.40300E-003,1792,60.00000E+000,14.00000E+000,4.48900E-009,3.11873E+009,62.84600E-009,168.40300E-003,1728
1,1,19,60.00000E+000,-4.49400E-009,-13.35113E+009,-269.64000E-009,172.09300E-003,1792,60.00000E+000,15.99999E+000,7.32400E-009,2.18460E+009,117.18393E-009,172.09300E-003,1728
1,1,20,60.00000E+000,-2.81500E-009,-21.31439E+009,-168.90000E-009,184.24100E-003,1792,60.00000E+000,18.00000E+000,6.32600E-009,2.84540E+009,113.86800E-009,184.24100E-003,1728
1,1,21,60.00000E+000,-1.94300E-009,-30.88008E+009,-116.58000E-009,196.04700E-003,1792,60.00000E+000,20.00000E+000,7.34100E-009,2.72442E+009,146.82000E-009,196.04700E-003,1728
1,1,22,60.00000E+000,-4.66900E-009,-12.85072E+009,-280.14000E-009,200.26000E-003,1792,60.00000E+000,22.00000E+000,9.04100E-009,2.43336E+009,198.90200E-009,200.26000E-003,1792
