Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,-700.00000E-009,140.00000E-012,-5.00000E+003,-98.00000E-018,17.85200E-003,1600,-100.00000E-009,142.00000E-012,-704.22535E+000,-14.20000E-018,17.85200E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,683.00000E-012,-2.92826E+009,-1.36600E-009,22.49200E-003,1664,-100.00000E-009,1.08000E-009,-92.59259E+000,-108.00000E-018,22.49200E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,-609.00000E-012,6.56814E+009,2.43600E-009,26.96600E-003,1728,-1.40000E-006,-567.00000E-012,2.46914E+003,793.80000E-018,26.96600E-003,1600,0.00000E+000
1,1,4,-6.00001E+000,-1.24700E-009,4.81156E+009,7.48201E-009,31.13500E-003,1728,-3.80000E-006,-976.00000E-012,3.89344E+003,3.70880E-015,31.13500E-003,1600,0.00000E+000
1,1,5,-8.00000E+000,-354.00000E-012,22.59887E+009,2.83200E-009,35.08900E-003,1728,-300.00000E-009,352.00000E-012,-852.27273E+000,-105.60000E-018,35.08900E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,233.00000E-012,-42.91845E+009,-2.33000E-009,39.04700E-003,1728,-1.60000E-006,1.31100E-009,-1.22044E+003,-2.09760E-015,39.04700E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-1.09600E-009,10.94891E+009,13.15200E-009,43.00300E-003,1728,2.80000E-006,-90.00000E-012,-31.11111E+003,-252.00000E-018,43.00300E-003,1600,0.00000E+000
1,1,8,-14.00000E+000,-1.58500E-009,8.83281E+009,22.19000E-009,46.94800E-003,1728,700.00000E-009,-853.00000E-012,-820.63306E+000,-597.10000E-018,46.94800E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-661.00000E-012,24.20575E+009,10.57600E-009,50.88400E-003,1728,-300.00000E-009,231.00000E-012,-1.29870E+003,-69.30000E-018,50.88400E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,76.00000E-012,-236.84211E+009,-1.36800E-009,55.12200E-003,1728,-1.20000E-006,1.12000E-009,-1.07143E+003,-1.34400E-015,55.12200E-003,1600,0.00000E+000
1,1,11,-20.00000E+000,-942.00000E-012,21.23142E+009,18.84000E-009,59.32400E-003,1728,1.10000E-006,-205.00000E-012,-5.36585E+003,-225.50000E-018,59.32400E-003,1600,0.00000E+000
1,1,12,-22.00000E+000,-1.48800E-009,14.78495E+009,32.73600E-009,63.69300E-003,1792,-300.00000E-009,-1.02500E-009,292.68293E+000,307.50000E-018,63.69300E-003,1600,0.00000E+000
1,1,13,-24.00000E+000,-592.00000E-012,40.54054E+009,14.20800E-009,68.07500E-003,1792,-400.00000E-009,226.00000E-012,-1.76991E+003,-90.40000E-018,68.07500E-003,1600,0.00000E+000
1,1,14,-26.00000E+000,85.00000E-012,-305.88235E+009,-2.21000E-009,72.36400E-003,1792,-1.20000E-006,1.21900E-009,-984.41345E+000,-1.46280E-015,72.36400E-003,1600,0.00000E+000
1,1,15,-28.00000E+000,-1.14900E-009,24.36902E+009,32.17200E-009,76.45900E-003,1792,-600.00000E-009,-353.00000E-012,1.69972E+003,211.80000E-018,76.45900E-003,1600,0.00000E+000
1,1,16,-30.00000E+000,-1.71200E-009,17.52336E+009,51.36000E-009,80.42800E-003,1792,900.00000E-009,-1.03800E-009,-867.05202E+000,-934.20000E-018,80.42800E-003,1600,0.00000E+000
1,1,17,-32.00000E+000,-727.00000E-012,44.01651E+009,23.26400E-009,84.37400E-003,1792,-600.00000E-009,170.00000E-012,-3.52941E+003,-102.00000E-018,84.37400E-003,1600,0.00000E+000
1,1,18,-34.00000E+000,-92.00000E-012,369.56522E+009,3.12800E-009,88.30800E-003,1792,300.00000E-009,1.02200E-009,293.54207E+000,306.60000E-018,88.30800E-003,1600,0.00000E+000
1,1,19,-36.00000E+000,-1.06500E-009,33.80282E+009,38.34000E-009,92.25000E-003,1792,-1.10000E-006,-137.00000E-012,8.02920E+003,150.70000E-018,92.25000E-003,1600,0.00000E+000
1,1,20,-38.00000E+000,-1.54400E-009,24.61140E+009,58.67200E-009,96.25000E-003,1792,1.40000E-006,-810.00000E-012,-1.72840E+003,-1.13400E-015,96.25000E-003,1600,0.00000E+000
1,1,21,-40.00000E+000,-948.00000E-012,42.19409E+009,37.92000E-009,100.61400E-003,1792,900.00000E-009,159.00000E-012,5.66038E+003,143.10000E-018,100.61400E-003,1600,0.00000E+000
1,1,22,-42.00000E+000,-266.00000E-012,157.89474E+009,11.17200E-009,105.05900E-003,1792,-500.00000E-009,1.15500E-009,-432.90043E+000,-577.50000E-018,105.05900E-003,1600,0.00000E+000
1,1,23,-44.00000E+000,-1.37500E-009,32.00000E+009,60.50000E-009,109.16300E-003,1792,-1.00000E-006,-36.00000E-012,27.77778E+003,36.00000E-018,109.16300E-003,1600,0.00000E+000
1,1,24,-46.00000E+000,-2.03500E-009,22.60442E+009,93.61000E-009,113.58100E-003,1792,-600.00000E-009,-773.00000E-012,776.19664E+000,463.80000E-018,113.58100E-003,1600,0.00000E+000
