Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,46.13800E-009,1.30045E+009,2.76828E-006,17.91700E-003,1792,60.00000E+000,-20.00000E+000,-550.00000E-012,36.36364E+009,11.00000E-009,17.91700E-003,1728
1,1,2,60.00000E+000,31.83400E-009,1.88478E+009,1.91004E-006,30.84500E-003,1792,60.00000E+000,-18.00000E+000,2.94500E-009,-6.11205E+009,-53.01000E-009,30.84500E-003,1728
1,1,3,60.00000E+000,21.03000E-009,2.85307E+009,1.26180E-006,44.50500E-003,1792,60.00000E+000,-16.00000E+000,4.57000E-009,-3.50109E+009,-73.12000E-009,44.50500E-003,1728
1,1,4,60.00000E+000,13.09000E-009,4.58365E+009,785.40000E-009,58.01600E-003,1792,60.00000E+000,-14.00000E+000,4.68900E-009,-2.98571E+009,-65.64600E-009,58.01600E-003,1728
1,1,5,60.00000E+000,8.36300E-009,7.17446E+009,501.78000E-009,61.70900E-003,1792,60.00000E+000,-12.00001E+000,8.71800E-009,-1.37646E+009,-104.61609E-009,61.70900E-003,1728
1,1,6,60.00000E+000,5.65600E-009,10.60820E+009,339.36000E-009,65.77100E-003,1792,60.00000E+000,-10.00000E+000,10.12300E-009,-987.84945E+006,-101.23000E-009,65.77100E-003,1728
1,1,7,60.00000E+000,3.19700E-009,18.76759E+009,191.82000E-009,78.71300E-003,1792,60.00000E+000,-8.00000E+000,6.78600E-009,-1.17890E+009,-54.28800E-009,78.71300E-003,1728
1,1,8,60.00000E+000,1.75200E-009,34.24658E+009,105.12000E-009,92.51600E-003,1792,60.00000E+000,-6.00000E+000,5.43500E-009,-1.10396E+009,-32.61000E-009,92.51600E-003,1728
1,1,9,60.00000E+000,659.00000E-012,91.04704E+009,39.54000E-009,104.35000E-003,1792,60.00000E+000,-4.00000E+000,4.81300E-009,-831.08248E+006,-19.25200E-009,104.35000E-003,1728
1,1,10,60.00000E+000,-335.00000E-012,-179.10448E+009,-20.10000E-009,108.20700E-003,1792,60.00000E+000,-2.00000E+000,5.29500E-009,-377.71464E+006,-10.58999E-009,108.20700E-003,1664
1,1,11,60.00000E+000,360.00000E-012,166.66667E+009,21.60000E-009,112.05700E-003,1792,60.00000E+000,-1.50000E-006,6.59600E-009,-227.41055E+000,-9.89400E-015,112.05700E-003,1600
1,1,12,60.00000E+000,86.00000E-012,697.67442E+009,5.16000E-009,126.62600E-003,1792,60.00000E+000,2.00000E+000,5.01300E-009,398.96250E+006,10.02599E-009,126.62600E-003,1664
1,1,13,60.00000E+000,-371.00000E-012,-161.72507E+009,-22.26000E-009,139.42900E-003,1792,60.00000E+000,4.00000E+000,3.80600E-009,1.05097E+009,15.22400E-009,139.42900E-003,1728
1,1,14,60.00000E+000,-682.00000E-012,-87.97654E+009,-40.92000E-009,143.12300E-003,1792,60.00000E+000,5.99999E+000,5.63900E-009,1.06402E+009,33.83394E-009,143.12300E-003,1728
1,1,15,60.00000E+000,-1.12800E-009,-53.19149E+009,-67.68000E-009,155.25100E-003,1792,60.00000E+000,8.00000E+000,4.45300E-009,1.79654E+009,35.62400E-009,155.25100E-003,1728
1,1,16,60.00000E+000,-1.08900E-009,-55.09642E+009,-65.34000E-009,169.10000E-003,1792,60.00000E+000,10.00000E+000,4.75700E-009,2.10217E+009,47.57000E-009,169.10000E-003,1728
1,1,17,60.00000E+000,-443.00000E-012,-135.44018E+009,-26.58000E-009,182.11100E-003,1792,60.00000E+000,12.00000E+000,6.03700E-009,1.98774E+009,72.44400E-009,182.11100E-003,1728
1,1,18,60.00000E+000,-1.70800E-009,-35.12881E+009,-102.48000E-009,193.92900E-003,1792,60.00000E+000,14.00000E+000,5.36500E-009,2.60951E+009,75.11000E-009,193.92900E-003,1728
1,1,19,60.00000E+000,-2.53200E-009,-23.69668E+009,-151.92000E-009,207.12900E-003,1792,60.00000E+000,16.00000E+000,3.99800E-009,4.00200E+009,63.96800E-009,207.12900E-003,1728
1,1,20,60.00000E+000,-2.18900E-009,-27.40978E+009,-131.34000E-009,219.05900E-003,1792,60.00000E+000,18.00000E+000,5.29400E-009,3.40008E+009,95.29200E-009,219.05900E-003,1728
1,1,21,60.00000E+000,-1.75300E-009,-34.22704E+009,-105.18000E-009,230.85700E-003,1792,60.00000E+000,20.00000E+000,5.99100E-009,3.33834E+009,119.82000E-009,230.85700E-003,1728
1,1,22,60.00000E+000,-2.51600E-009,-23.84738E+009,-150.96000E-009,242.87900E-003,1792,60.00000E+000,22.00000E+000,5.72800E-009,3.84078E+009,126.01600E-009,242.87900E-003,1792
1,1,23,60.00000E+000,-2.94600E-009,-20.36660E+009,-176.76000E-009,254.74700E-003,1792,60.00000E+000,24.00000E+000,5.48700E-009,4.37397E+009,131.68800E-009,254.74700E-003,1792
1,1,24,60.00000E+000,-1.97700E-009,-30.34901E+009,-118.62000E-009,266.68800E-003,1792,60.00000E+000,26.00000E+000,7.03300E-009,3.69686E+009,182.85800E-009,266.68800E-003,1792
1,1,25,60.00000E+000,-2.23400E-009,-26.85765E+009,-134.04000E-009,278.66700E-003,1792,60.00000E+000,28.00000E+000,6.59700E-009,4.24435E+009,184.71600E-009,278.66700E-003,1792
1,1,26,60.00000E+000,-3.08300E-009,-19.46156E+009,-184.98000E-009,290.62100E-003,1792,60.00000E+000,30.00000E+000,5.00100E-009,5.99880E+009,150.03000E-009,290.62100E-003,1792
1,1,27,60.00000E+000,-2.18700E-009,-27.43484E+009,-131.22000E-009,302.49200E-003,1792,60.00000E+000,32.00000E+000,6.22700E-009,5.13891E+009,199.26400E-009,302.49200E-003,1792
1,1,28,60.00000E+000,-1.24200E-009,-48.30918E+009,-74.52000E-009,314.47200E-003,1792,60.00000E+000,34.00000E+000,6.80200E-009,4.99853E+009,231.26800E-009,314.47200E-003,1792
1,1,29,60.00000E+000,-1.54200E-009,-38.91051E+009,-92.52000E-009,326.48600E-003,1792,60.00000E+000,36.00000E+000,6.18200E-009,5.82336E+009,222.55200E-009,326.48600E-003,1792
