Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,1.20000E-006,306.00000E-012,3.92157E+003,367.20000E-018,18.32000E-003,1600,-1.70000E-006,262.00000E-012,-6.48855E+003,-445.40000E-018,18.32000E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,-294.00000E-012,6.80272E+009,588.00029E-012,23.58000E-003,1664,800.00000E-009,-178.00000E-012,-4.49438E+003,-142.40000E-018,23.58000E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,-947.00000E-012,4.22386E+009,3.78800E-009,28.02200E-003,1728,900.00000E-009,-1.02600E-009,-877.19298E+000,-923.40000E-018,28.02200E-003,1600,0.00000E+000
1,1,4,-6.00000E+000,-498.00000E-012,12.04819E+009,2.98800E-009,31.99300E-003,1728,200.00000E-009,204.00000E-012,980.39216E+000,40.80000E-018,31.99300E-003,1600,0.00000E+000
1,1,5,-8.00000E+000,-502.00000E-012,15.93625E+009,4.01600E-009,35.94400E-003,1728,-1.10000E-006,1.38000E-009,-797.10145E+000,-1.51800E-015,35.94400E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,-1.63400E-009,6.11995E+009,16.34000E-009,39.94200E-003,1728,500.00000E-009,1.01900E-009,490.67713E+000,509.50000E-018,39.94200E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-1.81300E-009,6.61886E+009,21.75600E-009,43.85100E-003,1728,-200.00000E-009,265.00000E-012,-754.71698E+000,-53.00000E-018,43.85100E-003,1600,0.00000E+000
1,1,8,-14.00000E+000,-1.25700E-009,11.13763E+009,17.59800E-009,47.78400E-003,1728,500.00000E-009,601.00000E-012,831.94676E+000,300.50000E-018,47.78400E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-786.00000E-012,20.35623E+009,12.57600E-009,51.74700E-003,1728,600.00000E-009,792.00000E-012,757.57576E+000,475.20000E-018,51.74700E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,-1.00100E-009,17.98202E+009,18.01800E-009,55.99900E-003,1728,1.30000E-006,507.00000E-012,2.56410E+003,659.10000E-018,55.99900E-003,1600,0.00000E+000
1,1,11,-20.00000E+000,-1.39500E-009,14.33692E+009,27.90000E-009,60.51400E-003,1728,-400.00000E-009,-286.00000E-012,1.39860E+003,114.40000E-018,60.51400E-003,1600,0.00000E+000
1,1,12,-22.00000E+000,-966.00000E-012,22.77433E+009,21.25200E-009,65.12000E-003,1792,-1.40000E-006,324.00000E-012,-4.32099E+003,-453.60000E-018,65.12000E-003,1600,0.00000E+000
1,1,13,-24.00000E+000,-429.00000E-012,55.94406E+009,10.29600E-009,69.08400E-003,1792,-1.30000E-006,896.00000E-012,-1.45089E+003,-1.16480E-015,69.08400E-003,1600,0.00000E+000
1,1,14,-26.00000E+000,-1.03300E-009,25.16941E+009,26.85800E-009,73.04400E-003,1792,-200.00000E-009,271.00000E-012,-738.00738E+000,-54.20000E-018,73.04400E-003,1600,0.00000E+000
1,1,15,-28.00000E+000,-1.34300E-009,20.84885E+009,37.60400E-009,77.01800E-003,1792,700.00000E-009,-362.00000E-012,-1.93370E+003,-253.40000E-018,77.01800E-003,1600,0.00000E+000
1,1,16,-30.00000E+000,-1.09500E-009,27.39726E+009,32.85000E-009,80.95600E-003,1792,-1.30000E-006,109.00000E-012,-11.92661E+003,-141.70000E-018,80.95600E-003,1600,0.00000E+000
1,1,17,-32.00000E+000,-731.00000E-012,43.77565E+009,23.39200E-009,84.95000E-003,1792,-800.00000E-009,470.00000E-012,-1.70213E+003,-376.00000E-018,84.95000E-003,1600,0.00000E+000
1,1,18,-34.00000E+000,-859.00000E-012,39.58091E+009,29.20600E-009,88.87900E-003,1792,-200.00000E-009,491.00000E-012,-407.33198E+000,-98.20000E-018,88.87900E-003,1600,0.00000E+000
1,1,19,-36.00000E+000,-1.43600E-009,25.06964E+009,51.69600E-009,92.82200E-003,1792,100.00000E-009,-412.00000E-012,-242.71845E+000,-41.20000E-018,92.82200E-003,1600,0.00000E+000
1,1,20,-38.00000E+000,-1.45800E-009,26.06310E+009,55.40400E-009,96.77200E-003,1792,1.10000E-006,-299.00000E-012,-3.67893E+003,-328.90000E-018,96.77200E-003,1600,0.00000E+000
1,1,21,-40.00000E+000,-836.00000E-012,47.84689E+009,33.44000E-009,100.72700E-003,1792,-1.10000E-006,488.00000E-012,-2.25410E+003,-536.80000E-018,100.72700E-003,1600,0.00000E+000
1,1,22,-42.00000E+000,-627.00000E-012,66.98565E+009,26.33400E-009,104.69800E-003,1792,-700.00000E-009,947.00000E-012,-739.17635E+000,-662.90000E-018,104.69800E-003,1600,0.00000E+000
1,1,23,-44.00000E+000,-1.54000E-009,28.57143E+009,67.76000E-009,108.78800E-003,1792,-1.40000E-006,-305.00000E-012,4.59016E+003,427.00000E-018,108.78800E-003,1600,0.00000E+000
1,1,24,-46.00000E+000,-1.98600E-009,23.16213E+009,91.35600E-009,112.74000E-003,1792,200.00000E-009,-658.00000E-012,-303.95137E+000,-131.60000E-018,112.74000E-003,1600,0.00000E+000
1,1,25,-48.00000E+000,-1.13200E-009,42.40283E+009,54.33600E-009,116.74900E-003,1792,700.00000E-009,599.00000E-012,1.16861E+003,419.30000E-018,116.74900E-003,1600,0.00000E+000
1,1,26,-50.00000E+000,-921.00000E-012,54.28882E+009,46.05000E-009,121.26200E-003,1792,1.80000E-006,1.25800E-009,1.43084E+003,2.26440E-015,121.26200E-003,1600,0.00000E+000
1,1,27,-52.00000E+000,-1.98500E-009,26.19647E+009,103.22000E-009,125.48000E-003,1792,0.00000E+000,82.00000E-012,0.00000E+000,0.00000E+000,125.48000E-003,1600,0.00000E+000
1,1,28,-54.00000E+000,-2.32800E-009,23.19588E+009,125.71200E-009,129.98800E-003,1792,-4.20000E-006,280.00000E-012,-15.00000E+003,-1.17600E-015,129.98800E-003,1600,0.00000E+000
1,1,29,-56.00000E+000,-1.88100E-009,29.77140E+009,105.33600E-009,133.96300E-003,1792,1.70000E-006,1.44700E-009,1.17484E+003,2.45990E-015,133.96300E-003,1600,0.00000E+000
1,1,30,-58.00000E+000,-2.04700E-009,28.33415E+009,118.72600E-009,137.90700E-003,1792,2.00000E-006,2.36800E-009,844.59459E+000,4.73600E-015,137.90700E-003,1600,0.00000E+000
1,1,31,-60.00000E+000,-3.49300E-009,17.17721E+009,209.58000E-009,141.86400E-003,1792,1.30000E-006,1.59100E-009,817.09617E+000,2.06830E-015,141.86400E-003,1600,0.00000E+000
1,1,32,-62.00000E+000,-4.57100E-009,13.56377E+009,283.40200E-009,145.82700E-003,1792,100.00000E-009,1.58000E-009,63.29114E+000,158.00000E-018,145.82700E-003,1600,0.00000E+000
1,1,33,-64.00000E+000,-4.08700E-009,15.65941E+009,261.56800E-009,149.80100E-003,1792,-700.00000E-009,3.42500E-009,-204.37956E+000,-2.39750E-015,149.80100E-003,1600,0.00000E+000
1,1,34,-66.00000E+000,-4.20600E-009,15.69187E+009,277.59600E-009,153.85500E-003,1792,2.30000E-006,5.11900E-009,449.30651E+000,11.77370E-015,153.85500E-003,1600,0.00000E+000
1,1,35,-68.00000E+000,-6.05100E-009,11.23781E+009,411.46800E-009,157.92900E-003,1792,1.10000E-006,4.25700E-009,258.39793E+000,4.68270E-015,157.92900E-003,1600,0.00000E+000
1,1,36,-70.00000E+000,-7.50100E-009,9.33209E+009,525.07000E-009,162.14800E-003,1792,-900.00000E-009,4.28400E-009,-210.08403E+000,-3.85560E-015,162.14800E-003,1600,0.00000E+000
1,1,37,-72.00000E+000,-7.41000E-009,9.71660E+009,533.52000E-009,166.29500E-003,1792,300.00000E-009,6.38400E-009,46.99248E+000,1.91520E-015,166.29500E-003,1600,0.00000E+000
