Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,800.00000E-009,-373.00000E-012,-2.14477E+003,-298.40000E-018,18.77900E-003,1600,0.00000E+000,1.70000E-006,-606.00000E-012,-2.80528E+003,-1.03020E-015,18.77900E-003,1600,0.00000E+000
1,1,2,2.00000E+000,213.00000E-012,9.38968E+009,426.00021E-012,23.86400E-003,1664,2.00000E+000,-1.40000E-006,3.00000E-012,-466.66667E+003,-4.20000E-018,23.86400E-003,1600,0.00000E+000
1,1,3,4.00000E+000,900.00000E-012,4.44444E+009,3.60000E-009,28.04400E-003,1728,4.00000E+000,-900.00000E-009,730.00000E-012,-1.23288E+003,-657.00000E-018,28.04400E-003,1600,0.00000E+000
1,1,4,6.00000E+000,223.00000E-012,26.90583E+009,1.33800E-009,32.01800E-003,1728,6.00000E+000,1.30000E-006,-136.00000E-012,-9.55882E+003,-176.80000E-018,32.01800E-003,1600,0.00000E+000
1,1,5,8.00000E+000,-61.00000E-012,-131.14754E+009,-488.00000E-012,35.96200E-003,1728,8.00000E+000,-1.10000E-006,-717.00000E-012,1.53417E+003,788.70000E-018,35.96200E-003,1600,0.00000E+000
1,1,6,10.00000E+000,373.00000E-012,26.80965E+009,3.73000E-009,39.86800E-003,1728,10.00000E+000,1.10000E-006,-75.00000E-012,-14.66667E+003,-82.50000E-018,39.86800E-003,1600,0.00000E+000
1,1,7,12.00000E+000,766.00000E-012,15.66580E+009,9.19200E-009,43.80000E-003,1728,12.00000E+000,-500.00000E-009,248.00000E-012,-2.01613E+003,-124.00000E-018,43.80000E-003,1600,0.00000E+000
1,1,8,14.00000E+000,605.00000E-012,23.14050E+009,8.47000E-009,47.73600E-003,1728,14.00000E+000,400.00000E-009,127.00000E-012,3.14961E+003,50.80000E-018,47.73600E-003,1600,0.00000E+000
1,1,9,16.00000E+000,130.00000E-012,123.07692E+009,2.08000E-009,52.34200E-003,1728,16.00000E+000,-1.70000E-006,-651.00000E-012,2.61137E+003,1.10670E-015,52.34200E-003,1600,0.00000E+000
1,1,10,18.00000E+000,509.00000E-012,35.36346E+009,9.16200E-009,56.43900E-003,1728,18.00000E+000,-400.00000E-009,-119.00000E-012,3.36134E+003,47.60000E-018,56.43900E-003,1600,0.00000E+000
