Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State,Gate Source
1,1,1,700.00000E-009,7.00000E-012,100.00000E+003,4.90000E-018,18.63500E-003,1600,1.80000E-006,25.00000E-012,72.00000E+003,45.00000E-018,18.63500E-003,1600,0.00000E+000
1,1,2,-2.00000E+000,467.00000E-012,-4.28266E+009,-934.00047E-012,23.29000E-003,1664,-1.60000E-006,1.00500E-009,-1.59204E+003,-1.60800E-015,23.29000E-003,1600,0.00000E+000
1,1,3,-4.00000E+000,-522.00000E-012,7.66284E+009,2.08800E-009,27.47000E-003,1728,-1.00000E-006,-234.00000E-012,4.27350E+003,234.00000E-018,27.47000E-003,1600,0.00000E+000
1,1,4,-6.00000E+000,-1.05400E-009,5.69260E+009,6.32400E-009,31.41400E-003,1728,-400.00000E-009,-916.00000E-012,436.68122E+000,366.40000E-018,31.41400E-003,1600,0.00000E+000
1,1,5,-8.00001E+000,-456.00000E-012,17.54388E+009,3.64800E-009,35.36300E-003,1728,-1.00000E-006,59.00000E-012,-16.94915E+003,-59.00000E-018,35.36300E-003,1600,0.00000E+000
1,1,6,-10.00000E+000,-27.00000E-012,370.37037E+009,270.00000E-012,39.26200E-003,1728,-1.90000E-006,644.00000E-012,-2.95031E+003,-1.22360E-015,39.26200E-003,1600,0.00000E+000
1,1,7,-12.00000E+000,-428.00000E-012,28.03738E+009,5.13600E-009,52.16000E-003,1728,-1.30000E-006,191.00000E-012,-6.80628E+003,-248.30000E-018,52.16000E-003,1600,0.00000E+000
1,1,8,-14.00001E+000,6.00000E-012,-2.33333E+012,-84.00006E-012,56.54300E-003,1728,-2.00000E-006,1.15700E-009,-1.72861E+003,-2.31400E-015,56.54300E-003,1600,0.00000E+000
1,1,9,-16.00000E+000,-834.00000E-012,19.18465E+009,13.34400E-009,60.63900E-003,1728,-900.00000E-009,-31.00000E-012,29.03226E+003,27.90000E-018,60.63900E-003,1600,0.00000E+000
1,1,10,-18.00000E+000,-1.31500E-009,13.68821E+009,23.67000E-009,64.67600E-003,1728,900.00000E-009,-753.00000E-012,-1.19522E+003,-677.70000E-018,64.67600E-003,1600,0.00000E+000
1,1,11,-20.00000E+000,-705.00000E-012,28.36879E+009,14.10000E-009,69.08100E-003,1728,-200.00000E-009,188.00000E-012,-1.06383E+003,-37.60000E-018,69.08100E-003,1600,0.00000E+000
1,1,12,-22.00000E+000,-55.00000E-012,400.00000E+009,1.21000E-009,73.25400E-003,1792,-1.10000E-006,1.08600E-009,-1.01289E+003,-1.19460E-015,73.25400E-003,1600,0.00000E+000
1,1,13,-24.00000E+000,-950.00000E-012,25.26316E+009,22.80000E-009,77.20600E-003,1792,800.00000E-009,-54.00000E-012,-14.81481E+003,-43.20000E-018,77.20600E-003,1600,0.00000E+000
1,1,14,-26.00000E+000,-1.35500E-009,19.18819E+009,35.23000E-009,81.14900E-003,1792,-200.00000E-009,-737.00000E-012,271.37042E+000,147.40000E-018,81.14900E-003,1600,0.00000E+000
1,1,15,-28.00000E+000,-829.00000E-012,33.77563E+009,23.21200E-009,85.20100E-003,1792,-3.90000E-006,80.00000E-012,-48.75000E+003,-312.00000E-018,85.20100E-003,1600,0.00000E+000
1,1,16,-30.00000E+000,-413.00000E-012,72.63923E+009,12.39000E-009,89.16900E-003,1792,-1.00000E-006,641.00000E-012,-1.56006E+003,-641.00000E-018,89.16900E-003,1600,0.00000E+000
1,1,17,-32.00000E+000,-945.00000E-012,33.86243E+009,30.24000E-009,93.25100E-003,1792,400.00000E-009,51.00000E-012,7.84314E+003,20.40000E-018,93.25100E-003,1600,0.00000E+000
1,1,18,-34.00000E+000,-1.34100E-009,25.35421E+009,45.59400E-009,97.57100E-003,1792,200.00000E-009,-621.00000E-012,-322.06119E+000,-124.20000E-018,97.57100E-003,1600,0.00000E+000
1,1,19,-36.00000E+000,-921.00000E-012,39.08795E+009,33.15600E-009,101.66400E-003,1792,2.60000E-006,31.00000E-012,83.87097E+003,80.60000E-018,101.66400E-003,1600,0.00000E+000
1,1,20,-38.00000E+000,-494.00000E-012,76.92308E+009,18.77200E-009,105.95800E-003,1792,500.00000E-009,743.00000E-012,672.94751E+000,371.50000E-018,105.95800E-003,1600,0.00000E+000
1,1,21,-40.00000E+000,-1.05600E-009,37.87879E+009,42.24000E-009,109.92600E-003,1792,500.00000E-009,112.00000E-012,4.46429E+003,56.00000E-018,109.92600E-003,1600,0.00000E+000
1,1,22,-42.00000E+000,-1.40100E-009,29.97859E+009,58.84200E-009,113.87700E-003,1792,600.00000E-009,-527.00000E-012,-1.13852E+003,-316.20000E-018,113.87700E-003,1600,0.00000E+000
1,1,23,-44.00000E+000,-1.17000E-009,37.60684E+009,51.48000E-009,117.81500E-003,1792,100.00000E-009,-49.00000E-012,-2.04082E+003,-4.90000E-018,117.81500E-003,1600,0.00000E+000
1,1,24,-46.00000E+000,-876.00000E-012,52.51142E+009,40.29600E-009,121.75400E-003,1792,2.20000E-006,501.00000E-012,4.39122E+003,1.10220E-015,121.75400E-003,1600,0.00000E+000
1,1,25,-48.00000E+000,-993.00000E-012,48.33837E+009,47.66400E-009,125.66400E-003,1792,400.00000E-009,697.00000E-012,573.88809E+000,278.80000E-018,125.66400E-003,1600,0.00000E+000
1,1,26,-50.00000E+000,-1.71300E-009,29.18856E+009,85.65000E-009,129.62000E-003,1792,1.00000E-006,-234.00000E-012,-4.27350E+003,-234.00000E-018,129.62000E-003,1600,0.00000E+000
1,1,27,-52.00000E+000,-1.81100E-009,28.71342E+009,94.17200E-009,133.69800E-003,1792,2.40000E-006,-146.00000E-012,-16.43836E+003,-350.40000E-018,133.69800E-003,1600,0.00000E+000
1,1,28,-54.00000E+000,-1.34000E-009,40.29851E+009,72.36000E-009,138.13700E-003,1792,-2.20000E-006,908.00000E-012,-2.42291E+003,-1.99760E-015,138.13700E-003,1600,0.00000E+000
1,1,29,-56.00000E+000,-1.55900E-009,35.92046E+009,87.30400E-009,142.22500E-003,1792,-400.00000E-009,1.32900E-009,-300.97818E+000,-531.60000E-018,142.22500E-003,1600,0.00000E+000
1,1,30,-58.00000E+000,-2.56000E-009,22.65625E+009,148.48000E-009,146.65200E-003,1792,1.90000E-006,544.00000E-012,3.49265E+003,1.03360E-015,146.65200E-003,1600,0.00000E+000
1,1,31,-60.00000E+000,-2.79700E-009,21.45156E+009,167.82000E-009,150.69100E-003,1792,1.50000E-006,1.10000E-009,1.36364E+003,1.65000E-015,150.69100E-003,1600,0.00000E+000
1,1,32,-62.00000E+000,-2.70100E-009,22.95446E+009,167.46200E-009,154.64900E-003,1792,-1.70000E-006,2.19100E-009,-775.90141E+000,-3.72470E-015,154.64900E-003,1600,0.00000E+000
1,1,33,-64.00000E+000,-3.12200E-009,20.49968E+009,199.80800E-009,158.59100E-003,1792,4.70000E-006,3.04000E-009,1.54605E+003,14.28800E-015,158.59100E-003,1600,0.00000E+000
1,1,34,-66.00000E+000,-4.50800E-009,14.64064E+009,297.52800E-009,162.49700E-003,1792,1.40000E-006,2.47400E-009,565.88521E+000,3.46360E-015,162.49700E-003,1600,0.00000E+000
1,1,35,-68.00000E+000,-5.38800E-009,12.62064E+009,366.38400E-009,166.53400E-003,1792,-600.00000E-009,2.71700E-009,-220.83180E+000,-1.63020E-015,166.53400E-003,1600,0.00000E+000
1,1,36,-70.00000E+000,-5.24300E-009,13.35113E+009,367.01000E-009,170.48600E-003,1792,-400.00000E-009,4.46800E-009,-89.52551E+000,-1.78720E-015,170.48600E-003,1600,0.00000E+000
1,1,37,-72.00000E+000,-5.40400E-009,13.32346E+009,389.08800E-009,174.55700E-003,1792,2.90000E-006,5.75700E-009,503.73458E+000,16.69530E-015,174.55700E-003,1600,0.00000E+000
1,1,38,-74.00000E+000,-7.24300E-009,10.21676E+009,535.98200E-009,178.93000E-003,1792,1.60000E-006,4.66300E-009,343.12674E+000,7.46080E-015,178.93000E-003,1600,0.00000E+000
1,1,39,-76.00000E+000,-8.42100E-009,9.02506E+009,639.99600E-009,182.99200E-003,1792,1.70000E-006,4.51000E-009,376.94013E+000,7.66700E-015,182.99200E-003,1600,0.00000E+000
1,1,40,-78.00000E+000,-8.12100E-009,9.60473E+009,633.43800E-009,187.41400E-003,1792,1.60000E-006,5.85900E-009,273.08414E+000,9.37440E-015,187.41400E-003,1600,0.00000E+000
1,1,41,-80.00000E+000,-8.70400E-009,9.19118E+009,696.32000E-009,191.59200E-003,1792,3.70000E-006,6.45600E-009,573.11029E+000,23.88720E-015,191.59200E-003,1600,0.00000E+000
1,1,42,-82.00000E+000,-10.60200E-009,7.73439E+009,869.36400E-009,195.49700E-003,1792,6.30000E-006,5.28200E-009,1.19273E+003,33.27660E-015,195.49700E-003,1600,0.00000E+000
1,1,43,-84.00000E+000,-11.97200E-009,7.01637E+009,1.00565E-006,199.42800E-003,1792,1.20000E-006,4.89400E-009,245.19820E+000,5.87280E-015,199.42800E-003,1600,0.00000E+000
1,1,44,-86.00000E+000,-11.92500E-009,7.21174E+009,1.02555E-006,203.35300E-003,1792,1.80000E-006,6.45600E-009,278.81041E+000,11.62080E-015,203.35300E-003,1600,0.00000E+000
1,1,45,-88.00000E+000,-12.22200E-009,7.20013E+009,1.07554E-006,207.28000E-003,1792,3.70000E-006,7.76800E-009,476.31308E+000,28.74160E-015,207.28000E-003,1600,0.00000E+000
1,1,46,-90.00000E+000,-14.34500E-009,6.27396E+009,1.29105E-006,211.36200E-003,1792,3.40000E-006,6.57400E-009,517.18893E+000,22.35160E-015,211.36200E-003,1600,0.00000E+000
1,1,47,-92.00000E+000,-15.58200E-009,5.90425E+009,1.43354E-006,215.80400E-003,1792,1.50000E-006,5.88100E-009,255.05866E+000,8.82150E-015,215.80400E-003,1600,0.00000E+000
1,1,48,-94.00000E+000,-15.67500E-009,5.99681E+009,1.47345E-006,219.87100E-003,1792,4.40000E-006,7.37800E-009,596.36758E+000,32.46320E-015,219.87100E-003,1600,0.00000E+000
1,1,49,-96.00000E+000,-16.12100E-009,5.95497E+009,1.54762E-006,224.13400E-003,1792,4.60000E-006,8.85900E-009,519.24596E+000,40.75140E-015,224.13400E-003,1600,0.00000E+000
1,1,50,-98.00000E+000,-18.25400E-009,5.36869E+009,1.78889E-006,228.12000E-003,1792,4.30000E-006,7.52900E-009,571.12498E+000,32.37470E-015,228.12000E-003,1600,0.00000E+000
1,1,51,-100.00000E+000,-20.05000E-009,4.98753E+009,2.00500E-006,232.08200E-003,1792,4.00000E-006,7.22000E-009,554.01662E+000,28.88000E-015,232.08200E-003,1600,0.00000E+000
1,2,1,-400.00000E-009,3.02300E-009,-132.31889E+000,-1.20920E-015,362.40200E-003,1600,-10.00000E+000,-4.10400E-009,2.43665E+009,41.04000E-009,362.40200E-003,1728,-10.00000E+000
1,2,2,-2.00000E+000,847.00000E-012,-2.36128E+009,-1.69400E-009,366.89200E-003,1664,-10.00000E+000,-2.21500E-009,4.51467E+009,22.15000E-009,366.89200E-003,1728,-10.00000E+000
1,2,3,-4.00000E+000,671.00000E-012,-5.96125E+009,-2.68400E-009,371.20700E-003,1728,-10.00000E+000,-467.00000E-012,21.41328E+009,4.67000E-009,371.20700E-003,1728,-10.00000E+000
1,2,4,-6.00000E+000,421.00000E-012,-14.25178E+009,-2.52600E-009,375.17100E-003,1728,-10.00000E+000,163.00000E-012,-61.34969E+009,-1.63000E-009,375.17100E-003,1728,-10.00000E+000
1,2,5,-8.00000E+000,-553.00000E-012,14.46655E+009,4.42400E-009,379.14900E-003,1728,-10.00000E+000,-937.00000E-012,10.67236E+009,9.37000E-009,379.14900E-003,1728,-10.00000E+000
1,2,6,-10.00000E+000,-923.00000E-012,10.83424E+009,9.23000E-009,383.11700E-003,1728,-10.00000E+000,-1.18900E-009,8.41043E+009,11.89000E-009,383.11700E-003,1728,-10.00000E+000
1,2,7,-12.00000E+000,-70.00000E-012,171.42857E+009,840.00000E-012,387.06500E-003,1728,-10.00000E+000,-48.00000E-012,208.33333E+009,480.00000E-012,387.06500E-003,1728,-10.00000E+000
1,2,8,-14.00000E+000,499.00000E-012,-28.05611E+009,-6.98600E-009,391.01900E-003,1728,-10.00000E+000,782.00000E-012,-12.78772E+009,-7.82000E-009,391.01900E-003,1728,-10.00000E+000
1,2,9,-16.00000E+000,-717.00000E-012,22.31520E+009,11.47200E-009,394.97200E-003,1728,-10.00000E+000,-721.00000E-012,13.86963E+009,7.21000E-009,394.97200E-003,1728,-10.00000E+000
1,2,10,-18.00000E+000,-1.46200E-009,12.31190E+009,26.31600E-009,399.13700E-003,1728,-10.00000E+000,-1.14900E-009,8.70322E+009,11.49000E-009,399.13700E-003,1728,-10.00000E+000
1,2,11,-20.00000E+000,-1.25200E-009,15.97444E+009,25.04000E-009,403.15400E-003,1728,-10.00000E+000,899.00000E-012,-11.12347E+009,-8.99000E-009,403.15400E-003,1728,-10.00000E+000
1,2,12,-22.00000E+000,-822.00000E-012,26.76399E+009,18.08400E-009,407.34300E-003,1792,-10.00000E+000,2.06400E-009,-4.84496E+009,-20.64000E-009,407.34300E-003,1728,-10.00000E+000
1,2,13,-24.00000E+000,-1.89600E-009,12.65823E+009,45.50400E-009,411.31900E-003,1792,-10.00000E+000,432.00000E-012,-23.14815E+009,-4.32000E-009,411.31900E-003,1728,-10.00000E+000
1,2,14,-26.00000E+000,-2.14900E-009,12.09865E+009,55.87400E-009,415.28700E-003,1792,-10.00000E+000,-482.00000E-012,20.74689E+009,4.82000E-009,415.28700E-003,1728,-10.00000E+000
1,2,15,-28.00000E+000,-1.16500E-009,24.03433E+009,32.62000E-009,419.36000E-003,1792,-10.00000E+000,574.00000E-012,-17.42160E+009,-5.74000E-009,419.36000E-003,1728,-10.00000E+000
1,2,16,-30.00000E+000,-385.00000E-012,77.92208E+009,11.55000E-009,423.35300E-003,1792,-10.00000E+000,1.27200E-009,-7.86164E+009,-12.72000E-009,423.35300E-003,1728,-10.00000E+000
1,2,17,-32.00000E+000,-1.23600E-009,25.88997E+009,39.55200E-009,427.30300E-003,1792,-10.00000E+000,61.00000E-012,-163.93443E+009,-610.00000E-012,427.30300E-003,1728,-10.00000E+000
1,2,18,-34.00000E+000,-1.63500E-009,20.79511E+009,55.59000E-009,431.27300E-003,1792,-10.00000E+000,-625.00000E-012,16.00000E+009,6.25000E-009,431.27300E-003,1728,-10.00000E+000
1,2,19,-36.00000E+000,-1.03800E-009,34.68208E+009,37.36800E-009,435.22300E-003,1792,-10.00000E+000,236.00000E-012,-42.37288E+009,-2.36000E-009,435.22300E-003,1728,-10.00000E+000
1,2,20,-38.00000E+000,-565.00000E-012,67.25664E+009,21.47000E-009,439.17400E-003,1792,-10.00000E+000,722.00000E-012,-13.85042E+009,-7.22000E-009,439.17400E-003,1728,-10.00000E+000
1,2,21,-40.00000E+000,-1.09900E-009,36.39672E+009,43.96000E-009,443.13000E-003,1792,-10.00000E+000,99.00000E-012,-101.01010E+009,-990.00000E-012,443.13000E-003,1728,-10.00000E+000
1,2,22,-42.00000E+000,-1.43600E-009,29.24791E+009,60.31200E-009,447.09800E-003,1792,-10.00000E+000,-542.00000E-012,18.45018E+009,5.42000E-009,447.09800E-003,1728,-10.00000E+000
1,2,23,-44.00000E+000,-1.15600E-009,38.06228E+009,50.86400E-009,451.07500E-003,1792,-10.00000E+000,-107.00000E-012,93.45794E+009,1.07000E-009,451.07500E-003,1728,-10.00000E+000
1,2,24,-46.00000E+000,-758.00000E-012,60.68602E+009,34.86800E-009,455.04600E-003,1792,-10.00000E+000,412.00000E-012,-24.27184E+009,-4.12000E-009,455.04600E-003,1728,-10.00000E+000
1,2,25,-48.00000E+000,-814.00000E-012,58.96806E+009,39.07200E-009,459.01400E-003,1792,-10.00000E+000,418.00000E-012,-23.92344E+009,-4.18000E-009,459.01400E-003,1728,-10.00000E+000
1,2,26,-50.00000E+000,-1.44900E-009,34.50656E+009,72.45000E-009,462.98200E-003,1792,-10.00000E+000,-588.00000E-012,17.00680E+009,5.88000E-009,462.98200E-003,1728,-10.00000E+000
1,2,27,-52.00000E+000,-1.55400E-009,33.46203E+009,80.80800E-009,466.95600E-003,1792,-10.00000E+000,-528.00000E-012,18.93939E+009,5.28000E-009,466.95600E-003,1728,-10.00000E+000
1,2,28,-54.00000E+000,-847.00000E-012,63.75443E+009,45.73800E-009,470.98800E-003,1792,-10.00000E+000,368.00000E-012,-27.17391E+009,-3.68000E-009,470.98800E-003,1728,-10.00000E+000
1,2,29,-56.00000E+000,-656.00000E-012,85.36585E+009,36.73600E-009,475.00800E-003,1792,-10.00000E+000,805.00000E-012,-12.42236E+009,-8.05000E-009,475.00800E-003,1728,-10.00000E+000
1,2,30,-58.00000E+000,-1.54000E-009,37.66234E+009,89.32000E-009,478.97800E-003,1792,-10.00000E+000,-493.00000E-012,20.28398E+009,4.93000E-009,478.97800E-003,1728,-10.00000E+000
1,2,31,-60.00000E+000,-1.99800E-009,30.03003E+009,119.88000E-009,482.93700E-003,1792,-10.00000E+000,-933.00000E-012,10.71811E+009,9.33000E-009,482.93700E-003,1728,-10.00000E+000
1,2,32,-62.00000E+000,-1.10700E-009,56.00723E+009,68.63400E-009,486.93500E-003,1792,-10.00000E+000,392.00000E-012,-25.51020E+009,-3.92000E-009,486.93500E-003,1728,-10.00000E+000
1,2,33,-64.00000E+000,-483.00000E-012,132.50518E+009,30.91200E-009,490.91100E-003,1792,-10.00000E+000,1.37100E-009,-7.29395E+009,-13.71000E-009,490.91100E-003,1728,-10.00000E+000
1,2,34,-66.00000E+000,-1.79800E-009,36.70745E+009,118.66800E-009,494.87800E-003,1792,-10.00000E+000,-101.00000E-012,99.00990E+009,1.01000E-009,494.87800E-003,1728,-10.00000E+000
1,2,35,-68.00000E+000,-2.43200E-009,27.96053E+009,165.37600E-009,498.85600E-003,1792,-10.00000E+000,-650.00000E-012,15.38462E+009,6.50000E-009,498.85600E-003,1728,-10.00000E+000
1,2,36,-70.00000E+000,-1.73900E-009,40.25302E+009,121.73000E-009,502.82800E-003,1792,-10.00000E+000,840.00000E-012,-11.90476E+009,-8.40000E-009,502.82800E-003,1728,-10.00000E+000
1,2,37,-72.00000E+000,-1.37400E-009,52.40175E+009,98.92800E-009,506.79700E-003,1792,-10.00000E+000,1.97600E-009,-5.06073E+009,-19.76000E-009,506.79700E-003,1728,-10.00000E+000
1,2,38,-74.00000E+000,-2.62400E-009,28.20122E+009,194.17600E-009,510.76600E-003,1792,-10.00000E+000,1.07200E-009,-9.32836E+009,-10.72000E-009,510.76600E-003,1728,-10.00000E+000
1,2,39,-76.00000E+000,-3.47700E-009,21.85792E+009,264.25200E-009,514.78900E-003,1792,-10.00000E+000,661.00000E-012,-15.12859E+009,-6.61000E-009,514.78900E-003,1728,-10.00000E+000
1,2,40,-78.00000E+000,-3.32500E-009,23.45865E+009,259.35000E-009,518.76600E-003,1792,-10.00000E+000,2.07200E-009,-4.82625E+009,-20.72000E-009,518.76600E-003,1728,-10.00000E+000
1,2,41,-80.00000E+000,-3.38900E-009,23.60578E+009,271.12000E-009,522.74200E-003,1792,-10.00000E+000,3.38100E-009,-2.95770E+009,-33.81000E-009,522.74200E-003,1728,-10.00000E+000
1,2,42,-82.00000E+000,-4.68800E-009,17.49147E+009,384.41600E-009,526.71000E-003,1792,-10.00000E+000,3.29200E-009,-3.03767E+009,-32.92000E-009,526.71000E-003,1728,-10.00000E+000
1,2,43,-84.00000E+000,-5.62800E-009,14.92537E+009,472.75200E-009,530.67400E-003,1792,-10.00000E+000,3.14500E-009,-3.17965E+009,-31.45000E-009,530.67400E-003,1728,-10.00000E+000
1,2,44,-86.00000E+000,-5.97800E-009,14.38608E+009,514.10800E-009,534.76100E-003,1792,-10.00000E+000,4.03700E-009,-2.47709E+009,-40.37000E-009,534.76100E-003,1728,-10.00000E+000
1,2,45,-88.00000E+000,-6.45200E-009,13.63918E+009,567.77600E-009,539.04300E-003,1792,-10.00000E+000,5.08800E-009,-1.96541E+009,-50.88000E-009,539.04300E-003,1728,-10.00000E+000
1,2,46,-90.00000E+000,-7.73100E-009,11.64144E+009,695.79000E-009,543.56900E-003,1792,-10.00000E+000,4.75800E-009,-2.10172E+009,-47.58000E-009,543.56900E-003,1728,-10.00000E+000
1,2,47,-92.00000E+000,-8.97500E-009,10.25070E+009,825.70000E-009,547.97200E-003,1792,-10.00000E+000,4.09900E-009,-2.43962E+009,-40.99000E-009,547.97200E-003,1728,-10.00000E+000
1,2,48,-94.00000E+000,-9.56100E-009,9.83161E+009,898.73400E-009,552.09700E-003,1792,-10.00000E+000,5.34400E-009,-1.87126E+009,-53.44000E-009,552.09700E-003,1728,-10.00000E+000
1,2,49,-96.00000E+000,-9.95900E-009,9.63952E+009,956.06400E-009,556.30500E-003,1792,-10.00000E+000,6.54600E-009,-1.52765E+009,-65.46000E-009,556.30500E-003,1728,-10.00000E+000
1,2,50,-98.00000E+000,-11.88600E-009,8.24499E+009,1.16483E-006,560.91700E-003,1792,-10.00000E+000,5.77700E-009,-1.73100E+009,-57.77000E-009,560.91700E-003,1728,-10.00000E+000
1,2,51,-100.00000E+000,-13.55400E-009,7.37790E+009,1.35540E-006,565.05200E-003,1792,-10.00000E+000,5.46900E-009,-1.82849E+009,-54.69000E-009,565.05200E-003,1728,-10.00000E+000
1,3,1,-300.00000E-009,2.49100E-009,-120.43356E+000,-747.30000E-018,748.79800E-003,1600,-20.00000E+000,-4.58000E-009,4.36681E+009,91.60000E-009,748.79800E-003,1728,-20.00000E+000
1,3,2,-2.00000E+000,1.40900E-009,-1.41945E+009,-2.81800E-009,753.43500E-003,1664,-20.00000E+000,-1.40900E-009,14.19446E+009,28.18000E-009,753.43500E-003,1728,-20.00000E+000
1,3,3,-4.00000E+000,1.09300E-009,-3.65965E+009,-4.37200E-009,757.79100E-003,1728,-20.00000E+000,211.00000E-012,-94.78673E+009,-4.22000E-009,757.79100E-003,1728,-20.00000E+000
1,3,4,-6.00000E+000,-373.00000E-012,16.08579E+009,2.23800E-009,761.91800E-003,1728,-20.00000E+000,-947.00000E-012,21.11932E+009,18.94000E-009,761.91800E-003,1728,-20.00000E+000
1,3,5,-8.00000E+000,-1.03800E-009,7.70713E+009,8.30400E-009,765.89300E-003,1728,-20.00000E+000,-1.43000E-009,13.98601E+009,28.60000E-009,765.89300E-003,1728,-20.00000E+000
1,3,6,-10.00000E+000,-123.00000E-012,81.30081E+009,1.23000E-009,769.85500E-003,1728,-20.00000E+000,-160.00000E-012,125.00000E+009,3.20000E-009,769.85500E-003,1728,-20.00000E+000
1,3,7,-12.00000E+000,551.00000E-012,-21.77858E+009,-6.61200E-009,773.82600E-003,1728,-20.00000E+000,721.00000E-012,-27.73925E+009,-14.42000E-009,773.82600E-003,1728,-20.00000E+000
1,3,8,-14.00001E+000,-586.00000E-012,23.89080E+009,8.20401E-009,777.82000E-003,1728,-20.00000E+000,-637.00000E-012,31.39717E+009,12.74000E-009,777.82000E-003,1728,-20.00000E+000
1,3,9,-16.00000E+000,-1.43300E-009,11.16539E+009,22.92800E-009,781.80100E-003,1728,-20.00000E+000,-971.00000E-012,20.59732E+009,19.42000E-009,781.80100E-003,1728,-20.00000E+000
1,3,10,-18.00000E+000,-3.74200E-009,4.81026E+009,67.35600E-009,786.22000E-003,1728,-20.00000E+000,3.26000E-009,-6.13497E+009,-65.20000E-009,786.22000E-003,1728,-20.00000E+000
1,3,11,-20.00001E+000,-5.89200E-009,3.39443E+009,117.84006E-009,790.76000E-003,1728,-20.00000E+000,7.15100E-009,-2.79681E+009,-143.02000E-009,790.76000E-003,1728,-20.00000E+000
1,3,12,-22.00000E+000,-8.06900E-009,2.72648E+009,177.51800E-009,795.33900E-003,1792,-20.00000E+000,6.47700E-009,-3.08785E+009,-129.54000E-009,795.33900E-003,1728,-20.00000E+000
1,3,13,-24.00000E+000,-8.67300E-009,2.76721E+009,208.15200E-009,799.40800E-003,1792,-20.00000E+000,6.00900E-009,-3.32834E+009,-120.18000E-009,799.40800E-003,1728,-20.00000E+000
1,3,14,-26.00000E+000,-7.19400E-009,3.61412E+009,187.04400E-009,803.36200E-003,1792,-20.00000E+000,6.74900E-009,-2.96340E+009,-134.98000E-009,803.36200E-003,1728,-20.00000E+000
1,3,15,-28.00000E+000,-5.59200E-009,5.00715E+009,156.57600E-009,807.30600E-003,1792,-20.00000E+000,6.77500E-009,-2.95203E+009,-135.50000E-009,807.30600E-003,1728,-20.00000E+000
1,3,16,-30.00000E+000,-5.77500E-009,5.19481E+009,173.25000E-009,811.30900E-003,1792,-20.00000E+000,4.23700E-009,-4.72032E+009,-84.74000E-009,811.30900E-003,1728,-20.00000E+000
1,3,17,-32.00000E+000,-5.34000E-009,5.99251E+009,170.88000E-009,815.26900E-003,1792,-20.00000E+000,2.64200E-009,-7.57002E+009,-52.84000E-009,815.26900E-003,1728,-20.00000E+000
1,3,18,-34.00000E+000,-3.79100E-009,8.96861E+009,128.89400E-009,819.22000E-003,1792,-20.00000E+000,3.01100E-009,-6.64231E+009,-60.22000E-009,819.22000E-003,1728,-20.00000E+000
1,3,19,-36.00000E+000,-2.50200E-009,14.38849E+009,90.07200E-009,823.34600E-003,1792,-20.00000E+000,3.26300E-009,-6.12933E+009,-65.26000E-009,823.34600E-003,1728,-20.00000E+000
1,3,20,-38.00000E+000,-3.13300E-009,12.12895E+009,119.05400E-009,827.95000E-003,1792,-20.00000E+000,1.51400E-009,-13.21004E+009,-30.28000E-009,827.95000E-003,1728,-20.00000E+000
1,3,21,-40.00000E+000,-3.35000E-009,11.94030E+009,134.00000E-009,831.95400E-003,1792,-20.00000E+000,580.00000E-012,-34.48276E+009,-11.60000E-009,831.95400E-003,1728,-20.00000E+000
