Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,49.30800E-009,1.21684E+009,2.95848E-006,17.41200E-003,1792,60.00000E+000,-20.00000E+000,949.00000E-012,-21.07482E+009,-18.98000E-009,17.41200E-003,1728
1,1,2,60.00000E+000,33.88600E-009,1.77064E+009,2.03316E-006,31.29000E-003,1792,60.00000E+000,-18.00000E+000,4.26900E-009,-4.21644E+009,-76.84200E-009,31.29000E-003,1728
1,1,3,60.00000E+000,23.44200E-009,2.55951E+009,1.40652E-006,43.08900E-003,1792,60.00000E+000,-16.00000E+000,5.48200E-009,-2.91864E+009,-87.71200E-009,43.08900E-003,1728
1,1,4,60.00000E+000,14.62400E-009,4.10284E+009,877.44000E-009,57.23000E-003,1792,60.00000E+000,-14.00000E+000,7.50100E-009,-1.86642E+009,-105.01400E-009,57.23000E-003,1728
1,1,5,60.00000E+000,8.70600E-009,6.89180E+009,522.36000E-009,60.74000E-003,1792,60.00000E+000,-11.99991E+000,7.31200E-009,-1.64113E+009,-87.74334E-009,60.74000E-003,1728
1,1,6,60.00000E+000,6.43600E-009,9.32256E+009,386.16000E-009,72.51400E-003,1792,60.00000E+000,-10.00000E+000,9.39600E-009,-1.06428E+009,-93.96000E-009,72.51400E-003,1728
1,1,7,60.00000E+000,4.03300E-009,14.87726E+009,241.98000E-009,85.84100E-003,1792,60.00000E+000,-8.00000E+000,8.40200E-009,-952.15425E+006,-67.21600E-009,85.84100E-003,1728
1,1,8,60.00000E+000,3.10800E-009,19.30502E+009,186.48000E-009,89.84400E-003,1792,60.00000E+000,-6.00000E+000,8.90200E-009,-674.00584E+006,-53.41200E-009,89.84400E-003,1728
1,1,9,60.00000E+000,2.53000E-009,23.71542E+009,151.80000E-009,102.61500E-003,1792,60.00000E+000,-4.00000E+000,7.88700E-009,-507.16369E+006,-31.54800E-009,102.61500E-003,1728
1,1,10,60.00000E+000,1.48700E-009,40.34970E+009,89.22000E-009,106.50500E-003,1792,60.00000E+000,-2.00000E+000,8.36700E-009,-239.03394E+006,-16.73397E-009,106.50500E-003,1664
1,1,11,60.00000E+000,523.00000E-012,114.72275E+009,31.38000E-009,110.35900E-003,1792,60.00000E+000,1.00000E-006,7.50000E-009,133.33333E+000,7.50000E-015,110.35900E-003,1600
1,1,12,60.00000E+000,858.00000E-012,69.93007E+009,51.48000E-009,122.36300E-003,1792,60.00000E+000,2.00000E+000,7.66300E-009,260.99439E+006,15.32600E-009,122.36300E-003,1664
1,1,13,60.00000E+000,-239.00000E-012,-251.04603E+009,-14.34000E-009,126.61100E-003,1792,60.00000E+000,4.00000E+000,6.63700E-009,602.68193E+006,26.54800E-009,126.61100E-003,1728
1,1,14,60.00000E+000,30.00000E-012,2.00000E+012,1.80000E-009,140.75700E-003,1792,60.00000E+000,6.00000E+000,6.24100E-009,961.38439E+006,37.44600E-009,140.75700E-003,1728
1,1,15,60.00000E+000,475.00000E-012,126.31579E+009,28.50000E-009,152.83200E-003,1792,60.00000E+000,8.00000E+000,6.25500E-009,1.27898E+009,50.04000E-009,152.83200E-003,1728
1,1,16,60.00000E+000,-108.00000E-012,-555.55556E+009,-6.48000E-009,164.64500E-003,1792,60.00000E+000,10.00000E+000,5.26800E-009,1.89825E+009,52.68000E-009,164.64500E-003,1728
1,1,17,60.00000E+000,-329.00000E-012,-182.37082E+009,-19.74000E-009,176.50300E-003,1792,60.00000E+000,12.00000E+000,4.73300E-009,2.53539E+009,56.79600E-009,176.50300E-003,1728
1,1,18,60.00000E+000,-140.00000E-012,-428.57143E+009,-8.40000E-009,191.80700E-003,1792,60.00000E+000,14.00000E+000,4.59700E-009,3.04546E+009,64.35800E-009,191.80700E-003,1728
1,1,19,60.00000E+000,646.00000E-012,92.87926E+009,38.76000E-009,203.49400E-003,1792,60.00000E+000,16.00000E+000,5.53400E-009,2.89122E+009,88.54400E-009,203.49400E-003,1728
1,1,20,60.00000E+000,-847.00000E-012,-70.83825E+009,-50.82000E-009,215.23800E-003,1792,60.00000E+000,18.00000E+000,5.45400E-009,3.30033E+009,98.17200E-009,215.23800E-003,1728
1,1,21,60.00000E+000,-2.70200E-009,-22.20577E+009,-162.12000E-009,228.89100E-003,1792,60.00000E+000,20.00000E+000,5.42800E-009,3.68460E+009,108.56000E-009,228.89100E-003,1728
1,1,22,60.00000E+000,-5.55000E-009,-10.81081E+009,-333.00000E-009,233.42400E-003,1792,60.00000E+000,22.00000E+000,10.86500E-009,2.02485E+009,239.03000E-009,233.42400E-003,1792
1,1,23,60.00000E+000,-5.38000E-009,-11.15242E+009,-322.80000E-009,245.28600E-003,1792,60.00000E+000,24.00000E+000,8.38400E-009,2.86260E+009,201.21600E-009,245.28600E-003,1792
1,1,24,60.00000E+000,-5.09100E-009,-11.78550E+009,-305.46000E-009,257.14300E-003,1792,60.00000E+000,26.00000E+000,9.39600E-009,2.76713E+009,244.29600E-009,257.14300E-003,1792
1,1,25,60.00000E+000,-4.51500E-009,-13.28904E+009,-270.90000E-009,270.10600E-003,1792,60.00000E+000,28.00000E+000,9.88100E-009,2.83372E+009,276.66800E-009,270.10600E-003,1792
1,1,26,60.00000E+000,-4.93100E-009,-12.16792E+009,-295.86000E-009,283.06600E-003,1792,60.00000E+000,30.00000E+000,9.10300E-009,3.29562E+009,273.09000E-009,283.06600E-003,1792
1,1,27,60.00000E+000,-6.03100E-009,-9.94860E+009,-361.86000E-009,286.76800E-003,1792,60.00000E+000,32.00000E+000,12.93200E-009,2.47448E+009,413.82400E-009,286.76800E-003,1792
1,1,28,60.00000E+000,-6.89800E-009,-8.69817E+009,-413.88000E-009,290.71200E-003,1792,60.00000E+000,34.00000E+000,13.57200E-009,2.50516E+009,461.44800E-009,290.71200E-003,1792
1,1,29,60.00000E+000,-4.54000E-009,-13.21586E+009,-272.40000E-009,303.03400E-003,1792,60.00000E+000,36.00000E+000,10.80000E-009,3.33333E+009,388.80000E-009,303.03400E-003,1792
1,1,30,60.00000E+000,-3.90000E-009,-15.38462E+009,-234.00000E-009,317.34300E-003,1792,60.00000E+000,38.00000E+000,9.42200E-009,4.03311E+009,358.03600E-009,317.34300E-003,1792
1,1,31,60.00000E+000,-4.36000E-009,-13.76147E+009,-261.60000E-009,329.36700E-003,1792,60.00000E+000,40.00000E+000,7.92400E-009,5.04796E+009,316.96000E-009,329.36700E-003,1792
1,1,32,60.00000E+000,-3.25600E-009,-18.42752E+009,-195.36000E-009,341.39800E-003,1792,60.00000E+000,42.00000E+000,8.61400E-009,4.87578E+009,361.78800E-009,341.39800E-003,1792
1,1,33,60.00000E+000,-1.91000E-009,-31.41361E+009,-114.60000E-009,355.44200E-003,1792,60.00000E+000,44.00000E+000,9.09000E-009,4.84048E+009,399.96000E-009,355.44200E-003,1792
1,1,34,60.00000E+000,-1.42100E-009,-42.22379E+009,-85.26000E-009,368.58600E-003,1792,60.00000E+000,46.00000E+000,8.06800E-009,5.70154E+009,371.12800E-009,368.58600E-003,1792
1,1,35,60.00000E+000,-1.66300E-009,-36.07937E+009,-99.78000E-009,380.62800E-003,1792,60.00000E+000,48.00000E+000,6.88800E-009,6.96864E+009,330.62400E-009,380.62800E-003,1792
1,1,36,60.00000E+000,-947.00000E-012,-63.35797E+009,-56.82000E-009,392.67500E-003,1792,60.00000E+000,50.00000E+000,6.99500E-009,7.14796E+009,349.75000E-009,392.67500E-003,1792
1,1,37,60.00000E+000,732.00000E-012,81.96721E+009,43.92000E-009,404.73000E-003,1792,60.00000E+000,52.00000E+000,8.54100E-009,6.08828E+009,444.13200E-009,404.73000E-003,1792
1,1,38,60.00000E+000,-414.00000E-012,-144.92754E+009,-24.84000E-009,408.42700E-003,1792,60.00000E+000,54.00000E+000,9.45800E-009,5.70945E+009,510.73200E-009,408.42700E-003,1792
1,1,39,60.00000E+000,509.00000E-012,117.87819E+009,30.54000E-009,424.26600E-003,1792,60.00000E+000,56.00000E+000,7.39800E-009,7.56961E+009,414.28800E-009,424.26600E-003,1792
1,1,40,60.00000E+000,1.57800E-009,38.02281E+009,94.68000E-009,436.62300E-003,1792,60.00000E+000,58.00000E+000,8.17600E-009,7.09393E+009,474.20800E-009,436.62300E-003,1792
1,1,41,60.00000E+000,1.29700E-009,46.26060E+009,77.82000E-009,448.75500E-003,1792,60.00000E+000,60.00000E+000,7.56400E-009,7.93231E+009,453.84000E-009,448.75500E-003,1792
1,1,42,60.00000E+000,850.00000E-012,70.58824E+009,51.00000E-009,463.03200E-003,1792,60.00000E+000,62.00000E+000,6.39800E-009,9.69053E+009,396.67600E-009,463.03200E-003,1792
1,1,43,60.00000E+000,1.59100E-009,37.71213E+009,95.46000E-009,466.72800E-003,1792,60.00000E+000,64.00000E+000,10.39700E-009,6.15562E+009,665.40800E-009,466.72800E-003,1792
1,1,44,60.00000E+000,2.55900E-009,23.44666E+009,153.54000E-009,470.68000E-003,1792,60.00000E+000,66.00000E+000,12.49300E-009,5.28296E+009,824.53800E-009,470.68000E-003,1792
1,1,45,60.00000E+000,1.97300E-009,30.41054E+009,118.38000E-009,474.63300E-003,1792,60.00000E+000,68.00000E+000,12.14400E-009,5.59947E+009,825.79200E-009,474.63300E-003,1792
1,1,46,60.00000E+000,3.86400E-009,15.52795E+009,231.84000E-009,487.03500E-003,1792,60.00000E+000,70.00000E+000,9.99000E-009,7.00701E+009,699.30000E-009,487.03500E-003,1792
