Repeat,VAR2,Point,Source Voltage,Source Current,Source Resistance,Source Power,Source Time,Source State,Source Source,Gate Voltage,Gate Current,Gate Resistance,Gate Power,Gate Time,Gate State
1,1,1,60.00000E+000,58.34100E-009,1.02844E+009,3.50046E-006,16.02600E-003,1792,60.00000E+000,-20.00000E+000,-796.00000E-012,25.12563E+009,15.92000E-009,16.02600E-003,1728
1,1,2,60.00000E+000,39.12600E-009,1.53351E+009,2.34756E-006,30.06100E-003,1792,60.00000E+000,-18.00000E+000,475.00000E-012,-37.89474E+009,-8.55000E-009,30.06100E-003,1728
1,1,3,60.00000E+000,24.58200E-009,2.44081E+009,1.47492E-006,42.54300E-003,1792,60.00000E+000,-16.00000E+000,1.14000E-009,-14.03509E+009,-18.24000E-009,42.54300E-003,1728
1,1,4,60.00000E+000,12.87500E-009,4.66019E+009,772.50000E-009,55.64600E-003,1792,60.00000E+000,-14.00000E+000,1.49700E-009,-9.35204E+009,-20.95800E-009,55.64600E-003,1728
1,1,5,60.00000E+000,5.03700E-009,11.91185E+009,302.22000E-009,67.59200E-003,1792,60.00000E+000,-12.00000E+000,1.36500E-009,-8.79121E+009,-16.38000E-009,67.59200E-003,1728
1,1,6,60.00000E+000,1.53600E-009,39.06250E+009,92.16000E-009,79.41700E-003,1792,60.00000E+000,-10.00000E+000,2.66000E-009,-3.75940E+009,-26.60000E-009,79.41700E-003,1728
1,1,7,60.00000E+000,-183.00000E-012,-327.86885E+009,-10.98000E-009,91.28300E-003,1792,60.00000E+000,-8.00000E+000,2.75300E-009,-2.90592E+009,-22.02400E-009,91.28300E-003,1728
1,1,8,60.00000E+000,-1.11400E-009,-53.85996E+009,-66.84000E-009,105.51000E-003,1792,60.00000E+000,-6.00000E+000,2.04800E-009,-2.92969E+009,-12.28800E-009,105.51000E-003,1728
1,1,9,60.00000E+000,-1.55700E-009,-38.53565E+009,-93.42000E-009,117.41500E-003,1792,60.00000E+000,-4.00000E+000,1.34400E-009,-2.97619E+009,-5.37600E-009,117.41500E-003,1728
1,1,10,60.00000E+000,-1.32400E-009,-45.31722E+009,-79.44000E-009,121.63600E-003,1792,60.00000E+000,-2.00000E+000,2.21800E-009,-901.71280E+006,-4.43600E-009,121.63600E-003,1664
1,1,11,60.00000E+000,-814.00000E-012,-73.71007E+009,-48.84000E-009,125.84800E-003,1792,60.00000E+000,700.00000E-009,2.92900E-009,238.98942E+000,2.05030E-015,125.84800E-003,1600
1,1,12,60.00000E+000,-842.00000E-012,-71.25891E+009,-50.52000E-009,129.52200E-003,1792,60.00000E+000,2.00010E+000,343.00000E-012,5.83119E+009,686.03327E-012,129.52200E-003,1664
