,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,-60.0,-2.9630000000000002e-09,20.0,1.1e-09,2.9630000000000002e-09,5.4433445601027314e-05,,
1,-60.0,-3.002e-09,18.0,-7.04e-10,3.002e-09,5.47905101272109e-05,,
2,-60.0,-1.7979999999999998e-09,16.0,-4.47e-10,1.7979999999999998e-09,4.240283009422838e-05,,
3,-60.0,-4.04e-10,14.0,6.49e-10,4.04e-10,2.009975124224178e-05,,
4,-60.0,-5.18e-10,12.0,-2.79e-10,5.18e-10,2.2759613353482082e-05,,
5,-60.0,-1.196e-09,10.0,-1.6969999999999998e-09,1.196e-09,3.4583232931581166e-05,,
6,-60.0,-4.21e-10,8.0,-6.74e-10,4.21e-10,2.0518284528683193e-05,,
7,-60.0,1e-10,6.0,-4.47e-10,1e-10,1e-05,,
8,-60.0,-5.01e-10,4.0,-1.099e-09,5.01e-10,2.2383029285599393e-05,,
9,-60.0,1.65e-10,2.0,-9.05e-10,1.65e-10,1.284523257866513e-05,,
10,-60.0,4e-11,-1e-07,-1.033e-09,4e-11,6.324555320336758e-06,,
11,-60.0,1.51e-10,-2.0,-6.87e-10,1.51e-10,1.2288205727444508e-05,,
12,-60.0,-7.59e-10,-4.0,-1.76e-09,7.59e-10,2.7549954627911822e-05,,
13,-60.0,-4.21e-10,-6.0,-1.2809999999999998e-09,4.21e-10,2.0518284528683193e-05,,
14,-60.0,7.02e-10,-8.0,-1.61e-10,7.02e-10,2.649528259898354e-05,,
15,-60.0,-9.5e-11,-10.0,-1.184e-09,9.5e-11,9.746794344808964e-06,,
16,-60.0,-4.14e-10,-12.0,-2.264e-09,4.14e-10,2.0346989949375805e-05,,
17,-60.0,-2.84e-10,-14.0,-1.7310000000000001e-09,2.84e-10,1.6852299546352716e-05,,
18,-60.0,-8.58e-10,-16.0,-2.118e-09,8.58e-10,2.929163703175362e-05,,
19,-60.0,-1.1640000000000001e-09,-17.99999,-4.261e-09,1.1640000000000001e-09,3.4117444218463966e-05,,
20,-60.0,-3.5249999999999997e-09,-20.0,-3.832e-09,3.5249999999999997e-09,5.9371710435189584e-05,,
21,-60.0,-6.51e-09,-22.0,-6.141e-09,6.51e-09,8.068457101577724e-05,,
22,-60.0,-7.717e-09,-24.0,-6.521e-09,7.717e-09,8.784645695758025e-05,,
23,-60.0,-1.0294000000000001e-08,-26.0,-8.817e-09,1.0294000000000001e-08,0.00010145935146648633,,
24,-60.0,-1.529e-08,-28.0,-1.2318e-08,1.529e-08,0.00012365273955719703,,
25,-60.0,-2.0775000000000002e-08,-30.0,-1.6976e-08,2.0775000000000002e-08,0.00014413535305399575,,
26,-60.0,-2.6152e-08,-32.0,-2.0878999999999998e-08,2.6152e-08,0.00016171580009386838,,
27,-60.0,-3.4613e-08,-34.0,-2.579e-08,3.4613e-08,0.00018604569331215383,,
28,-60.0,-4.7892e-08,-36.0,-2.8734e-08,4.7892e-08,0.00021884240905272452,,
29,-60.0,-6.145699999999999e-08,-38.0,-2.7955e-08,6.145699999999999e-08,0.00024790522382555795,,
30,-60.0,-7.5931e-08,-40.0,-2.4467e-08,7.5931e-08,0.00027555580197121597,,
31,-60.0,-9.641e-08,-42.0,-2.097e-08,9.641e-08,0.0003104995974232495,,
32,-60.0,-1.09961e-07,-44.0,-1.9426e-08,1.09961e-07,0.0003316036791110738,,
33,-60.0,-1.35937e-07,-46.0,-2.0684000000000002e-08,1.35937e-07,0.0003686963520296885,,
34,-60.0,-1.7543900000000001e-07,-48.0002,-3.318e-08,1.7543900000000001e-07,0.00041885438997341307,,
35,-60.0,-1.89369e-07,-50.0,-1.8707e-08,1.89369e-07,0.00043516548576374943,,
36,-60.0,-2.1810199999999998e-07,-52.0,-1.599e-08,2.1810199999999998e-07,0.00046701391842213864,,
37,-60.0,-2.39807e-07,-54.0,-1.4469e-08,2.39807e-07,0.0004897009291394086,,
38,-60.0,-2.70182e-07,-56.0,-1.4665999999999999e-08,2.70182e-07,0.0005197903423496824,,
39,-60.0,-3.1766100000000003e-07,-58.0002,-2.8948e-08,3.1766100000000003e-07,0.0005636142297706828,,
40,-60.0,-3.44195e-07,-60.0,-2.035e-08,3.44195e-07,0.0005866813445133568,,
41,-60.0,-3.7564999999999995e-07,-62.0,-1.5429e-08,3.7564999999999995e-07,0.0006129029286926275,,
42,-60.0,-4.06235e-07,-64.0,-1.7093e-08,4.06235e-07,0.0006373656721223697,,
43,-60.0,-4.21694e-07,-66.0,-1.8998e-08,4.21694e-07,0.0006493797040253107,,
44,-60.0,-4.46157e-07,-68.0,-1.625e-08,4.46157e-07,0.0006679498484167804,,
45,-60.0,-4.89684e-07,-70.0,-3.8555000000000003e-08,4.89684e-07,0.0006997742493118763,,
46,-60.0,-5.29496e-07,-72.0,-4.8629e-08,5.29496e-07,0.000727664757975814,,
47,-60.0,-5.36884e-07,-74.0,-2.9664999999999998e-08,5.36884e-07,0.0007327236859826493,,
48,-60.0,-5.4311e-07,-76.0,-2.1393e-08,5.4311e-07,0.0007369599717759439,,
49,-60.0,-5.53857e-07,-78.0,-1.8584e-08,5.53857e-07,0.0007442156945402321,,
50,-60.0,-5.66472e-07,-80.0,-1.8465e-08,5.66472e-07,0.0007526433418293156,,
51,-60.0,-5.86181e-07,-82.0,-1.5552e-08,5.86181e-07,0.0007656245816325388,,
52,-60.0,-6.03907e-07,-84.0,-1.4401999999999999e-08,6.03907e-07,0.0007771145346729786,,
53,-60.0,-6.05992e-07,-86.0,-1.5133e-08,6.05992e-07,0.0007784548798742289,,
54,-60.0,-6.12669e-07,-88.0,-1.3117000000000001e-08,6.12669e-07,0.0007827317548177025,,
55,-60.0,-6.2028e-07,-90.0,-1.6034999999999998e-08,6.2028e-07,0.0007875785675092994,,
56,-60.0,-6.4024e-07,-92.0,-1.5995e-08,6.4024e-07,0.0008001499859401361,,
57,-60.0,-6.405459999999999e-07,-94.0,-1.1499e-08,6.405459999999999e-07,0.0008003411772488031,,
58,-60.0,-6.50008e-07,-96.0,-1.2243e-08,6.50008e-07,0.0008062307362039728,,
59,-60.0,-6.61619e-07,-98.0,-1.2924e-08,6.61619e-07,0.000813399655765848,,
60,-60.0,-6.7399e-07,-100.0,-1.1837e-08,6.7399e-07,0.0008209689397291471,,
61,-64.0,-8.798e-09,20.0,6.193e-09,8.798e-09,9.379765455489813e-05,,
62,-64.0,-7.265e-09,18.0,4.136000000000001e-09,7.265e-09,8.523496934944014e-05,,
63,-64.0,-5.0329999999999995e-09,16.0,1.8609999999999999e-09,5.0329999999999995e-09,7.094363960215179e-05,,
64,-64.0,-3.3889999999999998e-09,14.0,1.292e-09,3.3889999999999998e-09,5.821511831131154e-05,,
65,-64.0,-3.6480000000000002e-09,12.0,1.61e-09,3.6480000000000002e-09,6.0398675482166e-05,,
66,-64.0,-2.8460000000000003e-09,10.0,1.219e-09,2.8460000000000003e-09,5.334791467339656e-05,,
67,-64.0,-9.26e-10,8.0,2.4179999999999997e-09,9.26e-10,3.043024810940588e-05,,
68,-64.0,-1.253e-09,6.0,1.092e-09,1.253e-09,3.539774004085572e-05,,
69,-64.0,-2.33e-10,4.00001,8.08e-10,2.33e-10,1.5264337522473747e-05,,
70,-64.0,-9.27e-10,2.0,-3.25e-10,9.27e-10,3.0446674695276657e-05,,
71,-64.0,-1.248e-09,4.3e-06,-1.425e-09,1.248e-09,3.532704346531139e-05,,
72,-64.0,-7.12e-10,-2.0,1.33e-10,7.12e-10,2.668332812825267e-05,,
73,-64.0,2.2e-11,-4.0,7.65e-10,2.2e-11,4.69041575982343e-06,,
74,-64.0,-5.77e-10,-6.0,1.4e-10,5.77e-10,2.4020824298928628e-05,,
75,-64.0,-8.11e-10,-8.0,-4.03e-10,8.11e-10,2.8478061731796284e-05,,
76,-64.0,-9.51e-10,-10.0,-1.058e-09,9.51e-10,3.0838287890218546e-05,,
77,-64.0,-8.35e-10,-12.0,-6.19e-10,8.35e-10,2.889636655359978e-05,,
78,-64.0,-2.48e-10,-14.0,2.82e-10,2.48e-10,1.5748015748023622e-05,,
79,-64.0,-1.03e-10,-16.0,8.2e-11,1.03e-10,1.014889156509222e-05,,
80,-64.0,-1.232e-09,-18.0,-1.5970000000000002e-09,1.232e-09,3.509985754956849e-05,,
81,-64.0,-6.1e-10,-20.0,-8.45e-10,6.1e-10,2.4698178070456936e-05,,
82,-64.0,-1.1600000000000001e-09,-22.0,-2.725e-09,1.1600000000000001e-09,3.405877273185281e-05,,
83,-64.0,-8.31e-10,-24.0,-1.133e-09,8.31e-10,2.882707061079915e-05,,
84,-64.0,-9.94e-10,-26.0,-6.43e-10,9.94e-10,3.1527765540868895e-05,,
85,-64.0,-2.4019999999999998e-09,-28.0,-8.86e-10,2.4019999999999998e-09,4.901020301937138e-05,,
86,-64.0,-4.214e-09,-30.0,-1.483e-09,4.214e-09,6.491532946846992e-05,,
87,-64.0,-5.468e-09,-32.0,-5.83e-10,5.468e-09,7.39459261893446e-05,,
88,-64.0,-7.138e-09,-34.0,-7.07e-10,7.138e-09,8.448668534153769e-05,,
89,-64.0,-1.1448000000000001e-08,-36.0,-1.5140000000000001e-09,1.1448000000000001e-08,0.00010699532700076205,,
90,-64.0,-1.4822e-08,-38.0,-2.118e-09,1.4822e-08,0.00012174563647211345,,
91,-64.0,-2.4016e-08,-40.0,-4.075e-09,2.4016e-08,0.00015497096502248414,,
92,-64.0,-3.6448e-08,-42.0,-5.275e-09,3.6448e-08,0.00019091359302050758,,
93,-64.0,-3.9898e-08,-44.0,-4.31e-09,3.9898e-08,0.00019974483722990188,,
94,-64.0,-4.8238000000000005e-08,-46.0,-5.9830000000000005e-09,4.8238000000000005e-08,0.000219631509579113,,
95,-64.0,-5.6578e-08,-48.0,-5.988e-09,5.6578e-08,0.00023786130412490385,,
96,-64.0,-6.7871e-08,-50.0,-6.369e-09,6.7871e-08,0.00026052063258022386,,
97,-64.0,-8.5683e-08,-52.0,-1.0215e-08,8.5683e-08,0.00029271658647914026,,
98,-64.0,-1.0155200000000001e-07,-54.0,-1.2874000000000002e-08,1.0155200000000001e-07,0.00031867224541839225,,
99,-64.0,-1.26167e-07,-56.0,-1.3415e-08,1.26167e-07,0.0003551999436936892,,
100,-64.0,-1.4280900000000002e-07,-58.0,-1.4355e-08,1.4280900000000002e-07,0.00037790078062898997,,
101,-64.0,-1.70734e-07,-60.0,-1.8397e-08,1.70734e-07,0.00041319970958363463,,
102,-64.0,-2.0316e-07,-62.0,-1.8261e-08,2.0316e-07,0.00045073273677424407,,
103,-64.0,-2.2616900000000002e-07,-64.0,-1.5905e-08,2.2616900000000002e-07,0.0004755722868292475,,
104,-64.0,-2.5747299999999997e-07,-66.0,-1.5413e-08,2.5747299999999997e-07,0.0005074179736666804,,
105,-64.0,-2.90142e-07,-68.0,-1.2684999999999999e-08,2.90142e-07,0.00053864830826802,,
106,-64.0,-3.24041e-07,-70.0,-1.592e-08,3.24041e-07,0.0005692459925199299,,
107,-64.0,-3.5326000000000003e-07,-72.0,-1.497e-08,3.5326000000000003e-07,0.0005943567951996511,,
108,-64.0,-3.83018e-07,-74.0,-1.686e-08,3.83018e-07,0.0006188844803353854,,
109,-64.0,-4.31108e-07,-76.0,-3.4651000000000004e-08,4.31108e-07,0.0006565881509744141,,
110,-64.0,-4.7625999999999995e-07,-78.0,-4.5391000000000006e-08,4.7625999999999995e-07,0.0006901159322896407,,
111,-64.0,-5.20197e-07,-80.0,-5.3623e-08,5.20197e-07,0.000721246837081453,,
112,-64.0,-5.32461e-07,-82.0,-2.1933e-08,5.32461e-07,0.0007296992531173373,,
113,-64.0,-5.74989e-07,-84.0,-3.889e-08,5.74989e-07,0.0007582802911852583,,
114,-64.0,-5.90196e-07,-86.0,-1.8989e-08,5.90196e-07,0.0007682421493253283,,
115,-64.0,-6.30913e-07,-88.0,-3.9264e-08,6.30913e-07,0.0007943003210373266,,
116,-64.0,-6.34895e-07,-90.0,-1.9455e-08,6.34895e-07,0.0007968029869421927,,
117,-64.0,-6.52384e-07,-92.0,-1.7943e-08,6.52384e-07,0.0008077029156812547,,
118,-64.0,-6.55922e-07,-94.0,-1.5847e-08,6.55922e-07,0.0008098901160033996,,
119,-64.0,-7.00364e-07,-96.0,-3.6907e-08,7.00364e-07,0.0008368775298692156,,
120,-64.0,-7.02737e-07,-98.0,-1.2609999999999998e-08,7.02737e-07,0.0008382941011363495,,
121,-64.0,-7.201390000000001e-07,-100.0,-1.4745999999999999e-08,7.201390000000001e-07,0.0008486100400065982,,
122,-68.0,-1.1729e-08,20.0,6.8289999999999995e-09,1.1729e-08,0.00010830050784737807,,
123,-68.0,-8.275e-09,18.0,4.466e-09,8.275e-09,9.096702699330126e-05,,
124,-68.0,-8.298e-09,16.0,4.220999999999999e-09,8.298e-09,9.109335870413385e-05,,
125,-68.0,-6.334999999999999e-09,14.0,4.23e-09,6.334999999999999e-09,7.959271323431561e-05,,
126,-68.0,-4.262e-09,12.0,4.406e-09,4.262e-09,6.528399497579786e-05,,
127,-68.0,-3.741e-09,10.0,2.834e-09,3.741e-09,6.116371473349211e-05,,
128,-68.0,-3.6630000000000003e-09,8.0,9.54e-10,3.6630000000000003e-09,6.052272300549604e-05,,
129,-68.0,-2.6889999999999997e-09,6.0,1.016e-09,2.6889999999999997e-09,5.1855568649856685e-05,,
130,-68.0,-1.3789999999999999e-09,4.0,1.533e-09,1.3789999999999999e-09,3.713488925525428e-05,,
131,-68.0,-1.462e-09,2.0,-4.29e-10,1.462e-09,3.8236108588610324e-05,,
132,-68.0,-1.095e-09,-1.7e-06,-5.99e-10,1.095e-09,3.3090784215548595e-05,,
133,-68.0,-1.011e-09,-2.0,-4.72e-10,1.011e-09,3.179622619116929e-05,,
134,-68.0,-7.94e-10,-4.0,8e-12,7.94e-10,2.817800560721074e-05,,
135,-68.0,2.67e-10,-6.0,1.116e-09,2.67e-10,1.6340134638368193e-05,,
136,-68.0,-4.29e-10,-8.0,2.06e-10,4.29e-10,2.071231517720798e-05,,
137,-68.0,-6.89e-10,-10.0,-5.5e-10,6.89e-10,2.6248809496813375e-05,,
138,-68.0,-1.75e-10,-12.0,4.88e-10,1.75e-10,1.3228756555322953e-05,,
139,-68.0,-6.76e-10,-13.999989999999999,-1.177e-09,6.76e-10,2.6000000000000002e-05,,
140,-68.0,-6.06e-10,-16.0,-4.36e-10,6.06e-10,2.461706725018234e-05,,
141,-68.0,4.63e-10,-18.0,6.7e-10,4.63e-10,2.1517434791350012e-05,,
142,-68.0,-3.68e-10,-20.0,-3.4e-10,3.68e-10,1.9183326093250878e-05,,
143,-68.0,-1.115e-09,-22.0,-1.728e-09,1.115e-09,3.3391615714128e-05,,
144,-68.0,-8.18e-10,-24.0,-1.268e-09,8.18e-10,2.8600699292150184e-05,,
145,-68.0,2.31e-10,-26.0,-4.5e-11,2.31e-10,1.5198684153570663e-05,,
146,-68.0,-9.54e-10,-28.0,-6.89e-10,9.54e-10,3.0886890422961e-05,,
147,-68.0,-1.9919999999999997e-09,-30.0,-8.68e-10,1.9919999999999997e-09,4.463182720884279e-05,,
148,-68.0,-3.174e-09,-32.0,-1.142e-09,3.174e-09,5.6338264084013096e-05,,
149,-68.0,-4.455e-09,-34.0,-2.83e-10,4.455e-09,6.674578638386097e-05,,
150,-68.0,-6.159e-09,-36.0,-3.64e-10,6.159e-09,7.84792966329337e-05,,
151,-68.0,-8.981e-09,-38.0,-5.51e-10,8.981e-09,9.476813810558906e-05,,
152,-68.0,-1.3772e-08,-40.0,-2.133e-09,1.3772e-08,0.0001173541648174448,,
153,-68.0,-1.8127e-08,-42.0,-1.753e-09,1.8127e-08,0.0001346365477869958,,
154,-68.0,-2.3043999999999998e-08,-44.0,-1.113e-09,2.3043999999999998e-08,0.0001518025032731674,,
155,-68.0,-3.043e-08,-46.0,-2.42e-09,3.043e-08,0.00017444196742756601,,
156,-68.0,-4.1676999999999997e-08,-48.0,-4.565e-09,4.1676999999999997e-08,0.0002041494550568284,,
157,-68.0,-5.4157e-08,-50.0,-5.168e-09,5.4157e-08,0.00023271656580484338,,
158,-68.0,-6.6122e-08,-52.0,-5.6669999999999996e-09,6.6122e-08,0.00025714198412550213,,
159,-68.0,-7.896e-08,-54.0,-7.489e-09,7.896e-08,0.0002809982206349357,,
160,-68.0,-9.721999999999999e-08,-56.0,-1.0886e-08,9.721999999999999e-08,0.0003118012187275733,,
161,-68.0,-1.18654e-07,-58.0,-1.5495e-08,1.18654e-07,0.00034446189919931636,,
162,-68.0,-1.43458e-07,-60.0,-1.5102e-08,1.43458e-07,0.0003787584982544946,,
163,-68.0,-1.8812999999999998e-07,-62.0002,-2.3872e-08,1.8812999999999998e-07,0.00043373955318831594,,
164,-68.0,-2.03425e-07,-64.0,-1.8684e-08,2.03425e-07,0.0004510266067539697,,
165,-68.0,-2.3474599999999998e-07,-66.0,-1.6358e-08,2.3474599999999998e-07,0.0004845059339161905,,
166,-68.0,-2.69815e-07,-68.0,-1.6127e-08,2.69815e-07,0.0005194371954336731,,
