,V_Drain,I_Drain,V_Gate,I_Gate
0,-4e-07,1.2e-10,0.0,7272.73
1,-2.0,-2.82e-10,2.0100000000000003e-09,-149.25373000000002
2,-4.0,-2.016e-09,8.36e-10,3468.9
3,-6.0,-3.131e-09,7.24e-10,-966.8508300000001
4,-8.0,-1.884e-09,1.896e-09,158.22785
5,-10.0,-8.92e-10,2.49e-09,-441.76707000000005
6,-12.0,-1.888e-09,8.19e-10,976.8009800000001
7,-14.0,-2.271e-09,-2.02e-10,-6930.69
8,-16.0,-1.407e-09,1.018e-09,-392.92731000000003
9,-18.0,-5.17e-10,1.884e-09,371.54989
10,-20.0,-1.652e-09,3.03e-10,0.0
11,-22.0,-2.184e-09,-5.46e-10,3296.7
12,-24.0,-1.121e-09,8.88e-10,2477.48
13,-26.0,-5.01e-10,1.681e-09,-475.9072
14,-28.0,-1.635e-09,2.05e-10,1951.22
15,-30.0,-2.157e-09,-6.29e-10,1907.79
16,-32.0,-1.2470000000000001e-09,7.41e-10,539.81107
17,-34.0,-5.96e-10,1.5210000000000002e-09,0.0
18,-36.0,-1.5279999999999999e-09,4.44e-10,1801.8
19,-38.0,-2.084e-09,-5.01e-10,1397.21
20,-40.0,-1.429e-09,6.7e-10,-3731.34
21,-42.0,-8.57e-10,1.376e-09,872.0930199999999
22,-44.0,-1.674e-09,6.86e-10,291.54519
23,-46.0,-2.182e-09,1.37e-10,14598.54
24,-48.0,-1.9919999999999997e-09,9.67e-10,-206.82523
25,-50.0,-1.978e-09,1.559e-09,-64.14368
26,-52.0,-2.449e-09,1.8049999999999999e-09,997.2299199999999
27,-54.0,-3.3289999999999996e-09,1.336e-09,0.0
28,-56.0,-3.759e-09,1.9100000000000002e-09,-471.20419000000004
29,-58.0,-3.7119999999999996e-09,3.166e-09,726.4687299999999
30,-60.0,-4.051e-09,4.142e-09,-96.5717
31,-62.0,-5.619e-09,3.659e-09,546.59743
32,-64.0,-6.665e-09,3.749e-09,-133.3689
33,-66.0,-6.3249999999999996e-09,5.7179999999999995e-09,-157.39768999999998
34,-68.0,-6.419e-09,7.1689999999999995e-09,251.08104
35,-70.0,-8.42e-09,6.304999999999999e-09,491.67328
36,-72.0,-9.576000000000001e-09,5.789999999999999e-09,569.9481900000001
37,-74.0,-9.414e-09,7.038999999999999e-09,426.1969
38,-76.0,-9.478e-09,7.496e-09,93.38314
39,-78.0,-1.1145e-08,6.47e-09,-139.10355
40,-80.0,-1.2447999999999998e-08,5.938e-09,235.76962000000003
41,-82.0,-1.2705e-08,7.24e-09,-27.624309999999998
42,-84.0,-1.3005999999999999e-08,7.802e-09,-179.44117
43,-86.0,-1.4118999999999999e-08,7.703999999999999e-09,337.48702000000003
44,-88.0,-1.5426e-08,7.362e-09,407.49796000000003
45,-90.0,-1.5896e-08,7.906e-09,430.05312000000004
46,-92.0,-1.6149e-08,8.688e-09,494.93554000000006
47,-94.0,-1.6924e-08,9.133e-09,32.84791
48,-96.0,-1.8229e-08,8.310999999999999e-09,168.45145
49,-98.0,-1.9256e-08,8.424e-09,-23.74169
50,-100.0,-1.9136999999999998e-08,9.575e-09,73.10705
51,1.5e-06,1.4149999999999998e-09,-2.59e-10,38610040000.0
52,-2.0,-3.36e-10,-9.64e-10,10373440000.0
53,-4.0,-4.42e-10,-5.28e-10,18939390000.0
54,-6.0,4.1e-11,1.38e-10,-72463770000.0
55,-8.0,-1.49e-10,4.3e-10,-23255810000.0
56,-10.0,-1.152e-09,-4.19e-10,23866350000.0
57,-12.0,-3.151e-09,1.338e-09,-7473850000.0
58,-14.000010000000001,-4.142e-09,4.074e-09,-2454590000.0
59,-16.0,-4.401e-09,5.304999999999999e-09,-1885010000.0
60,-18.0,-5.0629999999999996e-09,3.5270000000000003e-09,-2835270000.0
61,-20.0,-4.613e-09,2.4510000000000003e-09,-4079970000.0
62,-22.0,-3.022e-09,2.903e-09,-3444710000.0
63,-24.0,-2.427e-09,2.8089999999999997e-09,-3559990000.0
64,-26.0,-2.9439999999999998e-09,1.26e-09,-7936510000.0
65,-28.0,-2.872e-09,9.46e-10,-10570820000.0
66,-30.0,-1.871e-09,1.725e-09,-5797100000.0
67,-32.0,-1.5220000000000001e-09,2.021e-09,-4948050000.0
68,-34.0,-2.405e-09,7.07e-10,-14144270000.0
69,-36.0,-2.718e-09,-3.7e-11,270270270000.0
70,-38.0,-1.688e-09,1.242e-09,-8051530000.0
71,-40.0,-9.64e-10,2.0530000000000003e-09,-4870920000.0
