,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,-60.0,-2.6e-09,20.0,-1.88e-10,2.6e-09,5.099019513592785e-05,,
1,-60.0,-1.545e-09,17.99993,1.651e-09,1.545e-09,3.930648801406709e-05,,
2,-60.0,-1.554e-09,16.0,-7.88e-10,1.554e-09,3.942080668885405e-05,,
3,-60.0,-7.13e-10,14.0,-9.4e-11,7.13e-10,2.6702059845637377e-05,,
4,-60.0,-1.11e-10,12.0,2.34e-10,1.11e-10,1.0535653752852739e-05,,
5,-60.0,-5.1e-10,10.0,-1.163e-09,5.1e-10,2.258317958127243e-05,,
6,-60.0,-2.4e-11,8.0,-2.6e-10,2.4e-11,4.898979485566356e-06,,
7,-60.0,-5.97e-10,6.0,-1.0249999999999999e-09,5.97e-10,2.4433583445741232e-05,,
8,-60.0,-6.89e-10,4.0,-1.3539999999999999e-09,6.89e-10,2.6248809496813375e-05,,
9,-60.0,-1.37e-10,2.0,-1.036e-09,1.37e-10,1.1704699910719625e-05,,
10,-60.0,5.72e-10,-4.5e-06,-5.76e-10,5.72e-10,2.3916521486202795e-05,,
11,-60.0,-3.06e-10,-1.9999900000000002,-1.576e-09,3.06e-10,1.74928556845359e-05,,
12,-60.0,3.65e-10,-4.0,-3.04e-10,3.65e-10,1.91049731745428e-05,,
13,-60.0,4e-12,-6.0,-8.11e-10,4e-12,2e-06,,
14,-60.0,-8.9e-10,-8.0,-1.6719999999999998e-09,8.9e-10,2.9832867780352596e-05,,
15,-60.0,-4.37e-10,-10.0,-1.232e-09,4.37e-10,2.0904544960366874e-05,,
16,-60.0,-9.91e-10,-12.0,-2.47e-09,9.91e-10,3.148015247739439e-05,,
17,-60.0,-5.16e-10,-14.0,-1.5809999999999998e-09,5.16e-10,2.2715633383201094e-05,,
18,-60.0,-4.6e-11,-16.0,-1.011e-09,4.6e-11,6.782329983125268e-06,,
19,-60.0,1.22e-10,-18.0,-1.383e-09,1.22e-10,1.104536101718726e-05,,
20,-60.0,-3.49e-10,-20.0,-2.257e-09,3.49e-10,1.8681541692269405e-05,,
21,-60.0,-1.175e-09,-22.0,-3.5770000000000004e-09,1.175e-09,3.427827300200522e-05,,
22,-60.0,-1.98e-10,-24.0,-5.263e-09,1.98e-10,1.4071247279470288e-05,,
23,-60.0,1.28e-10,-26.0,-7.479e-09,1.28e-10,1.131370849898476e-05,,
24,-60.0,-1.361e-09,-28.0,-1.0853999999999999e-08,1.361e-09,3.689173349139343e-05,,
25,-60.0,-2.2439999999999997e-09,-30.0,-8.22e-09,2.2439999999999997e-09,4.7370877129308044e-05,,
26,-60.0,-5.5920000000000005e-09,-32.0,-1.2481e-08,5.5920000000000005e-09,7.477967638335968e-05,,
27,-60.0,-7.63e-09,-34.0,-1.3401e-08,7.63e-09,8.734987120768982e-05,,
28,-60.0,-1.2043999999999999e-08,-36.0,-9.804000000000001e-09,1.2043999999999999e-08,0.00010974515934655158,,
29,-60.0,-1.4823e-08,-38.0,-7.3260000000000006e-09,1.4823e-08,0.00012174974332621814,,
30,-60.0,-2.3405999999999998e-08,-40.0,-8.61e-09,2.3405999999999998e-08,0.00015299019576430379,,
31,-60.0,-2.8613e-08,-42.0,-7.79e-09,2.8613e-08,0.0001691537761919609,,
32,-60.0,-3.2752e-08,-44.0,-6.5459999999999995e-09,3.2752e-08,0.0001809751364138179,,
33,-60.0,-4.2701e-08,-46.0,-7.086e-09,4.2701e-08,0.0002066422028531442,,
34,-60.0,-5.5596e-08,-48.0,-1.5234e-08,5.5596e-08,0.00023578804040917767,,
35,-60.0,-7.0664e-08,-50.0,-8.843e-09,7.0664e-08,0.0002658270114190806,,
36,-60.0,-8.233900000000001e-08,-52.0,-8.609e-09,8.233900000000001e-08,0.00028694773043186806,,
