,V_Drain,I_Drain,V_Gate,I_Gate,I_Drain_abs,I_Drain_sqrt,x_lin,y_lin
0,60.0,5.7484e-08,-20.0,2.18e-10,5.7484e-08,0.0002397582115382078,,
1,60.0,3.8454999999999996e-08,-18.0,4.366e-09,3.8454999999999996e-08,0.00019609946455816752,,
2,60.0,2.4099e-08,-16.0,5.417e-09,2.4099e-08,0.00015523852614605693,,
3,60.0,1.4496e-08,-14.0,9.958e-09,1.4496e-08,0.00012039933554633929,,
4,60.0,8.004e-09,-12.0,7.368e-09,8.004e-09,8.946507698538017e-05,,
5,60.0,5.023e-09,-10.000010000000001,1.0868e-08,5.023e-09,7.087312607751968e-05,,
6,60.0,2.342e-09,-8.0,7.711e-09,2.342e-09,4.8394214530251444e-05,,
7,60.0,1.323e-09,-6.0,7.547e-09,1.323e-09,3.637306695894642e-05,,
8,60.0,1.442e-09,-4.0,8.182e-09,1.442e-09,3.797367509209505e-05,,
9,60.0,-3e-11,-2.0,7.275000000000001e-09,3e-11,5.477225575051661e-06,,
10,60.0,-6.42e-10,-9e-07,6.368e-09,6.42e-10,2.5337718918639855e-05,,
11,60.0,1e-12,2.0,6.159e-09,1e-12,1e-06,,
12,60.0,5.93e-10,4.0,6.361e-09,5.93e-10,2.435159132377184e-05,,
13,60.0,2.6e-11,6.0,5.141e-09,2.6e-11,5.099019513592785e-06,,
14,60.0,-2.98e-10,8.0,4.229e-09,2.98e-10,1.726267650163207e-05,,
15,60.0,6.41e-10,10.0,5.215999999999999e-09,6.41e-10,2.5317977802344323e-05,,
16,60.0,3.01e-10,12.0,4.383e-09,3.01e-10,1.7349351572897472e-05,,
17,60.0,-6.72e-10,14.0,2.988e-09,6.72e-10,2.5922962793631442e-05,,
18,60.0,-9e-12,16.0,3.761e-09,9e-12,3e-06,,
19,60.0,9.55e-10,18.0,4.916e-09,9.55e-10,3.090307428072489e-05,,
20,60.0,-2.12e-10,19.99999,4.125e-09,2.12e-10,1.4560219778561037e-05,,
21,60.0,-1.7890000000000001e-09,22.0,4.162e-09,1.7890000000000001e-09,4.22965719651132e-05,,
22,60.0,-2.113e-09,24.0,5.921999999999999e-09,2.113e-09,4.596737973824482e-05,,
23,60.0,-2.3669999999999998e-09,26.0,6.817999999999999e-09,2.3669999999999998e-09,4.865182422068056e-05,,
24,60.0,-3.342e-09,28.0,6.506999999999999e-09,3.342e-09,5.781003373117853e-05,,
25,60.0,-3.404e-09,30.0,6.482e-09,3.404e-09,5.834380858325929e-05,,
26,60.0,-2.062e-09,32.0,8.16e-09,2.062e-09,4.5409250158970915e-05,,
27,60.0,-2.422e-09,34.0,7.204e-09,2.422e-09,4.9213819197457134e-05,,
28,60.0,-2.933e-09,36.0,6.057e-09,2.933e-09,5.415717865620402e-05,,
29,60.0,-2.203e-09,38.0,5.951999999999999e-09,2.203e-09,4.693612681080534e-05,,
30,60.0,-1.3420000000000001e-09,40.0,6.993e-09,1.3420000000000001e-09,3.663331816802841e-05,,
31,60.0,-9.7e-10,42.0,6.989999999999999e-09,9.7e-10,3.1144823004794874e-05,,
32,60.0,-6.01e-10,44.0,9.556999999999999e-09,6.01e-10,2.4515301344262526e-05,,
33,60.0,4.89e-10,46.0,7.77e-09,4.89e-10,2.2113344387495982e-05,,
34,60.0,2.24e-10,48.0,6.666e-09,2.24e-10,1.4966629547095766e-05,,
35,60.0,-4.02e-10,50.0,5.428e-09,4.02e-10,2.004993765576342e-05,,
36,60.0,5.61e-10,52.0,6.292e-09,5.61e-10,2.3685438564654022e-05,,
37,60.0,1.643e-09,54.0,7.3009999999999995e-09,1.643e-09,4.053393639902248e-05,,
38,60.0,1.5220000000000001e-09,56.0,6.609000000000001e-09,1.5220000000000001e-09,3.901281840626232e-05,,
39,60.0,1.221e-09,58.0,6.316e-09,1.221e-09,3.49428104193123e-05,,
40,60.0,1.592e-09,60.0,9.401000000000001e-09,1.592e-09,3.989987468652001e-05,,
41,60.0,1.972e-09,62.0,7.046e-09,1.972e-09,4.4407206622349035e-05,,
42,60.0,1.4380000000000002e-09,64.0,5.796e-09,1.4380000000000002e-09,3.792097045171708e-05,,
43,60.0,2.2009999999999997e-09,66.0,6.694e-09,2.2009999999999997e-09,4.69148164229596e-05,,
44,60.0,3.391e-09,68.0,8.034e-09,3.391e-09,5.8232293446162674e-05,,
45,60.0,3.184e-09,70.0,7.536e-09,3.184e-09,5.642694391866354e-05,,
46,60.0,2.889e-09,72.0,7.135e-09,2.889e-09,5.374941860150675e-05,,
47,60.0,2.8549999999999998e-09,74.0,6.919999999999999e-09,2.8549999999999998e-09,5.3432200029570184e-05,,
48,60.0,3.191e-09,76.0,7.359e-09,3.191e-09,5.6488936969994395e-05,,
49,60.0,4.0360000000000005e-09,78.0,8.409999999999999e-09,4.0360000000000005e-09,6.352952069707437e-05,,
50,60.0,3.377e-09,80.0,7.877e-09,3.377e-09,5.8111960903070546e-05,,
51,60.0,2.5569999999999998e-09,82.0,6.789e-09,2.5569999999999998e-09,5.056678751908212e-05,,
52,60.0,2.954e-09,84.0,7.665999999999999e-09,2.954e-09,5.435071296680477e-05,,
53,60.0,3.821e-09,86.0,9.222e-09,3.821e-09,6.181423784210236e-05,,
54,60.0,3.464e-09,88.0,8.742e-09,3.464e-09,5.885575587824865e-05,,
55,60.0,3.271e-09,90.0,8.75e-09,3.271e-09,5.719265687131522e-05,,
56,60.0,2.0680000000000003e-09,92.0,7.808000000000001e-09,2.0680000000000003e-09,4.547526800360829e-05,,
57,60.0,2.5119999999999996e-09,94.0,8.861e-09,2.5119999999999996e-09,5.011985634456667e-05,,
58,60.0,6.58e-10,96.0,1.1787000000000002e-08,6.58e-10,2.565151067676132e-05,,
59,60.0,2.006e-09,98.0,9.251e-09,2.006e-09,4.4788391353117385e-05,,
60,60.0,2.165e-09,100.0,1.0111e-08,2.165e-09,4.6529560496527366e-05,,
61,64.0,2.17569e-07,-20.0,-4.8039999999999995e-09,2.17569e-07,0.0004664429225532316,,
62,64.0,1.67069e-07,-18.0,1.8379999999999999e-09,1.67069e-07,0.0004087407491307907,,
63,64.0,1.19788e-07,-16.00001,9.156999999999999e-09,1.19788e-07,0.00034610403060351665,,
64,64.0,9.290200000000001e-08,-14.0,6.5790000000000005e-09,9.290200000000001e-08,0.00030479829395848,,
65,64.0,6.7879e-08,-12.0,7.654e-09,6.7879e-08,0.00026053598599809583,,
66,64.0,4.75e-08,-10.0,7.539e-09,4.75e-08,0.0002179449471770337,,
67,64.0,3.3420000000000004e-08,-8.0,6.68e-09,3.3420000000000004e-08,0.00018281137820168634,,
68,64.0,1.8821e-08,-6.0,1.0392e-08,1.8821e-08,0.000137189649755366,,
69,64.0,1.2748999999999999e-08,-4.0,7.471e-09,1.2748999999999999e-08,0.00011291146974510604,,
70,64.0,6.957e-09,-2.0,1.0189e-08,6.957e-09,8.340863264674707e-05,,
71,64.0,3.217e-09,1.4e-06,1.0112000000000001e-08,3.217e-09,5.671860364994893e-05,,
72,64.0,1.761e-09,2.0,7.949e-09,1.761e-09,4.196427051671457e-05,,
73,64.0,1.087e-09,4.0,8.612e-09,1.087e-09,3.296968304366907e-05,,
74,64.0,1.158e-09,6.0,7.176e-09,1.158e-09,3.402939905434711e-05,,
75,64.0,7.1e-11,7.9999899999999995,6.353999999999999e-09,7.1e-11,8.426149773176358e-06,,
76,64.0,-4.35e-10,9.999989999999999,5.465e-09,4.35e-10,2.085665361461421e-05,,
77,64.0,1.2e-11,12.0,5.174e-09,1.2e-11,3.4641016151377547e-06,,
78,64.0,7.08e-10,14.0,5.3220000000000004e-09,7.08e-10,2.660826939130014e-05,,
79,64.0,2.37e-10,16.0,4.227e-09,2.37e-10,1.539480431834065e-05,,
80,64.0,-7.5e-10,18.0,2.606e-09,7.5e-10,2.7386127875258307e-05,,
81,64.0,-7.2e-11,20.0,3.239e-09,7.2e-11,8.48528137423857e-06,,
82,64.0,2.6e-10,22.0,3.3800000000000003e-09,2.6e-10,1.61245154965971e-05,,
83,64.0,3.62e-10,24.0,3.1769999999999997e-09,3.62e-10,1.9026297590440446e-05,,
84,64.0,-8.72e-10,26.0,2.459e-09,8.72e-10,2.95296461204668e-05,,
85,64.0,-1.429e-09,28.0,3.21e-09,1.429e-09,3.78021163428716e-05,,
86,64.0,-7.81e-10,30.0,5.318000000000001e-09,7.81e-10,2.794637722496424e-05,,
87,64.0,-1.3719999999999998e-09,32.0,4.6179999999999996e-09,1.3719999999999998e-09,3.7040518354904265e-05,,
88,64.0,-2.043e-09,34.0,4.22e-09,2.043e-09,4.519955751995809e-05,,
89,64.0,-2.387e-09,36.0,3.574e-09,2.387e-09,4.885693400122443e-05,,
90,64.0,-1.882e-09,38.0,3.893e-09,1.882e-09,4.338202392696772e-05,,
91,64.0,-7.44e-10,40.0,4.794e-09,7.44e-10,2.727636339397171e-05,,
92,64.0,-1.182e-09,42.0,3.957e-09,1.182e-09,3.438022687534217e-05,,
93,64.0,-1.8459999999999998e-09,44.0,2.984e-09,1.8459999999999998e-09,4.296510211788167e-05,,
94,64.0,-1.104e-09,46.0,5.415e-09,1.104e-09,3.32264954516723e-05,,
95,64.0,-1.318e-09,48.0,4.188e-09,1.318e-09,3.6304269721342696e-05,,
96,64.0,-1.152e-09,50.0,4.358e-09,1.152e-09,3.394112549695428e-05,,
97,64.0,8.2e-11,52.0,6.11e-09,8.2e-11,9.055385138137417e-06,,
98,64.0,5e-11,54.0,5.296e-09,5e-11,7.0710678118654756e-06,,
99,64.0,2.25e-10,56.0,4.933e-09,2.25e-10,1.5e-05,,
100,64.0,3.05e-10,58.0,4.31e-09,3.05e-10,1.746424919657298e-05,,
101,64.0,1.152e-09,60.0,5.1090000000000005e-09,1.152e-09,3.394112549695428e-05,,
102,64.0,2.096e-09,62.0,5.6540000000000005e-09,2.096e-09,4.578209256903839e-05,,
103,64.0,1.07e-09,64.0,6.676e-09,1.07e-09,3.271085446759225e-05,,
104,64.0,6.73e-10,66.0,7.302999999999999e-09,6.73e-10,2.5942243542145692e-05,,
105,64.0,2.131e-09,68.0,5.789999999999999e-09,2.131e-09,4.616275555033516e-05,,
106,64.0,3.4949999999999996e-09,70.0,7.104e-09,3.4949999999999996e-09,5.9118525015429805e-05,,
107,64.0,3.39e-09,72.0,6.561e-09,3.39e-09,5.822370651203855e-05,,
108,64.0,3.125e-09,74.0,6.172e-09,3.125e-09,5.5901699437494744e-05,,
109,64.0,2.989e-09,76.0,5.83e-09,2.989e-09,5.467174773134658e-05,,
110,64.0,3.6670000000000003e-09,78.0,6.8240000000000004e-09,3.6670000000000003e-09,6.0555759428810736e-05,,
111,64.0,4.266e-09,80.0,7.416e-09,4.266e-09,6.531462317123172e-05,,
112,64.0,3.985000000000001e-09,82.0,7.1e-09,3.985000000000001e-09,6.312685640834652e-05,,
113,64.0,3.088e-09,84.0,6.228e-09,3.088e-09,5.556977595779922e-05,,
114,64.0,3.468e-09,86.0,7.019e-09,3.468e-09,5.8889727457341827e-05,,
115,64.0,3.572e-09,88.0,7.044e-09,3.572e-09,5.976621118993574e-05,,
116,64.0,4.654e-09,90.0,8.817e-09,4.654e-09,6.822023160324215e-05,,
117,64.0,3.727e-09,92.0,8.242e-09,3.727e-09,6.104916051838879e-05,,
118,64.0,2.954e-09,94.0,7.302e-09,2.954e-09,5.435071296680477e-05,,
119,64.0,3.1280000000000004e-09,96.0,7.753e-09,3.1280000000000004e-09,5.592852581643825e-05,,
120,64.0,3.402e-09,98.0,8.885e-09,3.402e-09,5.8326666285670744e-05,,
121,64.0,3.423e-09,100.0,9.194e-09,3.423e-09,5.8506409905240297e-05,,
122,68.0,2.6682e-07,-20.0,-3.72e-09,2.6682e-07,0.0005165462225203085,,
123,68.0,2.11479e-07,-18.0,3.944e-09,2.11479e-07,0.0004598684594533528,,
124,68.0,1.6535199999999998e-07,-16.0,4.477e-09,1.6535199999999998e-07,0.0004066349714424474,,
125,68.0,1.26916e-07,-14.0,4.946e-09,1.26916e-07,0.0003562527192878673,,
126,68.0,9.104499999999999e-08,-12.0,7.176e-09,9.104499999999999e-08,0.00030173664013506874,,
127,68.0,6.9206e-08,-10.0,8.948e-09,6.9206e-08,0.0002630703328009451,,
128,68.0,4.7714e-08,-8.0,7.357e-09,4.7714e-08,0.00021843534512527957,,
129,68.0,2.9901e-08,-6.00001,1.169e-08,2.9901e-08,0.00017291905620838902,,
130,68.0,1.7096e-08,-4.00001,1.2135e-08,1.7096e-08,0.00013075167302944922,,
131,68.0,9.838e-09,-2.0,1.2217e-08,9.838e-09,9.918669265581951e-05,,
132,68.0,5.404e-09,3e-06,1.2833000000000001e-08,5.404e-09,7.351190379795642e-05,,
133,68.0,3.009e-09,2.0,8.666e-09,3.009e-09,5.4854352607609906e-05,,
134,68.0,6.15e-10,4.0,6.78e-09,6.15e-10,2.479919353527449e-05,,
135,68.0,5.85e-10,6.0,6.283e-09,5.85e-10,2.418677324489565e-05,,
136,68.0,9.6e-10,7.9999899999999995,6.668e-09,9.6e-10,3.0983866769659334e-05,,
