,V_Drain,I_Drain,V_Gate,I_Gate
0,7e-07,7e-12,0.0,72000.0
1,-2.0,4.67e-10,1.0050000000000001e-09,-1592.04
2,-4.0,-5.22e-10,-2.34e-10,4273.5
3,-6.0,-1.0539999999999999e-09,-9.16e-10,436.68122
4,-8.000010000000001,-4.56e-10,5.9e-11,-16949.15
5,-10.0,-2.7e-11,6.44e-10,-2950.31
6,-12.0,-4.28e-10,1.91e-10,-6806.28
7,-14.000010000000001,6e-12,1.157e-09,-1728.61
8,-16.0,-8.34e-10,-3.1e-11,29032.26
9,-18.0,-1.3150000000000001e-09,-7.53e-10,-1195.22
10,-20.0,-7.05e-10,1.88e-10,-1063.83
11,-22.0,-5.5e-11,1.086e-09,-1012.89
12,-24.0,-9.5e-10,-5.4e-11,-14814.81
13,-26.0,-1.3550000000000002e-09,-7.37e-10,271.37042
14,-28.0,-8.29e-10,8e-11,-48750.0
15,-30.0,-4.13e-10,6.41e-10,-1560.06
16,-32.0,-9.45e-10,5.1e-11,7843.14
17,-34.0,-1.341e-09,-6.21e-10,-322.06119
18,-36.0,-9.21e-10,3.1e-11,83870.97
19,-38.0,-4.94e-10,7.43e-10,672.94751
20,-40.0,-1.056e-09,1.12e-10,4464.29
21,-42.0,-1.401e-09,-5.27e-10,-1138.52
22,-44.0,-1.17e-09,-4.9e-11,-2040.82
23,-46.0,-8.76e-10,5.01e-10,4391.22
24,-48.0,-9.93e-10,6.97e-10,573.88809
25,-50.0,-1.713e-09,-2.34e-10,-4273.5
26,-52.0,-1.811e-09,-1.46e-10,-16438.36
27,-54.0,-1.3400000000000001e-09,9.08e-10,-2422.91
28,-56.0,-1.559e-09,1.3289999999999999e-09,-300.97818
29,-58.0,-2.5600000000000003e-09,5.44e-10,3492.65
30,-60.0,-2.797e-09,1.1e-09,1363.64
31,-62.0,-2.701e-09,2.191e-09,-775.9014099999999
32,-64.0,-3.1219999999999998e-09,3.04e-09,1546.05
33,-66.0,-4.508e-09,2.474e-09,565.8852099999999
34,-68.0,-5.387999999999999e-09,2.717e-09,-220.8318
35,-70.0,-5.243e-09,4.468e-09,-89.52551
36,-72.0,-5.404e-09,5.757e-09,503.73458
37,-74.0,-7.243000000000001e-09,4.663e-09,343.12674
38,-76.0,-8.421e-09,4.51e-09,376.94012999999995
39,-78.0,-8.121e-09,5.859e-09,273.08414
40,-80.0,-8.704e-09,6.455999999999999e-09,573.1102900000001
41,-82.0,-1.0602e-08,5.282e-09,1192.73
42,-84.0,-1.1972e-08,4.894e-09,245.1982
43,-86.0,-1.1925e-08,6.455999999999999e-09,278.81041
44,-88.0,-1.2222e-08,7.768e-09,476.31307999999996
45,-90.0,-1.4345e-08,6.574e-09,517.18893
46,-92.0,-1.5582e-08,5.881e-09,255.05866
47,-94.0,-1.5675e-08,7.378e-09,596.36758
48,-96.0,-1.6121e-08,8.859e-09,519.24596
49,-98.0,-1.8254e-08,7.529e-09,571.1249799999999
50,-100.0,-2.0049999999999998e-08,7.2199999999999995e-09,554.01662
51,-4e-07,3.023e-09,-4.104e-09,2436650000.0
52,-2.0,8.47e-10,-2.215e-09,4514670000.0
53,-4.0,6.71e-10,-4.67e-10,21413280000.0
54,-6.0,4.21e-10,1.63e-10,-61349690000.0
55,-8.0,-5.53e-10,-9.37e-10,10672360000.0
56,-10.0,-9.23e-10,-1.1890000000000001e-09,8410430000.0
57,-12.0,-7e-11,-4.8e-11,208333330000.0
58,-14.0,4.99e-10,7.82e-10,-12787720000.0
59,-16.0,-7.17e-10,-7.21e-10,13869630000.0
60,-18.0,-1.462e-09,-1.149e-09,8703220000.0
61,-20.0,-1.252e-09,8.99e-10,-11123470000.0
62,-22.0,-8.22e-10,2.064e-09,-4844960000.0
63,-24.0,-1.896e-09,4.32e-10,-23148150000.0
64,-26.0,-2.149e-09,-4.82e-10,20746890000.0
65,-28.0,-1.165e-09,5.74e-10,-17421600000.0
66,-30.0,-3.85e-10,1.2720000000000002e-09,-7861640000.0
67,-32.0,-1.236e-09,6.1e-11,-163934430000.0
68,-34.0,-1.635e-09,-6.25e-10,16000000000.0
69,-36.0,-1.038e-09,2.36e-10,-42372880000.0
70,-38.0,-5.65e-10,7.22e-10,-13850420000.0
71,-40.0,-1.099e-09,9.9e-11,-101010100000.0
72,-42.0,-1.436e-09,-5.42e-10,18450180000.0
73,-44.0,-1.156e-09,-1.07e-10,93457940000.0
74,-46.0,-7.58e-10,4.12e-10,-24271840000.0
75,-48.0,-8.14e-10,4.18e-10,-23923440000.0
76,-50.0,-1.449e-09,-5.88e-10,17006800000.0
77,-52.0,-1.554e-09,-5.28e-10,18939390000.0
78,-54.0,-8.47e-10,3.68e-10,-27173910000.0
79,-56.0,-6.56e-10,8.05e-10,-12422360000.0
80,-58.0,-1.54e-09,-4.93e-10,20283980000.0
81,-60.0,-1.998e-09,-9.33e-10,10718110000.0
82,-62.0,-1.107e-09,3.92e-10,-25510200000.0
83,-64.0,-4.83e-10,1.371e-09,-7293950000.0
84,-66.0,-1.7979999999999998e-09,-1.01e-10,99009900000.0
85,-68.0,-2.432e-09,-6.5e-10,15384620000.0
86,-70.0,-1.7389999999999999e-09,8.4e-10,-11904760000.0
87,-72.0,-1.374e-09,1.976e-09,-5060730000.0
88,-74.0,-2.624e-09,1.072e-09,-9328360000.0
89,-76.0,-3.477e-09,6.61e-10,-15128590000.0
90,-78.0,-3.325e-09,2.072e-09,-4826250000.0
91,-80.0,-3.3889999999999998e-09,3.3810000000000002e-09,-2957700000.0
92,-82.0,-4.688e-09,3.292e-09,-3037670000.0
93,-84.0,-5.628e-09,3.145e-09,-3179650000.0
94,-86.0,-5.978e-09,4.037e-09,-2477090000.0
95,-88.0,-6.452e-09,5.088000000000001e-09,-1965410000.0
96,-90.0,-7.731e-09,4.758e-09,-2101720000.0
97,-92.0,-8.975e-09,4.099e-09,-2439620000.0
98,-94.0,-9.560999999999999e-09,5.344e-09,-1871260000.0
99,-96.0,-9.959e-09,6.5459999999999995e-09,-1527650000.0
100,-98.0,-1.1886000000000001e-08,5.777e-09,-1731000000.0
101,-100.0,-1.3554e-08,5.469000000000001e-09,-1828490000.0
102,-3e-07,2.4909999999999998e-09,-4.58e-09,4366810000.0
103,-2.0,1.409e-09,-1.409e-09,14194460000.0
104,-4.0,1.0929999999999998e-09,2.11e-10,-94786730000.0
105,-6.0,-3.73e-10,-9.47e-10,21119320000.0
