,V_Drain,I_Drain,V_Gate,I_Gate
0,-1.8e-06,-1.06e-10,0.0,-7e-11
1,2.0,6.8e-10,-1.6e-06,4.59e-10
2,4.0,1.68e-10,8e-07,-1.06e-10
3,6.0,-1.94e-10,1.5e-06,-7.54e-10
4,8.0,3.66e-10,6e-07,1.3e-11
5,10.0,7.74e-10,-2.2e-06,2.82e-10
6,12.0,5.13e-10,-1.2e-06,-2.1e-11
7,14.0,1.4e-10,-4e-07,-6.4e-10
8,16.0,3.39e-10,-1.3e-06,-2.56e-10
9,18.0,8.53e-10,3e-07,2.22e-10
10,20.0,5.77e-10,-1.1e-06,-4.9e-11
11,22.0,4.8e-11,1.2e-06,-8.5e-10
12,24.0,6.08e-10,1.4e-06,4e-11
13,26.0,1.1890000000000001e-09,-2e-06,5.18e-10
14,28.0,6.37e-10,1.4e-06,-1.81e-10
15,30.0,4.7e-10,-9e-07,-7.69e-10
16,32.0,7.91e-10,1.3e-06,-1.42e-10
17,34.0,1.2879999999999999e-09,0.0,3.4e-11
18,36.0,1.325e-09,-2.3e-06,-2.72e-10
19,38.0,1.064e-09,-6e-07,-1.285e-09
20,40.0,1.259e-09,-1.7e-06,-1.344e-09
21,42.0,2.407e-09,1.3e-06,-1.003e-09
22,44.0,2.7600000000000004e-09,7e-07,-1.4910000000000001e-09
23,46.0,2.8549999999999998e-09,-2.7e-06,-2.2120000000000002e-09
24,48.0,4.2049999999999994e-09,-4.3e-06,-1.6769999999999999e-09
25,50.0,6.138e-09,-5e-07,-1.012e-09
26,52.0,8.312e-09,-1.7e-06,-1.064e-09
27,54.0,1.0402e-08,-1.7e-06,-2.3749999999999998e-09
28,56.0,1.3545e-08,-2.2e-06,-3.271e-09
29,58.0,1.8067e-08,-3.6e-06,-2.585e-09
30,60.0,2.3626999999999997e-08,-1.2e-06,-3.5160000000000003e-09
31,62.0,2.8929999999999998e-08,-8e-07,-5.823e-09
32,64.0,3.7925e-08,-3.6e-06,-7.706e-09
33,66.0,4.8904e-08,-2.1e-06,-8.153e-09
34,68.0,6.1734e-08,4e-07,-9.563000000000001e-09
35,70.0,7.4209e-08,-4e-06,-1.3339000000000001e-08
36,72.0,8.9535e-08,2e-07,-1.6455e-08
37,74.0,1.09087e-07,-6.2e-06,-1.8041e-08
38,76.0,1.30654e-07,-4e-06,-2.0052e-08
39,78.0,1.18694e-07,-3.8e-06,-1.6299e-08
40,80.0,1.53218e-07,-6.4e-06,-2.0296e-08
41,82.0,1.53638e-07,-4e-07,-1.4701e-08
42,84.0,1.6921700000000003e-07,5e-07,-1.1889000000000001e-08
43,86.0,2.1624400000000001e-07,-6.1e-06,-1.6793e-08
44,88.0,2.61487e-07,-7.3e-06,-2.0308000000000002e-08
45,90.0,3.0996500000000004e-07,-6.3e-06,-2.371e-08
46,92.0,3.1520199999999997e-07,5e-07,-9.855000000000001e-09
47,94.0,3.4455399999999995e-07,-8e-06,-6.6410000000000005e-09
48,96.0,3.82939e-07,-4e-07,-6.228e-09
49,98.0,4.23449e-07,4e-06,-3.356e-09
50,100.0,4.71348e-07,-3.7e-06,-3.826e-09
51,7e-07,-7.74e-10,10.0,7.42e-10
52,2.0,2.01e-10,10.0,1.1409999999999999e-09
53,4.0,9.5e-11,10.0,7.62e-10
54,6.0,-2.18e-10,10.0,8.3e-11
55,8.0,1.3e-10,10.0,6.12e-10
56,10.0,5.75e-10,10.0,9.51e-10
57,12.0,4.4e-10,10.0,7.84e-10
58,14.0,-2e-11,10.0,9e-12
59,16.0,7e-11,10.0,2.36e-10
60,18.0,7.27e-10,10.0,9.2e-10
61,20.0,7.58e-10,10.0,1.01e-09
62,22.0,8.6e-11,10.0,-7.4e-11
63,24.0,4e-10,10.0,5.1e-10
64,26.0,8.04e-10,10.0,9.1e-10
65,28.0,5.77e-10,10.0,5.63e-10
66,30.0,1.52e-10,10.0,-1.68e-10
67,32.0,6.04e-10,10.0,5.05e-10
68,34.0,9.44e-10,10.0,8.6e-10
69,36.0,7.13e-10,10.0,6.2e-10
70,38.0,2.91e-10,10.0,-1.54e-10
71,40.0,4.88e-10,10.0,1.47e-10
72,42.0,1.099e-09,10.0,7.33e-10
73,44.0,1.144e-09,10.0,7.53e-10
74,46.0,5.65e-10,10.0,-3.37e-10
75,48.0,8.11e-10,10.0,-6e-12
76,50.0,1.44e-09,10.0,5.45e-10
77,52.0,1.287e-09,10.0,-1.9e-11
78,54.0,1.096e-09,10.0,-9.52e-10
79,56.0,1.643e-09,10.0,-8.14e-10
80,58.0,2.552e-09,10.0,-5.5e-10
81,60.0,3.1069999999999997e-09,10.0,-4.01e-10
82,62.0,3.282e-09,10.0,-1.443e-09
83,64.0,4.6210000000000005e-09,9.999989999999999,-1.553e-09
84,66.0,6.974e-09,10.0,-6.07e-10
85,68.0,1.0015e-08,10.0,-4.79e-10
86,70.0,1.2335000000000001e-08,10.0,-2.4179999999999997e-09
87,72.0,1.63e-08,10.0,-3.686e-09
