,V_Drain,I_Drain,V_Gate,I_Gate
0,2e-06,-6.59e-10,0.0,-9.55e-10
1,2.0,3.03e-10,9e-07,1.07e-10
2,4.0,1.117e-09,4e-07,1.174e-09
3,6.0,4e-12,-7e-07,-3.93e-10
4,8.0,-4.42e-10,3e-07,-1.139e-09
5,10.0,5.23e-10,1.9e-06,7.5e-11
6,12.0,1.232e-09,1.3e-06,9.95e-10
7,14.0,3.5e-10,-1e-07,-1.56e-10
8,16.0,-7.1e-11,2.7e-06,-9.3e-10
9,18.0,5.97e-10,-8e-07,-5.4e-11
10,20.0,1.3039999999999998e-09,-2e-07,8.51e-10
11,22.0,4.37e-10,-4e-07,-1.53e-10
12,24.0,-1.2e-11,2.4e-06,-9.61e-10
13,26.0,6.62e-10,-9e-07,-6.5e-11
14,28.0,1.501e-09,-3.7e-06,8.29e-10
15,30.0,6.68e-10,1.7e-06,-1.92e-10
16,32.0,2.29e-10,4.3e-06,-8.87e-10
17,34.0,8.6e-10,2.4e-06,-2.33e-10
18,36.0,1.316e-09,-2e-07,2.57e-10
19,38.0,1.011e-09,2.2e-06,-1.1e-10
20,40.0,7.61e-10,-4e-07,-8.73e-10
21,42.0,1.333e-09,1e-07,-6.37e-10
22,44.0,2.016e-09,1.3e-06,-5.22e-10
23,46.0,1.982e-09,-1.5e-06,-9.89e-10
24,48.0,2.155e-09,2e-07,-2.017e-09
25,50.0,2.919e-09,-2e-06,-2.091e-09
26,52.0,4.057e-09,-4e-07,-1.341e-09
27,54.0,5.406999999999999e-09,4e-07,-1.132e-09
28,56.0,6.2329999999999995e-09,-1.4e-06,-2.359e-09
29,58.0,7.853e-09,-3.6e-06,-2.8199999999999998e-09
30,60.0,1.1611e-08,-2.2e-06,-2.109e-09
31,62.0,1.5045e-08,-3.3e-06,-1.249e-09
32,64.0,1.913e-08,1e-06,-3.4439999999999997e-09
33,66.0,2.4628e-08,-1.2e-06,-4.9530000000000006e-09
34,68.0,3.2661e-08,-6e-07,-4.371e-09
35,70.0,4.1273999999999996e-08,-2.4e-06,-4.233e-09
36,72.0,5.0178e-08,2e-07,-6.3360000000000005e-09
37,74.0,6.108299999999999e-08,-4.5e-06,-8.31e-09
38,76.0,5.0400999999999996e-08,1e-06,-4.197e-09
39,78.0,7.2886e-08,-4.3e-06,-8.182e-09
40,80.0,9.460499999999999e-08,-2e-06,-9.399e-09
41,82.0,1.23212e-07,-8e-07,-1.1337999999999999e-08
42,84.0,1.4714499999999999e-07,-5.1e-06,-1.299e-08
43,86.0,1.75452e-07,-7.7e-06,-1.4372e-08
44,88.0,2.0324e-07,-8.6e-06,-1.6542e-08
45,90.0,2.42546e-07,-1.1e-05,-1.867e-08
46,92.0,2.77087e-07,-6.1e-06,-1.795e-08
47,94.0,2.33214e-07,-3e-06,-7.335e-09
48,96.0,2.47413e-07,-4.8e-06,-4.808e-09
49,98.0,2.64406e-07,9e-07,-3.604e-09
50,100.0,2.85276e-07,8e-07,-3.675e-09
51,-2e-06,2.86e-10,10.0,1.7799999999999999e-09
52,2.0,-4.63e-10,10.0,1.1e-10
53,4.0,-8.57e-10,10.0,-7.36e-10
54,6.0,2.38e-10,10.0,5.46e-10
55,8.0,9.6e-10,10.0,1.4810000000000002e-09
56,9.999989999999999,-1.39e-10,10.0,-6.8e-11
57,12.0,-6.07e-10,10.0,-7.79e-10
58,14.0,3.79e-10,10.0,4.42e-10
59,16.0,1.08e-09,10.0,1.336e-09
60,18.0,1.41e-10,10.0,1.41e-10
61,20.0,-4.25e-10,10.0,-7.27e-10
62,22.0,4.95e-10,10.0,4.61e-10
63,24.0,1.287e-09,10.0,1.4549999999999998e-09
64,26.0,1.65e-10,10.0,-7.4e-11
65,28.0,-3.1e-10,10.0,-8.38e-10
66,30.0,7.15e-10,10.0,4.3e-10
67,32.0,1.403e-09,10.0,1.444e-09
68,34.0,3.02e-10,10.0,-6.8e-11
69,36.0,-1.94e-10,10.0,-7.66e-10
70,38.0,6.18e-10,10.0,2.92e-10
71,40.0,1.313e-09,10.0,1.1219999999999998e-09
72,42.0,4.97e-10,10.0,1.1e-10
73,44.0,1.49e-10,10.0,-5.66e-10
74,46.0,7.26e-10,10.0,2.2e-10
75,48.0,1.286e-09,10.0,8.61e-10
76,50.0,7.14e-10,10.0,1e-10
77,52.0,3.51e-10,10.0,-5.27e-10
78,54.0,1.003e-09,10.0,7e-12
79,56.0,1.732e-09,10.0,7.05e-10
80,58.0,1.013e-09,10.0,-2.9e-10
81,60.0,7.36e-10,10.0,-8.81e-10
82,62.0,1.3869999999999999e-09,10.0,-3.75e-10
83,64.0,2.047e-09,10.0,-2.47e-10
84,66.0,1.929e-09,10.0,-7.3e-10
85,68.0,1.8129999999999998e-09,10.0,-1.452e-09
86,70.0,2.618e-09,10.0,-1.1060000000000001e-09
87,72.0,3.922e-09,10.0,-9.45e-10
88,74.0,4.916e-09,10.0,-1.6e-09
89,76.0,5.987e-09,10.0,-2.318e-09
90,78.0,8.832e-09,10.0,-2.5109999999999997e-09
91,80.0,1.2616e-08,10.0,-2.924e-09
92,82.0,1.6811e-08,10.0,-3.737e-09
93,84.0,2.2894e-08,10.0,-5.694e-09
94,86.0,3.1822e-08,10.0,-6.237000000000001e-09
95,88.0,4.1441e-08,10.0,-6.511e-09
96,90.0,5.5378e-08,10.0,-8.373e-09
97,92.0,6.7678e-08,10.0,-9.906000000000001e-09
98,94.0,8.683400000000001e-08,10.0,-1.0782e-08
99,96.0,1.1464700000000001e-07,10.0,-1.3034e-08
100,98.0,1.4439500000000002e-07,10.0,-1.4567e-08
101,100.0,1.72893e-07,9.999989999999999,-1.5718000000000002e-08
102,8e-07,-1.866e-09,20.0,5.17e-10
103,2.0,-5.16e-10,20.0,1.162e-09
104,4.0,4.71e-10,20.0,1.871e-09
105,6.0,-4.59e-10,20.0,1.42e-10
106,8.0,-8.65e-10,20.0,-5.73e-10
107,10.0,1.52e-10,20.0,6.83e-10
108,11.999989999999999,8.93e-10,20.0,1.515e-09
109,14.0,-5.7e-11,20.0,1.71e-10
110,16.0,-5.98e-10,20.0,-5.81e-10
111,18.0,2.53e-10,19.99999,5.38e-10
112,20.0,9.63e-10,20.0,1.376e-09
113,22.0,-2.3e-11,20.0,1.41e-10
114,24.0,-5.19e-10,20.0,-7.48e-10
115,26.0,5.11e-10,20.0,5.63e-10
116,28.0,1.269e-09,20.0,1.529e-09
117,30.0,1.97e-10,20.0,7.6e-11
118,32.0,-3.26e-10,20.0,-6.61e-10
119,34.0,4.99e-10,20.0,4.12e-10
120,36.0,1.1409999999999999e-09,20.0,1.185e-09
121,38.0,4.07e-10,19.99999,1.62e-10
122,40.0,-3e-10,20.0,-8.3e-10
123,42.0,7.27e-10,20.0,4.77e-10
124,44.0,1.474e-09,20.0,1.427e-09
125,46.0,3.93e-10,20.0,-3e-12
126,48.0,-5.7e-11,20.0,-7.7e-10
127,50.0,7.11e-10,20.0,2.93e-10
128,52.0,1.4380000000000002e-09,19.99999,1.119e-09
129,54.0,5.94e-10,20.0,5.9e-11
